learning rule,stability,morality,cycle length,generation count,seed
IBest,0.5,0.843,2,11,19561831
IBest,0.5,0.762,2,21,19561832
IBest,0.25,0.7937,4,15,19561833
IBest,1.0,0.878,1,12,19561834
IBest,0.25,0.504,4,24,19561835
IBest,0.5,0.7815,2,15,19561836
IBest,0.5,0.706,2,15,19561837
IBest,0.5,0.7595,2,18,19561838
IBest,0.5,0.764,2,16,19561839
IBest,0.5,0.7565,2,11,19561840
IBest,0.5,0.786,2,22,19561841
IBest,1.0,0.834,1,17,19561842
IBest,0.1667,0.7102,6,22,19561843
IBest,0.0833,0.448,12,27,19561844
IBest,1.0,0.855,1,11,19561845
IBest,1.0,0.842,1,9,19561846
IBest,0.5,0.776,2,11,19561847
IBest,1.0,0.795,1,10,19561848
IBest,0.5,0.7295,2,14,19561849
IBest,1.0,0.805,1,11,19561850
IBest,0.5,0.751,2,16,19561851
IBest,0.5,0.825,2,10,19561852
IBest,0.5,0.714,2,15,19561853
IBest,0.5,0.761,2,15,19561854
IBest,0.5,0.692,2,16,19561855
IBest,1.0,0.876,1,8,19561856
IBest,1.0,0.839,1,14,19561857
IBest,0.5,0.681,2,18,19561858
IBest,0.5,0.726,2,16,19561859
IBest,0.5,0.6525,2,14,19561860
IBest,1.0,0.777,1,13,19561861
IBest,0.5,0.7875,2,17,19561862
IBest,0.5,0.712,2,16,19561863
IBest,0.5,0.677,2,16,19561864
IBest,1.0,0.787,1,16,19561865
IBest,0.5,0.727,2,16,19561866
IBest,0.5,0.7555,2,16,19561867
IBest,0.25,0.662,4,18,19561868
IBest,0.5,0.7955,2,12,19561869
IBest,0.5,0.74,2,13,19561870
IBest,0.5,0.72,2,19,19561871
IBest,0.5,0.827,2,15,19561872
IBest,0.5,0.873,2,12,19561873
IBest,0.5,0.7485,2,16,19561874
IBest,0.125,0.6135,8,25,19561875
IBest,0.5,0.634,2,21,19561876
IBest,0.5,0.6345,2,16,19561877
IBest,0.5,0.749,2,13,19561878
IBest,0.25,0.507,4,27,19561879
IBest,1.0,0.865,1,10,19561880
IBest,0.5,0.727,2,14,19561881
IBest,0.5,0.754,2,12,19561882
IBest,0.5,0.703,2,15,19561883
IBest,0.5,0.7585,2,12,19561884
IBest,0.5,0.6525,2,12,19561885
IBest,0.5,0.6685,2,13,19561886
IBest,0.5,0.804,2,16,19561887
IBest,1.0,0.724,1,11,19561888
IBest,0.5,0.645,2,20,19561889
IBest,0.25,0.547,4,24,19561890
IBest,0.5,0.662,2,21,19561891
IBest,1.0,0.878,1,9,19561892
IBest,0.5,0.827,2,10,19561893
IBest,0.5,0.748,2,12,19561894
IBest,0.5,0.63,2,28,19561895
IBest,1.0,0.818,1,13,19561896
IBest,0.5,0.574,2,16,19561897
IBest,0.5,0.702,2,12,19561898
IBest,1.0,0.8,1,17,19561899
IBest,0.5,0.832,2,17,19561900
IBest,1.0,0.832,1,11,19561901
IBest,0.5,0.7925,2,10,19561902
IBest,1.0,0.815,1,16,19561903
IBest,0.5,0.757,2,10,19561904
IBest,0.5,0.753,2,14,19561905
IBest,0.5,0.8045,2,15,19561906
IBest,1.0,0.849,1,11,19561907
IBest,1.0,0.889,1,12,19561908
IBest,0.5,0.816,2,14,19561909
IBest,0.5,0.7725,2,14,19561910
IBest,0.5,0.763,2,18,19561911
IBest,0.25,0.5627,4,19,19561912
IBest,1.0,0.811,1,10,19561913
IBest,0.5,0.7095,2,18,19561914
IBest,1.0,0.855,1,16,19561915
