learning rule,stability,morality,cycle length,generation count,seed
IBest,1.0,0.9834,1,6,19561831
IBest,1.0,0.998,1,9,19561832
IBest,1.0,0.9971,1,7,19561833
IBest,1.0,1.0,1,6,19561834
IBest,1.0,0.9951,1,9,19561835
IBest,1.0,0.999,1,9,19561836
IBest,1.0,0.9883,1,9,19561837
IBest,1.0,0.9971,1,6,19561838
IBest,1.0,0.9814,1,6,19561839
IBest,1.0,1.0,1,5,19561840
IBest,1.0,0.999,1,6,19561841
IBest,1.0,0.9961,1,7,19561842
IBest,1.0,0.9785,1,7,19561843
IBest,1.0,1.0,1,6,19561844
IBest,1.0,0.9922,1,7,19561845
IBest,1.0,1.0,1,8,19561846
IBest,1.0,0.999,1,6,19561847
IBest,1.0,0.9893,1,6,19561848
IBest,1.0,1.0,1,5,19561849
IBest,1.0,0.9922,1,9,19561850
IBest,1.0,0.9873,1,8,19561851
IBest,1.0,1.0,1,8,19561852
IBest,1.0,0.998,1,6,19561853
IBest,1.0,0.9893,1,7,19561854
IBest,1.0,0.9824,1,7,19561855
IBest,1.0,0.9951,1,8,19561856
IBest,1.0,1.0,1,6,19561857
IBest,1.0,0.9941,1,8,19561858
IBest,1.0,0.9951,1,7,19561859
IBest,1.0,0.9912,1,8,19561860
IBest,1.0,0.9785,1,7,19561861
IBest,1.0,0.9785,1,6,19561862
IBest,1.0,1.0,1,7,19561863
IBest,1.0,0.9883,1,8,19561864
IBest,1.0,0.9951,1,8,19561865
IBest,1.0,1.0,1,6,19561866
IBest,1.0,0.999,1,7,19561867
IBest,1.0,0.998,1,6,19561868
IBest,1.0,0.9893,1,7,19561869
IBest,1.0,0.998,1,7,19561870
IBest,1.0,1.0,1,8,19561871
IBest,1.0,0.9941,1,8,19561872
IBest,1.0,0.9932,1,7,19561873
IBest,1.0,0.999,1,5,19561874
IBest,1.0,0.9912,1,6,19561875
IBest,1.0,0.9922,1,9,19561876
IBest,1.0,0.9971,1,7,19561877
IBest,1.0,0.9941,1,7,19561878
IBest,1.0,1.0,1,5,19561879
IBest,1.0,0.9912,1,8,19561880
IBest,1.0,0.9922,1,7,19561881
IBest,1.0,0.9854,1,6,19561882
IBest,1.0,0.9961,1,7,19561883
IBest,1.0,0.9883,1,8,19561884
IBest,1.0,0.998,1,7,19561885
IBest,1.0,0.9854,1,6,19561886
IBest,1.0,0.998,1,6,19561887
IBest,1.0,0.9961,1,8,19561888
IBest,1.0,0.999,1,6,19561889
IBest,1.0,0.9941,1,7,19561890
IBest,1.0,0.999,1,8,19561891
IBest,1.0,0.998,1,6,19561892
IBest,1.0,0.9883,1,9,19561893
IBest,1.0,0.9844,1,6,19561894
IBest,1.0,0.9883,1,7,19561895
IBest,1.0,0.998,1,8,19561896
IBest,1.0,0.9902,1,7,19561897
IBest,1.0,0.999,1,7,19561898
IBest,1.0,0.999,1,7,19561899
IBest,1.0,0.9961,1,6,19561900
IBest,1.0,0.998,1,7,19561901
IBest,1.0,0.9951,1,5,19561902
IBest,1.0,1.0,1,6,19561903
IBest,1.0,1.0,1,6,19561904
IBest,1.0,0.998,1,6,19561905
IBest,1.0,0.9971,1,7,19561906
IBest,1.0,0.998,1,7,19561907
IBest,1.0,1.0,1,6,19561908
IBest,1.0,1.0,1,7,19561909
IBest,1.0,0.999,1,6,19561910
IBest,1.0,1.0,1,6,19561911
IBest,1.0,0.9922,1,8,19561912
IBest,1.0,0.9883,1,8,19561913
IBest,1.0,1.0,1,7,19561914
IBest,1.0,0.999,1,8,19561915
IBest,1.0,0.9893,1,8,19561916
IBest,1.0,0.9961,1,8,19561917
IBest,1.0,0.998,1,6,19561918
IBest,1.0,0.9961,1,6,19561919
IBest,1.0,0.9951,1,7,19561920
IBest,1.0,0.9883,1,8,19561921
IBest,1.0,0.9961,1,8,19561922
IBest,1.0,0.9961,1,5,19561923
IBest,1.0,0.999,1,7,19561924
IBest,1.0,0.9971,1,8,19561925
IBest,1.0,0.998,1,5,19561926
IBest,1.0,0.999,1,6,19561927
IBest,1.0,0.9941,1,10,19561928
IBest,1.0,1.0,1,8,19561929
IBest,1.0,0.9912,1,6,19561930
IProb,0.001,0.997,0,1000,19561831
IProb,0.001,0.9961,0,1000,19561832
IProb,0.001,0.9957,0,1000,19561833
IProb,0.001,0.9974,0,1000,19561834
IProb,0.001,0.9936,0,1000,19561835
IProb,0.001,0.998,0,1000,19561836
IProb,0.001,0.9856,0,1000,19561837
IProb,0.001,0.9915,0,1000,19561838
IProb,0.001,0.9972,0,1000,19561839
IProb,0.001,0.9963,0,1000,19561840
IProb,0.001,0.9976,0,1000,19561841
IProb,0.001,0.9993,0,1000,19561842
IProb,0.001,0.991,0,1000,19561843
IProb,0.001,0.9976,0,1000,19561844
IProb,0.001,0.9906,0,1000,19561845
IProb,0.001,0.9932,0,1000,19561846
IProb,0.001,0.9968,0,1000,19561847
IProb,0.001,0.9986,0,1000,19561848
IProb,0.001,0.9994,0,1000,19561849
IProb,0.001,0.9953,0,1000,19561850
IProb,0.001,0.9972,0,1000,19561851
IProb,0.001,0.9957,0,1000,19561852
IProb,0.001,0.9943,0,1000,19561853
IProb,0.001,0.9992,0,1000,19561854
IProb,0.001,0.99,0,1000,19561855
IProb,0.001,0.9947,0,1000,19561856
IProb,0.001,0.9952,0,1000,19561857
IProb,0.001,0.9944,0,1000,19561858
IProb,0.001,0.991,0,1000,19561859
IProb,0.001,0.9974,0,1000,19561860
IProb,0.001,0.9925,0,1000,19561861
IProb,0.001,0.994,0,1000,19561862
IProb,0.001,0.996,0,1000,19561863
IProb,0.001,0.9907,0,1000,19561864
IProb,0.001,0.9994,0,1000,19561865
IProb,0.001,0.9929,0,1000,19561866
IProb,0.001,0.9977,0,1000,19561867
IProb,0.001,0.9991,0,1000,19561868
IProb,0.001,0.9903,0,1000,19561869
IProb,0.001,0.9987,0,1000,19561870
IProb,0.001,0.9955,0,1000,19561871
IProb,0.001,0.9943,0,1000,19561872
IProb,0.001,0.9972,0,1000,19561873
IProb,0.001,0.9971,0,1000,19561874
IProb,0.001,0.9976,0,1000,19561875
IProb,0.001,0.9957,0,1000,19561876
IProb,0.001,0.9912,0,1000,19561877
IProb,0.001,0.9963,0,1000,19561878
IProb,0.001,0.9977,0,1000,19561879
IProb,0.001,0.9989,0,1000,19561880
IProb,0.001,0.996,0,1000,19561881
IProb,0.001,0.998,0,1000,19561882
IProb,0.001,0.9974,0,1000,19561883
IProb,0.001,0.9927,0,1000,19561884
IProb,0.001,0.999,0,1000,19561885
IProb,0.001,0.9983,0,1000,19561886
IProb,0.001,0.9987,0,1000,19561887
IProb,0.001,0.9984,0,1000,19561888
IProb,0.001,0.9966,0,1000,19561889
IProb,0.001,0.9909,0,1000,19561890
IProb,0.001,0.9983,0,1000,19561891
IProb,0.001,0.9978,0,1000,19561892
IProb,0.001,0.9958,0,1000,19561893
IProb,0.001,0.9916,0,1000,19561894
IProb,0.001,0.996,0,1000,19561895
IProb,0.001,0.9956,0,1000,19561896
IProb,0.001,0.9816,0,1000,19561897
IProb,0.001,0.9986,0,1000,19561898
IProb,0.001,0.9959,0,1000,19561899
IProb,0.001,0.9992,0,1000,19561900
IProb,0.001,0.9972,0,1000,19561901
IProb,0.001,0.9991,0,1000,19561902
IProb,0.001,0.9991,0,1000,19561903
IProb,0.001,0.9989,0,1000,19561904
IProb,0.001,0.9975,0,1000,19561905
IProb,0.001,0.9907,0,1000,19561906
IProb,0.001,0.9988,0,1000,19561907
IProb,0.001,0.9966,0,1000,19561908
IProb,0.001,0.9909,0,1000,19561909
IProb,0.001,0.9993,0,1000,19561910
IProb,0.001,0.9992,0,1000,19561911
IProb,0.001,0.9952,0,1000,19561912
IProb,0.001,0.9955,0,1000,19561913
IProb,0.001,0.9991,0,1000,19561914
IProb,0.001,0.9962,0,1000,19561915
IProb,0.001,0.9968,0,1000,19561916
IProb,0.001,0.9989,0,1000,19561917
IProb,0.001,0.9965,0,1000,19561918
IProb,0.001,0.998,0,1000,19561919
IProb,0.001,0.9954,0,1000,19561920
IProb,0.001,0.9971,0,1000,19561921
IProb,0.001,0.9956,0,1000,19561922
IProb,0.001,0.9965,0,1000,19561923
IProb,0.001,0.9986,0,1000,19561924
IProb,0.001,0.9959,0,1000,19561925
IProb,0.001,0.9964,0,1000,19561926
IProb,0.001,0.999,0,1000,19561927
IProb,0.001,0.9892,0,1000,19561928
IProb,0.001,0.9956,0,1000,19561929
IProb,0.001,0.9956,0,1000,19561930
IAvg,0.25,0.9775,4,12,19561831
IAvg,0.5,0.9775,2,9,19561832
IAvg,1.0,0.9922,1,9,19561833
IAvg,0.5,0.9839,2,8,19561834
IAvg,0.5,0.9419,2,9,19561835
IAvg,0.5,0.9668,2,9,19561836
IAvg,0.5,0.9634,2,9,19561837
IAvg,0.5,0.9644,2,8,19561838
IAvg,0.5,0.9863,2,10,19561839
IAvg,1.0,0.998,1,7,19561840
IAvg,0.5,0.9692,2,9,19561841
IAvg,0.5,0.9941,2,9,19561842
IAvg,0.5,0.9761,2,9,19561843
IAvg,0.5,0.9893,2,10,19561844
IAvg,0.5,0.9502,2,9,19561845
IAvg,0.5,0.9639,2,9,19561846
IAvg,0.5,0.9854,2,8,19561847
IAvg,1.0,0.9893,1,8,19561848
IAvg,0.5,0.9927,2,9,19561849
IAvg,0.5,0.9795,2,8,19561850
IAvg,0.5,0.9712,2,11,19561851
IAvg,0.5,0.9795,2,10,19561852
IAvg,0.5,0.9712,2,10,19561853
IAvg,0.5,0.9692,2,8,19561854
IAvg,1.0,0.9795,1,8,19561855
IAvg,0.5,0.9619,2,13,19561856
IAvg,0.5,0.98,2,7,19561857
IAvg,0.5,0.9707,2,10,19561858
IAvg,0.5,0.9834,2,10,19561859
IAvg,0.5,0.9702,2,12,19561860
IAvg,0.5,0.9619,2,9,19561861
IAvg,1.0,0.999,1,6,19561862
IAvg,0.5,0.979,2,11,19561863
IAvg,0.5,0.9878,2,10,19561864
IAvg,0.5,0.9688,2,9,19561865
IAvg,0.5,0.9619,2,9,19561866
IAvg,0.5,0.9702,2,8,19561867
IAvg,0.5,0.9849,2,8,19561868
IAvg,0.5,0.9658,2,9,19561869
IAvg,0.5,0.9766,2,9,19561870
IAvg,0.5,0.9888,2,11,19561871
IAvg,1.0,0.9902,1,7,19561872
IAvg,0.5,0.9766,2,9,19561873
IAvg,0.5,0.9727,2,7,19561874
IAvg,1.0,0.9824,1,8,19561875
IAvg,0.5,0.9751,2,12,19561876
IAvg,0.5,0.9614,2,9,19561877
IAvg,0.5,0.9736,2,10,19561878
IAvg,0.5,0.979,2,7,19561879
IAvg,0.5,0.958,2,11,19561880
IAvg,0.5,0.9648,2,9,19561881
IAvg,0.5,0.9634,2,11,19561882
IAvg,0.5,0.9634,2,9,19561883
IAvg,0.5,0.9497,2,10,19561884
IAvg,0.5,0.978,2,10,19561885
IAvg,0.5,0.9507,2,9,19561886
IAvg,0.5,0.9854,2,12,19561887
IAvg,0.5,0.978,2,9,19561888
IAvg,0.5,0.9736,2,8,19561889
IAvg,0.5,0.9614,2,10,19561890
IAvg,1.0,0.9961,1,9,19561891
IAvg,1.0,0.9902,1,8,19561892
IAvg,1.0,0.9844,1,10,19561893
IAvg,0.5,0.978,2,10,19561894
IAvg,0.5,0.9658,2,10,19561895
IAvg,0.5,0.9795,2,9,19561896
IAvg,0.5,0.9775,2,9,19561897
IAvg,1.0,0.9844,1,8,19561898
IAvg,0.5,0.9824,2,10,19561899
IAvg,0.5,0.9683,2,9,19561900
IAvg,0.5,0.9609,2,14,19561901
IAvg,1.0,0.9902,1,8,19561902
IAvg,0.5,0.9668,2,9,19561903
IAvg,0.5,0.981,2,7,19561904
IAvg,0.5,0.9873,2,10,19561905
IAvg,0.5,0.9736,2,15,19561906
IAvg,0.5,0.9634,2,9,19561907
IAvg,0.5,0.9893,2,10,19561908
IAvg,0.5,0.9805,2,9,19561909
IAvg,0.5,0.9766,2,9,19561910
IAvg,0.5,0.9917,2,9,19561911
IAvg,0.5,0.9609,2,14,19561912
IAvg,0.5,0.9531,2,8,19561913
IAvg,0.5,0.9678,2,8,19561914
IAvg,0.5,0.9712,2,9,19561915
IAvg,0.5,0.9751,2,9,19561916
IAvg,0.5,0.9766,2,9,19561917
IAvg,1.0,0.9785,1,7,19561918
IAvg,0.5,0.9775,2,7,19561919
IAvg,0.5,0.9746,2,11,19561920
IAvg,0.5,0.9551,2,9,19561921
IAvg,0.5,0.9819,2,10,19561922
IAvg,0.5,0.981,2,9,19561923
IAvg,0.5,0.9927,2,9,19561924
IAvg,0.5,0.9932,2,11,19561925
IAvg,0.5,0.9761,2,11,19561926
IAvg,0.5,0.9746,2,7,19561927
IAvg,0.5,0.9517,2,10,19561928
IAvg,0.5,0.9868,2,10,19561929
IAvg,0.5,0.9746,2,9,19561930
