mutation probability,stability,morality,cycle length,generation count,seed
0.0,1.0,0.9912,1,7,19561831
0.0,1.0,0.999,1,8,19561832
0.0,1.0,0.998,1,7,19561833
0.0,1.0,0.9951,1,6,19561834
0.0,1.0,0.9951,1,8,19561835
0.0,1.0,0.999,1,8,19561836
0.0,1.0,0.9922,1,7,19561837
0.0,1.0,0.9941,1,6,19561838
0.0,1.0,0.9844,1,7,19561839
0.0,1.0,0.9971,1,5,19561840
0.0,1.0,0.9961,1,7,19561841
0.0,1.0,0.9854,1,7,19561842
0.0,1.0,0.9697,1,6,19561843
0.0,1.0,1.0,1,7,19561844
0.0,1.0,0.9932,1,6,19561845
0.0,1.0,0.9863,1,6,19561846
0.0,1.0,0.999,1,6,19561847
0.0,1.0,0.998,1,7,19561848
0.0,1.0,0.9951,1,6,19561849
0.0,1.0,0.998,1,7,19561850
0.0,1.0,1.0,1,6,19561851
0.0,1.0,0.9932,1,8,19561852
0.0,1.0,0.9951,1,7,19561853
0.0,1.0,1.0,1,7,19561854
0.0,1.0,1.0,1,6,19561855
0.0,1.0,0.9785,1,7,19561856
0.0,1.0,1.0,1,7,19561857
0.0,1.0,0.9941,1,6,19561858
0.0,1.0,0.9824,1,7,19561859
0.0,1.0,1.0,1,8,19561860
0.0,1.0,1.0,1,7,19561861
0.0,1.0,0.9756,1,7,19561862
0.0,1.0,0.999,1,7,19561863
0.0,1.0,0.9961,1,7,19561864
0.0,1.0,0.9883,1,5,19561865
0.0,1.0,0.9951,1,6,19561866
0.0,1.0,0.9961,1,7,19561867
0.0,1.0,0.999,1,6,19561868
0.0,1.0,0.9961,1,7,19561869
0.0,1.0,0.999,1,9,19561870
0.0,1.0,0.9951,1,8,19561871
0.0,1.0,0.9922,1,8,19561872
0.0,1.0,0.9834,1,6,19561873
0.0,1.0,0.9971,1,5,19561874
0.0,1.0,0.998,1,5,19561875
0.0,1.0,0.9961,1,10,19561876
0.0,1.0,0.998,1,7,19561877
0.0,1.0,0.998,1,6,19561878
0.0,1.0,0.9854,1,7,19561879
0.0,1.0,1.0,1,7,19561880
0.0,1.0,0.9902,1,7,19561881
0.0,1.0,0.9961,1,5,19561882
0.0,1.0,1.0,1,9,19561883
0.0,1.0,0.9717,1,8,19561884
0.0,1.0,1.0,1,6,19561885
0.0,1.0,0.9834,1,6,19561886
0.0,1.0,0.998,1,6,19561887
0.0,1.0,0.9961,1,8,19561888
0.0,1.0,0.9961,1,6,19561889
0.0,1.0,0.9863,1,8,19561890
0.0,1.0,0.9941,1,8,19561891
0.0,1.0,1.0,1,6,19561892
0.0,1.0,0.9893,1,7,19561893
0.0,1.0,0.9873,1,6,19561894
0.0,1.0,0.999,1,7,19561895
0.0,1.0,1.0,1,7,19561896
0.0,1.0,1.0,1,8,19561897
0.0,1.0,0.999,1,6,19561898
0.0,1.0,1.0,1,6,19561899
0.0,1.0,0.9893,1,6,19561900
0.0,1.0,0.9961,1,8,19561901
0.0,1.0,0.998,1,6,19561902
0.0,1.0,0.9961,1,5,19561903
0.0,1.0,1.0,1,6,19561904
0.0,1.0,0.998,1,6,19561905
0.0,1.0,1.0,1,7,19561906
0.0,1.0,0.9951,1,6,19561907
0.0,1.0,0.9971,1,7,19561908
0.0,1.0,0.9785,1,6,19561909
0.0,1.0,0.9932,1,6,19561910
0.0,1.0,0.999,1,5,19561911
0.0,1.0,0.999,1,7,19561912
0.0,1.0,0.9971,1,7,19561913
0.0,1.0,0.998,1,7,19561914
0.0,1.0,0.998,1,10,19561915
0.0,1.0,0.9922,1,8,19561916
0.0,1.0,0.998,1,6,19561917
0.0,1.0,0.999,1,6,19561918
0.0,1.0,0.999,1,5,19561919
0.0,1.0,0.9971,1,7,19561920
0.0,1.0,1.0,1,10,19561921
0.0,1.0,0.9971,1,7,19561922
0.0,1.0,0.9941,1,6,19561923
0.0,1.0,1.0,1,6,19561924
0.0,1.0,0.9961,1,8,19561925
0.0,1.0,0.9941,1,7,19561926
0.0,1.0,0.9951,1,6,19561927
0.0,1.0,0.9971,1,7,19561928
0.0,1.0,0.999,1,7,19561929
0.0,1.0,0.9971,1,7,19561930
0.001,0.001,0.9882,0,1000,19561831
0.001,0.001,0.9957,0,1000,19561832
0.001,0.001,0.9965,0,1000,19561833
0.001,0.001,0.9961,0,1000,19561834
0.001,0.001,0.9916,0,1000,19561835
0.001,0.001,0.9922,0,1000,19561836
0.001,0.001,0.9953,0,1000,19561837
0.001,0.001,0.997,0,1000,19561838
0.001,0.001,0.9973,0,1000,19561839
0.001,0.001,0.997,0,1000,19561840
0.001,0.001,0.995,0,1000,19561841
0.001,0.001,0.9931,0,1000,19561842
0.001,0.001,0.9862,0,1000,19561843
0.001,0.001,0.9964,0,1000,19561844
0.001,0.001,0.9938,0,1000,19561845
0.001,0.001,0.9962,0,1000,19561846
0.001,0.001,0.9962,0,1000,19561847
0.001,0.001,0.9963,0,1000,19561848
0.001,0.001,0.9976,0,1000,19561849
0.001,0.001,0.9961,0,1000,19561850
0.001,0.001,0.9977,0,1000,19561851
0.001,0.001,0.9953,0,1000,19561852
0.001,0.001,0.9946,0,1000,19561853
0.001,0.001,0.9938,0,1000,19561854
0.001,0.001,0.9804,0,1000,19561855
0.001,0.001,0.9927,0,1000,19561856
0.001,0.001,0.9974,0,1000,19561857
0.001,0.001,0.9959,0,1000,19561858
0.001,0.001,0.9975,0,1000,19561859
0.001,0.001,0.995,0,1000,19561860
0.001,0.001,0.9971,0,1000,19561861
0.001,0.001,0.9813,0,1000,19561862
0.001,0.001,0.9958,0,1000,19561863
0.001,0.001,0.995,0,1000,19561864
0.001,0.001,0.9943,0,1000,19561865
0.001,0.001,0.9867,0,1000,19561866
0.001,0.001,0.9947,0,1000,19561867
0.001,0.001,0.9969,0,1000,19561868
0.001,0.001,0.9971,0,1000,19561869
0.001,0.001,0.9891,0,1000,19561870
0.001,0.001,0.9953,0,1000,19561871
0.001,0.001,0.9966,0,1000,19561872
0.001,0.001,0.9932,0,1000,19561873
0.001,0.001,0.9958,0,1000,19561874
0.001,0.001,0.9974,0,1000,19561875
0.001,0.001,0.9951,0,1000,19561876
0.001,0.001,0.9977,0,1000,19561877
0.001,0.001,0.9981,0,1000,19561878
0.001,0.001,0.9878,0,1000,19561879
0.001,0.001,0.9929,0,1000,19561880
0.001,0.001,0.993,0,1000,19561881
0.001,0.001,0.9785,0,1000,19561882
0.001,0.001,0.9969,0,1000,19561883
0.001,0.001,0.9913,0,1000,19561884
0.001,0.001,0.9955,0,1000,19561885
0.001,0.001,0.9974,0,1000,19561886
0.001,0.001,0.9967,0,1000,19561887
0.001,0.001,0.9955,0,1000,19561888
0.001,0.001,0.9983,0,1000,19561889
0.001,0.001,0.9927,0,1000,19561890
0.001,0.001,0.9973,0,1000,19561891
0.001,0.001,0.9891,0,1000,19561892
0.001,0.001,0.9957,0,1000,19561893
0.001,0.001,0.9806,0,1000,19561894
0.001,0.001,0.9844,0,1000,19561895
0.001,0.001,0.9949,0,1000,19561896
0.001,0.001,0.9898,0,1000,19561897
0.001,0.001,0.9974,0,1000,19561898
0.001,0.001,0.9968,0,1000,19561899
0.001,0.001,0.9902,0,1000,19561900
0.001,0.001,0.9972,0,1000,19561901
0.001,0.001,0.989,0,1000,19561902
0.001,0.001,0.9953,0,1000,19561903
0.001,0.001,0.9955,0,1000,19561904
0.001,0.001,0.9964,0,1000,19561905
0.001,0.001,0.993,0,1000,19561906
0.001,0.001,0.9978,0,1000,19561907
0.001,0.001,0.9976,0,1000,19561908
0.001,0.001,0.995,0,1000,19561909
0.001,0.001,0.9965,0,1000,19561910
0.001,0.001,0.9964,0,1000,19561911
0.001,0.001,0.9885,0,1000,19561912
0.001,0.001,0.9976,0,1000,19561913
0.001,0.001,0.9982,0,1000,19561914
0.001,0.001,0.9944,0,1000,19561915
0.001,0.001,0.9922,0,1000,19561916
0.001,0.001,0.9904,0,1000,19561917
0.001,0.001,0.9976,0,1000,19561918
0.001,0.001,0.9952,0,1000,19561919
0.001,0.001,0.9946,0,1000,19561920
0.001,0.001,0.9906,0,1000,19561921
0.001,0.001,0.9966,0,1000,19561922
0.001,0.001,0.9962,0,1000,19561923
0.001,0.001,0.9928,0,1000,19561924
0.001,0.001,0.9964,0,1000,19561925
0.001,0.001,0.9981,0,1000,19561926
0.001,0.001,0.998,0,1000,19561927
0.001,0.001,0.9925,0,1000,19561928
0.001,0.001,0.9973,0,1000,19561929
0.001,0.001,0.9962,0,1000,19561930
0.01,0.001,0.9874,0,1000,19561831
0.01,0.001,0.9794,0,1000,19561832
0.01,0.001,0.9869,0,1000,19561833
0.01,0.001,0.9881,0,1000,19561834
0.01,0.001,0.9884,0,1000,19561835
0.01,0.001,0.988,0,1000,19561836
0.01,0.001,0.9828,0,1000,19561837
0.01,0.001,0.9879,0,1000,19561838
0.01,0.001,0.9825,0,1000,19561839
0.01,0.001,0.9879,0,1000,19561840
0.01,0.001,0.988,0,1000,19561841
0.01,0.001,0.9822,0,1000,19561842
0.01,0.001,0.9838,0,1000,19561843
0.01,0.001,0.9835,0,1000,19561844
0.01,0.001,0.9862,0,1000,19561845
0.01,0.001,0.9859,0,1000,19561846
0.01,0.001,0.9878,0,1000,19561847
0.01,0.001,0.9875,0,1000,19561848
0.01,0.001,0.9873,0,1000,19561849
0.01,0.001,0.9868,0,1000,19561850
0.01,0.001,0.988,0,1000,19561851
0.01,0.001,0.9873,0,1000,19561852
0.01,0.001,0.9885,0,1000,19561853
0.01,0.001,0.988,0,1000,19561854
0.01,0.001,0.9889,0,1000,19561855
0.01,0.001,0.9862,0,1000,19561856
0.01,0.001,0.9878,0,1000,19561857
0.01,0.001,0.9878,0,1000,19561858
