initial moral mean,stability,morality,cycle length,generation count,seed
0.5,1.0,0.9951,1,6,19561919
0.5,1.0,0.9922,1,7,19561920
0.5,1.0,0.9814,1,9,19561921
0.5,1.0,0.999,1,9,19561922
0.5,1.0,0.999,1,6,19561923
0.5,1.0,0.999,1,7,19561924
0.5,1.0,0.998,1,10,19561925
0.5,1.0,0.9912,1,7,19561926
0.5,1.0,0.998,1,8,19561927
0.5,1.0,0.9805,1,8,19561928
0.5,1.0,0.9971,1,7,19561929
0.5,1.0,0.9961,1,7,19561930
0.75,1.0,1.0,1,5,19561831
0.75,1.0,1.0,1,7,19561832
0.75,1.0,0.9961,1,6,19561833
0.75,1.0,1.0,1,5,19561834
0.75,1.0,0.9893,1,7,19561835
0.75,1.0,1.0,1,6,19561836
0.75,1.0,0.9795,1,6,19561837
0.75,1.0,0.9824,1,6,19561838
0.75,1.0,0.9961,1,6,19561839
0.75,1.0,0.998,1,5,19561840
0.75,1.0,0.9961,1,6,19561841
0.75,1.0,0.9902,1,6,19561842
0.75,1.0,0.9824,1,6,19561843
0.75,1.0,0.999,1,5,19561844
0.75,1.0,1.0,1,8,19561845
0.75,1.0,0.998,1,6,19561846
0.75,1.0,0.999,1,5,19561847
0.75,1.0,0.9863,1,5,19561848
0.75,1.0,1.0,1,5,19561849
0.75,1.0,1.0,1,6,19561850
0.75,1.0,0.9961,1,6,19561851
0.75,1.0,1.0,1,7,19561852
0.75,1.0,0.9951,1,7,19561853
0.75,1.0,0.998,1,6,19561854
0.75,1.0,0.998,1,6,19561855
0.75,1.0,0.9961,1,7,19561856
0.75,1.0,0.999,1,5,19561857
0.75,1.0,0.9961,1,5,19561858
0.75,1.0,0.9883,1,6,19561859
0.75,1.0,0.9951,1,6,19561860
0.75,1.0,0.9873,1,6,19561861
0.75,1.0,0.998,1,5,19561862
0.75,1.0,0.9961,1,5,19561863
0.75,1.0,0.999,1,7,19561864
0.75,1.0,0.998,1,5,19561865
0.75,1.0,1.0,1,5,19561866
0.75,1.0,1.0,1,6,19561867
0.75,1.0,0.999,1,4,19561868
0.75,1.0,1.0,1,6,19561869
0.75,1.0,0.998,1,6,19561870
0.75,1.0,0.9951,1,6,19561871
0.75,1.0,1.0,1,6,19561872
0.75,1.0,0.9863,1,5,19561873
0.75,1.0,0.9971,1,5,19561874
0.75,1.0,0.9941,1,5,19561875
0.75,1.0,0.999,1,5,19561876
0.75,1.0,0.9971,1,6,19561877
0.75,1.0,0.999,1,6,19561878
0.75,1.0,1.0,1,6,19561879
0.75,1.0,0.999,1,6,19561880
0.75,1.0,0.9873,1,6,19561881
0.75,1.0,1.0,1,6,19561882
0.75,1.0,0.9971,1,5,19561883
0.75,1.0,0.998,1,7,19561884
0.75,1.0,0.9951,1,5,19561885
0.75,1.0,0.9873,1,5,19561886
0.75,1.0,0.9902,1,6,19561887
0.75,1.0,1.0,1,6,19561888
0.75,1.0,1.0,1,5,19561889
0.75,1.0,0.9961,1,6,19561890
0.75,1.0,0.9922,1,6,19561891
0.75,1.0,0.998,1,5,19561892
0.75,1.0,0.998,1,6,19561893
0.75,1.0,0.9873,1,6,19561894
0.75,1.0,1.0,1,7,19561895
0.75,1.0,0.998,1,6,19561896
0.75,1.0,1.0,1,7,19561897
0.75,1.0,0.9961,1,9,19561898
0.75,1.0,1.0,1,6,19561899
0.75,1.0,1.0,1,6,19561900
0.75,1.0,0.9961,1,6,19561901
0.75,1.0,1.0,1,5,19561902
0.75,1.0,1.0,1,5,19561903
0.75,1.0,0.998,1,5,19561904
0.75,1.0,0.998,1,5,19561905
0.75,1.0,0.9902,1,7,19561906
0.75,1.0,0.998,1,6,19561907
0.75,1.0,0.9922,1,7,19561908
0.75,1.0,1.0,1,5,19561909
0.75,1.0,0.998,1,5,19561910
0.75,1.0,1.0,1,5,19561911
0.75,1.0,0.999,1,6,19561912
0.75,1.0,0.9873,1,6,19561913
0.75,1.0,1.0,1,6,19561914
0.75,1.0,1.0,1,6,19561915
0.75,1.0,0.9912,1,6,19561916
0.75,1.0,0.9951,1,6,19561917
0.75,1.0,1.0,1,5,19561918
0.75,1.0,0.9932,1,5,19561919
0.75,1.0,0.9961,1,6,19561920
0.75,1.0,1.0,1,6,19561921
0.75,1.0,0.998,1,7,19561922
0.75,1.0,0.999,1,5,19561923
0.75,1.0,0.9941,1,5,19561924
0.75,1.0,1.0,1,6,19561925
0.75,1.0,0.9883,1,5,19561926
0.75,1.0,0.998,1,5,19561927
0.75,1.0,0.9883,1,6,19561928
0.75,1.0,0.998,1,6,19561929
0.75,1.0,0.9971,1,6,19561930
