initial moral mean,stability,morality,cycle length,generation count,seed
0.25,1.0,0.9873,1,8,19561831
0.25,1.0,0.9844,1,12,19561832
0.25,1.0,0.9922,1,9,19561833
0.25,1.0,0.999,1,8,19561834
0.25,1.0,0.9863,1,12,19561835
0.25,1.0,1.0,1,11,19561836
0.25,1.0,0.9775,1,11,19561837
0.25,1.0,0.9795,1,7,19561838
0.25,1.0,0.9834,1,10,19561839
0.25,1.0,1.0,1,7,19561840
0.25,1.0,0.999,1,8,19561841
0.25,1.0,0.9971,1,8,19561842
0.25,1.0,0.9854,1,10,19561843
0.25,1.0,0.998,1,9,19561844
0.25,1.0,0.9854,1,10,19561845
0.25,1.0,0.9971,1,10,19561846
0.25,1.0,0.9961,1,8,19561847
0.25,1.0,0.9844,1,8,19561848
0.25,1.0,0.9912,1,7,19561849
0.25,1.0,0.9971,1,9,19561850
0.25,1.0,0.9951,1,11,19561851
0.25,1.0,0.998,1,13,19561852
0.25,1.0,0.998,1,10,19561853
0.25,1.0,0.999,1,6,19561854
0.25,1.0,0.9961,1,8,19561855
0.25,1.0,0.9824,1,11,19561856
0.25,1.0,1.0,1,7,19561857
0.25,1.0,0.9932,1,9,19561858
0.25,1.0,0.9863,1,10,19561859
0.25,1.0,0.9961,1,10,19561860
0.25,1.0,0.9824,1,11,19561861
0.25,1.0,0.9844,1,8,19561862
0.25,1.0,0.9971,1,10,19561863
0.25,1.0,0.9844,1,9,19561864
0.25,1.0,0.9912,1,8,19561865
0.25,1.0,0.9932,1,8,19561866
0.25,1.0,0.998,1,8,19561867
0.25,1.0,1.0,1,8,19561868
0.25,1.0,0.9785,1,9,19561869
0.25,1.0,1.0,1,9,19561870
0.25,1.0,0.999,1,11,19561871
0.25,1.0,0.9951,1,11,19561872
0.25,1.0,0.9873,1,7,19561873
0.25,1.0,1.0,1,5,19561874
0.25,1.0,0.999,1,7,19561875
0.25,0.0833,0.0,12,61,19561876
0.25,1.0,0.999,1,8,19561877
0.25,1.0,1.0,1,9,19561878
0.25,1.0,0.9834,1,9,19561879
0.25,1.0,0.9873,1,9,19561880
0.25,1.0,0.9727,1,13,19561881
0.25,1.0,1.0,1,6,19561882
0.25,1.0,0.9834,1,12,19561883
0.25,1.0,0.9824,1,11,19561884
0.25,1.0,0.9941,1,9,19561885
0.25,1.0,0.999,1,9,19561886
0.25,1.0,0.999,1,9,19561887
0.25,1.0,0.9873,1,12,19561888
0.25,1.0,0.9961,1,7,19561889
0.25,1.0,0.9756,1,11,19561890
0.25,1.0,1.0,1,12,19561891
0.25,1.0,0.9893,1,11,19561892
0.25,1.0,0.999,1,12,19561893
0.25,1.0,0.9971,1,8,19561894
0.25,1.0,0.9961,1,10,19561895
0.25,1.0,0.9971,1,10,19561896
0.25,1.0,0.999,1,9,19561897
0.25,1.0,0.999,1,9,19561898
0.25,1.0,1.0,1,10,19561899
0.25,1.0,1.0,1,8,19561900
0.25,1.0,0.999,1,10,19561901
0.25,1.0,0.9922,1,7,19561902
0.25,1.0,0.9932,1,6,19561903
0.25,1.0,0.9873,1,8,19561904
0.25,1.0,0.9971,1,8,19561905
0.25,1.0,0.9941,1,10,19561906
0.25,1.0,1.0,1,12,19561907
0.25,1.0,0.999,1,8,19561908
0.25,1.0,1.0,1,9,19561909
0.25,1.0,0.9961,1,9,19561910
0.25,1.0,1.0,1,9,19561911
0.25,1.0,0.9951,1,8,19561912
0.25,1.0,0.9951,1,11,19561913
0.25,1.0,0.998,1,7,19561914
0.25,1.0,0.9961,1,12,19561915
0.25,1.0,0.998,1,12,19561916
0.25,1.0,0.998,1,10,19561917
0.25,1.0,0.999,1,8,19561918
0.25,1.0,0.9932,1,8,19561919
0.25,1.0,0.9941,1,9,19561920
0.25,1.0,0.9893,1,10,19561921
0.25,1.0,1.0,1,11,19561922
0.25,1.0,0.9932,1,7,19561923
0.25,1.0,0.9961,1,8,19561924
0.25,1.0,0.999,1,15,19561925
0.25,1.0,0.999,1,7,19561926
0.25,1.0,0.999,1,10,19561927
0.25,1.0,0.999,1,13,19561928
0.25,1.0,0.999,1,10,19561929
0.25,1.0,0.998,1,10,19561930
0.5,1.0,0.998,1,6,19561831
0.5,1.0,0.9834,1,8,19561832
0.5,1.0,0.9951,1,9,19561833
0.5,1.0,1.0,1,7,19561834
0.5,1.0,0.999,1,7,19561835
0.5,1.0,0.9961,1,8,19561836
0.5,1.0,0.9971,1,7,19561837
0.5,1.0,0.998,1,7,19561838
0.5,1.0,0.9951,1,9,19561839
0.5,1.0,1.0,1,5,19561840
0.5,1.0,0.9961,1,5,19561841
0.5,1.0,0.999,1,7,19561842
0.5,1.0,1.0,1,5,19561843
0.5,1.0,0.9893,1,6,19561844
0.5,1.0,0.9873,1,7,19561845
0.5,1.0,0.9658,1,7,19561846
0.5,1.0,0.998,1,7,19561847
0.5,1.0,0.9873,1,7,19561848
0.5,1.0,0.998,1,6,19561849
0.5,1.0,1.0,1,7,19561850
0.5,1.0,0.9873,1,7,19561851
0.5,1.0,0.9971,1,7,19561852
0.5,1.0,0.9971,1,6,19561853
0.5,1.0,0.998,1,6,19561854
0.5,1.0,0.9971,1,6,19561855
0.5,1.0,0.9961,1,9,19561856
0.5,1.0,0.9941,1,6,19561857
0.5,1.0,0.999,1,6,19561858
0.5,1.0,0.9912,1,8,19561859
0.5,1.0,0.9951,1,7,19561860
0.5,1.0,0.999,1,8,19561861
0.5,1.0,0.9863,1,5,19561862
0.5,1.0,1.0,1,7,19561863
0.5,1.0,1.0,1,7,19561864
0.5,1.0,0.999,1,5,19561865
0.5,1.0,1.0,1,6,19561866
0.5,1.0,0.998,1,6,19561867
0.5,1.0,0.9951,1,6,19561868
0.5,1.0,0.9902,1,8,19561869
0.5,1.0,0.998,1,7,19561870
0.5,1.0,0.9971,1,9,19561871
0.5,1.0,0.9961,1,9,19561872
0.5,1.0,0.9902,1,7,19561873
0.5,1.0,1.0,1,5,19561874
0.5,1.0,0.998,1,6,19561875
0.5,1.0,0.9805,1,10,19561876
0.5,1.0,0.9805,1,7,19561877
0.5,1.0,0.9951,1,6,19561878
0.5,1.0,0.998,1,6,19561879
0.5,1.0,0.9873,1,9,19561880
0.5,1.0,0.9883,1,7,19561881
0.5,1.0,1.0,1,7,19561882
0.5,1.0,0.999,1,6,19561883
0.5,1.0,0.9854,1,8,19561884
0.5,1.0,0.9971,1,6,19561885
0.5,1.0,0.9883,1,8,19561886
0.5,1.0,0.9902,1,7,19561887
0.5,1.0,0.9971,1,9,19561888
0.5,1.0,0.998,1,6,19561889
0.5,1.0,0.9941,1,7,19561890
0.5,1.0,0.9951,1,7,19561891
0.5,1.0,0.9941,1,7,19561892
0.5,1.0,0.9873,1,7,19561893
0.5,1.0,0.9756,1,7,19561894
0.5,1.0,0.999,1,8,19561895
0.5,1.0,0.9971,1,8,19561896
0.5,1.0,0.998,1,9,19561897
0.5,1.0,0.9902,1,6,19561898
0.5,1.0,0.9824,1,9,19561899
0.5,1.0,1.0,1,7,19561900
0.5,1.0,0.9912,1,7,19561901
0.5,1.0,0.998,1,6,19561902
0.5,1.0,0.999,1,6,19561903
0.5,1.0,0.9961,1,7,19561904
0.5,1.0,0.998,1,6,19561905
0.5,1.0,0.999,1,7,19561906
0.5,1.0,0.9893,1,7,19561907
0.5,1.0,0.999,1,7,19561908
0.5,1.0,0.9814,1,8,19561909
0.5,1.0,0.9932,1,6,19561910
0.5,1.0,0.998,1,6,19561911
0.5,1.0,0.9951,1,7,19561912
0.5,1.0,0.999,1,7,19561913
0.5,1.0,1.0,1,5,19561914
0.5,1.0,1.0,1,9,19561915
0.5,1.0,0.9883,1,8,19561916
0.5,1.0,1.0,1,7,19561917
0.5,1.0,0.999,1,6,19561918
