cooperation incentive,stability,morality,cycle length,generation count,seed
5.0,0.1667,0.9134,6,29,19561856
5.0,0.3333,0.8926,3,23,19561857
5.0,0.3333,0.8659,3,26,19561858
5.0,0.3333,0.9518,3,35,19561859
5.0,0.3333,0.9043,3,34,19561860
5.0,1.0,0.0,1,3,19561861
5.0,1.0,0.9082,1,24,19561862
5.0,0.3333,0.8997,3,31,19561863
5.0,1.0,0.0,1,4,19561864
5.0,0.1667,0.8743,6,29,19561865
5.0,0.3333,0.8766,3,24,19561866
5.0,0.3333,0.8704,3,28,19561867
5.0,0.3333,0.8753,3,36,19561868
5.0,0.3333,0.9147,3,28,19561869
5.0,0.3333,0.9196,3,37,19561870
5.0,1.0,0.0,1,3,19561871
5.0,1.0,0.876,1,18,19561872
5.0,0.3333,0.917,3,30,19561873
5.0,0.3333,0.8747,3,32,19561874
5.0,0.3333,0.8776,3,23,19561875
5.0,0.3333,0.8757,3,33,19561876
5.0,0.3333,0.9004,3,44,19561877
5.0,0.3333,0.9206,3,34,19561878
5.0,1.0,0.9688,1,37,19561879
5.0,0.3333,0.8662,3,21,19561880
5.0,0.3333,0.8919,3,36,19561881
5.0,0.3333,0.8929,3,26,19561882
5.0,0.3333,0.9043,3,28,19561883
5.0,0.3333,0.9102,3,38,19561884
5.0,1.0,0.9688,1,36,19561885
5.0,0.3333,0.8717,3,22,19561886
5.0,0.3333,0.8698,3,25,19561887
5.0,1.0,0.9385,1,23,19561888
5.0,0.3333,0.9033,3,46,19561889
5.0,0.3333,0.8783,3,25,19561890
5.0,0.3333,0.902,3,32,19561891
5.0,0.3333,0.8994,3,23,19561892
5.0,0.3333,0.9215,3,32,19561893
5.0,0.3333,0.917,3,29,19561894
5.0,1.0,0.8848,1,32,19561895
5.0,1.0,1.0,1,34,19561896
5.0,0.3333,0.9173,3,27,19561897
5.0,0.3333,0.9085,3,27,19561898
5.0,0.0833,0.8929,12,38,19561899
5.0,1.0,0.9688,1,39,19561900
5.0,0.3333,0.8685,3,21,19561901
5.0,0.5,0.8486,2,22,19561902
5.0,0.3333,0.9652,3,38,19561903
5.0,1.0,0.0,1,3,19561904
5.0,1.0,0.9385,1,23,19561905
5.0,0.3333,0.8779,3,27,19561906
5.0,0.3333,0.8958,3,29,19561907
5.0,0.1667,0.8493,6,26,19561908
5.0,0.3333,0.9105,3,29,19561909
5.0,0.3333,0.9102,3,26,19561910
5.0,0.3333,0.8887,3,41,19561911
5.0,1.0,0.0,1,3,19561912
5.0,0.3333,0.9232,3,23,19561913
5.0,0.3333,0.8796,3,32,19561914
5.0,1.0,0.9385,1,23,19561915
5.0,0.3333,0.8841,3,32,19561916
5.0,0.3333,0.9388,3,34,19561917
5.0,0.3333,0.9118,3,26,19561918
5.0,0.3333,0.8646,3,25,19561919
5.0,1.0,0.9238,1,26,19561920
5.0,0.3333,0.8649,3,28,19561921
5.0,0.3333,0.9349,3,27,19561922
5.0,0.1667,0.9093,6,36,19561923
5.0,0.3333,0.8975,3,24,19561924
5.0,1.0,0.0,1,3,19561925
5.0,0.3333,0.8633,3,22,19561926
5.0,0.3333,0.9085,3,30,19561927
5.0,0.3333,0.9049,3,26,19561928
5.0,0.3333,0.8538,3,24,19561929
5.0,1.0,0.9688,1,37,19561930
