cooperation incentive,stability,morality,cycle length,generation count,seed
1.0,1.0,0.007,1,5,19561838
1.0,1.0,0.0,1,5,19561839
1.0,1.0,0.015,1,4,19561840
1.0,1.0,0.027,1,5,19561841
1.0,1.0,0.011,1,4,19561842
1.0,1.0,0.0,1,4,19561843
1.0,1.0,0.046,1,5,19561844
1.0,1.0,0.0,1,3,19561845
1.0,1.0,0.0,1,4,19561846
1.0,1.0,0.0,1,4,19561847
1.0,1.0,0.0,1,4,19561848
1.0,1.0,0.008,1,5,19561849
1.0,1.0,0.0,1,3,19561850
1.0,1.0,0.0,1,4,19561851
1.0,1.0,0.028,1,4,19561852
1.0,1.0,0.019,1,5,19561853
1.0,1.0,0.034,1,5,19561854
1.0,0.5,0.028,2,6,19561855
1.0,1.0,0.0,1,3,19561856
1.0,1.0,0.0,1,4,19561857
1.0,1.0,0.015,1,5,19561858
1.0,1.0,0.016,1,5,19561859
1.0,1.0,0.006,1,5,19561860
1.0,1.0,0.0,1,6,19561861
1.0,1.0,0.014,1,5,19561862
1.0,1.0,0.0,1,4,19561863
1.0,1.0,0.0,1,6,19561864
1.0,1.0,0.0,1,3,19561865
1.0,1.0,0.006,1,3,19561866
1.0,1.0,0.012,1,6,19561867
1.0,1.0,0.013,1,5,19561868
1.0,1.0,0.012,1,5,19561869
1.0,1.0,0.007,1,6,19561870
1.0,1.0,0.025,1,4,19561871
1.0,1.0,0.0,1,5,19561872
1.0,1.0,0.0,1,3,19561873
1.0,1.0,0.0,1,7,19561874
1.0,1.0,0.025,1,5,19561875
1.0,1.0,0.0,1,4,19561876
1.0,1.0,0.006,1,4,19561877
1.0,1.0,0.015,1,4,19561878
1.0,1.0,0.014,1,6,19561879
1.0,1.0,0.007,1,4,19561880
1.0,1.0,0.024,1,6,19561881
1.0,1.0,0.015,1,5,19561882
1.0,1.0,0.049,1,6,19561883
1.0,1.0,0.0,1,4,19561884
1.0,1.0,0.01,1,4,19561885
1.0,1.0,0.016,1,4,19561886
1.0,1.0,0.006,1,4,19561887
1.0,1.0,0.005,1,4,19561888
1.0,1.0,0.016,1,5,19561889
1.0,1.0,0.017,1,5,19561890
1.0,1.0,0.031,1,4,19561891
1.0,1.0,0.011,1,4,19561892
1.0,1.0,0.0,1,4,19561893
1.0,1.0,0.028,1,4,19561894
1.0,1.0,0.014,1,3,19561895
1.0,1.0,0.0,1,4,19561896
1.0,1.0,0.025,1,6,19561897
1.0,1.0,0.0,1,4,19561898
1.0,1.0,0.019,1,5,19561899
1.0,1.0,0.005,1,3,19561900
1.0,1.0,0.0,1,5,19561901
1.0,1.0,0.0,1,4,19561902
1.0,1.0,0.007,1,3,19561903
1.0,1.0,0.0,1,5,19561904
1.0,1.0,0.007,1,4,19561905
1.0,1.0,0.019,1,5,19561906
1.0,1.0,0.0,1,3,19561907
1.0,1.0,0.008,1,4,19561908
1.0,1.0,0.02,1,5,19561909
1.0,1.0,0.0,1,3,19561910
1.0,1.0,0.005,1,4,19561911
1.0,1.0,0.04,1,5,19561912
1.0,1.0,0.008,1,4,19561913
1.0,1.0,0.014,1,6,19561914
1.0,1.0,0.006,1,5,19561915
1.0,1.0,0.0,1,3,19561916
1.0,1.0,0.0,1,4,19561917
1.0,1.0,0.007,1,4,19561918
1.0,1.0,0.016,1,4,19561919
1.0,1.0,0.017,1,4,19561920
1.0,1.0,0.02,1,4,19561921
1.0,1.0,0.011,1,3,19561922
1.0,1.0,0.008,1,4,19561923
1.0,1.0,0.0,1,4,19561924
1.0,1.0,0.006,1,4,19561925
1.0,1.0,0.0,1,4,19561926
1.0,1.0,0.008,1,4,19561927
1.0,1.0,0.005,1,6,19561928
1.0,1.0,0.007,1,6,19561929
1.0,1.0,0.0,1,4,19561930
5.0,1.0,0.354,1,19,19561831
5.0,0.5,0.481,2,19,19561832
5.0,1.0,0.41,1,32,19561833
5.0,1.0,0.174,1,17,19561834
5.0,1.0,0.472,1,18,19561835
5.0,0.3333,0.3613,3,22,19561836
5.0,1.0,0.368,1,20,19561837
5.0,0.1667,0.604,6,22,19561838
5.0,1.0,0.275,1,23,19561839
5.0,0.5,0.468,2,29,19561840
5.0,0.3333,0.559,3,27,19561841
5.0,1.0,0.349,1,22,19561842
5.0,1.0,0.39,1,16,19561843
5.0,0.25,0.5242,4,13,19561844
5.0,0.5,0.21,2,17,19561845
5.0,1.0,0.285,1,19,19561846
5.0,1.0,0.393,1,25,19561847
5.0,0.5,0.399,2,34,19561848
5.0,1.0,0.369,1,24,19561849
5.0,1.0,0.274,1,26,19561850
5.0,1.0,0.383,1,24,19561851
5.0,0.3333,0.4707,3,16,19561852
5.0,0.5,0.548,2,24,19561853
5.0,1.0,0.381,1,18,19561854
5.0,1.0,0.484,1,23,19561855
5.0,1.0,0.158,1,22,19561856
5.0,1.0,0.345,1,33,19561857
5.0,1.0,0.452,1,12,19561858
5.0,0.5,0.529,2,16,19561859
5.0,0.5,0.505,2,20,19561860
5.0,0.5,0.37,2,22,19561861
5.0,1.0,0.445,1,27,19561862
5.0,1.0,0.326,1,14,19561863
5.0,0.5,0.395,2,31,19561864
5.0,1.0,0.196,1,12,19561865
5.0,1.0,0.432,1,21,19561866
5.0,0.5,0.605,2,19,19561867
5.0,1.0,0.453,1,14,19561868
5.0,1.0,0.476,1,19,19561869
5.0,1.0,0.521,1,23,19561870
5.0,0.5,0.28,2,17,19561871
5.0,1.0,0.4,1,30,19561872
5.0,1.0,0.112,1,18,19561873
5.0,1.0,0.474,1,21,19561874
5.0,0.5,0.4755,2,16,19561875
5.0,1.0,0.482,1,17,19561876
5.0,0.5,0.309,2,20,19561877
5.0,1.0,0.435,1,11,19561878
5.0,0.5,0.51,2,19,19561879
5.0,1.0,0.417,1,49,19561880
5.0,0.5,0.396,2,13,19561881
5.0,0.25,0.3135,4,30,19561882
5.0,0.5,0.583,2,13,19561883
5.0,1.0,0.326,1,21,19561884
5.0,1.0,0.376,1,24,19561885
5.0,1.0,0.253,1,11,19561886
5.0,1.0,0.285,1,23,19561887
5.0,0.3333,0.3993,3,19,19561888
5.0,1.0,0.4,1,17,19561889
5.0,1.0,0.397,1,21,19561890
5.0,1.0,0.512,1,19,19561891
5.0,1.0,0.277,1,30,19561892
5.0,1.0,0.156,1,24,19561893
5.0,1.0,0.428,1,21,19561894
5.0,0.25,0.472,4,20,19561895
5.0,1.0,0.323,1,17,19561896
5.0,0.5,0.336,2,13,19561897
5.0,0.5,0.52,2,20,19561898
5.0,1.0,0.395,1,13,19561899
5.0,0.3333,0.4403,3,21,19561900
5.0,1.0,0.383,1,39,19561901
5.0,1.0,0.235,1,26,19561902
5.0,1.0,0.285,1,16,19561903
5.0,1.0,0.113,1,25,19561904
5.0,0.25,0.4115,4,31,19561905
5.0,0.5,0.445,2,23,19561906
5.0,1.0,0.15,1,16,19561907
5.0,1.0,0.271,1,16,19561908
5.0,0.5,0.5035,2,18,19561909
5.0,1.0,0.347,1,14,19561910
5.0,1.0,0.326,1,20,19561911
5.0,1.0,0.505,1,24,19561912
5.0,1.0,0.433,1,21,19561913
5.0,0.5,0.5455,2,18,19561914
5.0,1.0,0.395,1,17,19561915
5.0,0.5,0.2565,2,17,19561916
5.0,0.5,0.401,2,18,19561917
5.0,0.5,0.5175,2,16,19561918
5.0,0.3333,0.4073,3,17,19561919
5.0,1.0,0.432,1,28,19561920
5.0,0.5,0.4635,2,18,19561921
5.0,1.0,0.366,1,26,19561922
5.0,0.3333,0.463,3,17,19561923
5.0,0.5,0.4425,2,16,19561924
5.0,1.0,0.261,1,22,19561925
5.0,1.0,0.323,1,21,19561926
5.0,1.0,0.162,1,21,19561927
5.0,1.0,0.411,1,22,19561928
5.0,0.5,0.328,2,16,19561929
5.0,1.0,0.465,1,23,19561930
