beta,stability,morality,cycle length,generation count,seed
0.008,1.0,0.04,1,9,19561831
0.008,1.0,0.0703,1,12,19561832
0.008,1.0,0.0,1,5,19561833
0.008,1.0,0.0098,1,7,19561834
0.008,0.5,0.0684,2,11,19561835
0.008,1.0,0.0342,1,9,19561836
0.008,1.0,0.0088,1,11,19561837
0.008,1.0,0.0117,1,8,19561838
0.008,1.0,0.0312,1,8,19561839
0.008,1.0,0.0098,1,11,19561840
0.008,1.0,0.084,1,8,19561841
0.008,1.0,0.0713,1,9,19561842
0.008,1.0,0.0771,1,7,19561843
0.008,0.5,0.0439,2,8,19561844
0.008,1.0,0.0205,1,9,19561845
0.008,1.0,0.1104,1,10,19561846
0.008,1.0,0.0508,1,12,19561847
0.008,1.0,0.0352,1,10,19561848
0.008,1.0,0.0,1,11,19561849
0.008,1.0,0.0332,1,11,19561850
0.008,1.0,0.0322,1,10,19561851
0.008,1.0,0.0,1,9,19561852
0.008,1.0,0.1514,1,8,19561853
0.008,1.0,0.043,1,8,19561854
0.008,1.0,0.1689,1,10,19561855
0.008,0.5,0.0117,2,9,19561856
0.008,1.0,0.0,1,7,19561857
0.008,0.5,0.0352,2,9,19561858
0.008,0.5,0.0225,2,11,19561859
0.008,1.0,0.0293,1,6,19561860
0.008,1.0,0.0117,1,7,19561861
0.008,1.0,0.0,1,9,19561862
0.008,1.0,0.0088,1,9,19561863
0.008,1.0,0.0,1,6,19561864
0.008,1.0,0.0742,1,7,19561865
0.008,1.0,0.0869,1,8,19561866
0.008,0.5,0.0,2,8,19561867
0.008,0.5,0.0615,2,10,19561868
0.008,0.5,0.0303,2,9,19561869
0.008,1.0,0.0947,1,10,19561870
0.008,1.0,0.0,1,11,19561871
0.008,1.0,0.0381,1,10,19561872
0.008,0.5,0.0,2,8,19561873
0.008,1.0,0.0,1,8,19561874
0.008,0.5,0.0449,2,10,19561875
0.008,1.0,0.1895,1,11,19561876
0.008,1.0,0.0664,1,8,19561877
0.008,0.5,0.0244,2,10,19561878
0.008,1.0,0.0,1,7,19561879
0.008,1.0,0.0215,1,6,19561880
0.008,0.5,0.082,2,15,19561881
0.008,1.0,0.0,1,7,19561882
0.008,1.0,0.0674,1,10,19561883
0.008,1.0,0.0127,1,7,19561884
0.008,1.0,0.0,1,7,19561885
0.008,0.5,0.0,2,9,19561886
0.008,1.0,0.0,1,8,19561887
0.008,1.0,0.0137,1,7,19561888
0.008,1.0,0.0596,1,9,19561889
0.008,1.0,0.0303,1,9,19561890
0.008,1.0,0.126,1,11,19561891
0.008,1.0,0.0693,1,8,19561892
0.008,1.0,0.1328,1,13,19561893
0.008,1.0,0.0,1,8,19561894
0.008,1.0,0.0439,1,9,19561895
0.008,0.5,0.0288,2,9,19561896
0.008,1.0,0.085,1,8,19561897
0.008,1.0,0.041,1,10,19561898
0.008,0.5,0.04,2,9,19561899
0.008,0.5,0.0,2,9,19561900
0.008,0.5,0.0098,2,10,19561901
0.008,1.0,0.041,1,9,19561902
0.008,1.0,0.0,1,6,19561903
0.008,1.0,0.1152,1,9,19561904
0.008,1.0,0.0117,1,8,19561905
0.008,1.0,0.0283,1,11,19561906
0.008,1.0,0.0117,1,6,19561907
0.008,1.0,0.0312,1,10,19561908
0.008,1.0,0.0225,1,7,19561909
0.008,1.0,0.0195,1,7,19561910
0.008,0.5,0.0195,2,9,19561911
0.008,1.0,0.1094,1,7,19561912
0.008,1.0,0.0088,1,7,19561913
0.008,1.0,0.0898,1,8,19561914
0.008,1.0,0.1006,1,10,19561915
0.008,1.0,0.0469,1,9,19561916
0.008,1.0,0.0205,1,7,19561917
0.008,1.0,0.1133,1,9,19561918
0.008,1.0,0.0,1,7,19561919
0.008,1.0,0.0088,1,11,19561920
0.008,0.5,0.0,2,10,19561921
0.008,1.0,0.0439,1,8,19561922
0.008,1.0,0.2197,1,8,19561923
0.008,1.0,0.0117,1,8,19561924
0.008,1.0,0.1504,1,8,19561925
0.008,1.0,0.0967,1,9,19561926
0.008,0.5,0.0,2,9,19561927
0.008,0.5,0.0342,2,8,19561928
0.008,1.0,0.0391,1,9,19561929
0.008,1.0,0.0586,1,9,19561930
0.04,1.0,0.0,1,8,19561831
0.04,1.0,0.0205,1,8,19561832
0.04,0.5,0.1553,2,13,19561833
0.04,1.0,0.0439,1,9,19561834
0.04,1.0,0.0576,1,10,19561835
0.04,1.0,0.0,1,8,19561836
0.04,1.0,0.0176,1,8,19561837
0.04,1.0,0.0,1,9,19561838
0.04,1.0,0.0352,1,9,19561839
0.04,1.0,0.0156,1,8,19561840
0.04,0.5,0.064,2,10,19561841
0.04,0.5,0.0,2,10,19561842
0.04,1.0,0.085,1,8,19561843
0.04,0.5,0.0234,2,9,19561844
0.04,0.5,0.0,2,9,19561845
0.04,1.0,0.0186,1,12,19561846
0.04,1.0,0.0303,1,8,19561847
0.04,1.0,0.0439,1,10,19561848
0.04,1.0,0.0273,1,7,19561849
0.04,1.0,0.0166,1,11,19561850
0.04,0.5,0.0,2,12,19561851
0.04,1.0,0.0205,1,8,19561852
0.04,1.0,0.0,1,11,19561853
0.04,1.0,0.0,1,8,19561854
0.04,1.0,0.0,1,7,19561855
0.04,1.0,0.0,1,9,19561856
0.04,1.0,0.0273,1,10,19561857
0.04,1.0,0.0098,1,10,19561858
0.04,1.0,0.0635,1,10,19561859
0.04,1.0,0.0947,1,12,19561860
0.04,0.5,0.0098,2,10,19561861
0.04,1.0,0.0098,1,7,19561862
0.04,1.0,0.0,1,7,19561863
0.04,1.0,0.0684,1,15,19561864
0.04,1.0,0.0,1,10,19561865
0.04,1.0,0.0186,1,9,19561866
0.04,1.0,0.0215,1,15,19561867
0.04,0.5,0.0,2,8,19561868
0.04,0.5,0.0,2,10,19561869
0.04,1.0,0.0342,1,9,19561870
0.04,1.0,0.0293,1,8,19561871
0.04,1.0,0.0371,1,7,19561872
0.04,1.0,0.0,1,8,19561873
0.04,1.0,0.0762,1,6,19561874
0.04,0.5,0.0,2,9,19561875
0.04,1.0,0.0,1,7,19561876
0.04,1.0,0.0,1,7,19561877
0.04,1.0,0.0312,1,8,19561878
0.04,1.0,0.0332,1,12,19561879
0.04,1.0,0.0449,1,10,19561880
0.04,1.0,0.0625,1,9,19561881
0.04,1.0,0.0,1,9,19561882
0.04,1.0,0.0,1,7,19561883
0.04,1.0,0.0,1,11,19561884
0.04,1.0,0.0352,1,9,19561885
0.04,1.0,0.0273,1,10,19561886
0.04,1.0,0.0205,1,9,19561887
0.04,1.0,0.0215,1,10,19561888
0.04,1.0,0.0,1,9,19561889
0.04,1.0,0.0,1,8,19561890
0.04,0.5,0.0,2,9,19561891
0.04,1.0,0.1328,1,18,19561892
0.04,1.0,0.0215,1,8,19561893
0.04,1.0,0.0205,1,7,19561894
0.04,1.0,0.0361,1,12,19561895
0.04,1.0,0.0,1,8,19561896
0.04,1.0,0.0098,1,13,19561897
0.04,1.0,0.0117,1,7,19561898
0.04,1.0,0.0225,1,9,19561899
0.04,0.5,0.0195,2,8,19561900
0.04,0.5,0.0,2,9,19561901
0.04,1.0,0.0088,1,8,19561902
0.04,1.0,0.0205,1,7,19561903
0.04,1.0,0.0596,1,10,19561904
0.04,1.0,0.0,1,9,19561905
0.04,0.5,0.0098,2,10,19561906
0.04,1.0,0.0137,1,10,19561907
0.04,1.0,0.0,1,9,19561908
0.04,1.0,0.0,1,11,19561909
0.04,0.5,0.0098,2,9,19561910
0.04,1.0,0.0254,1,7,19561911
0.04,1.0,0.0107,1,9,19561912
0.04,1.0,0.0869,1,12,19561913
0.04,0.5,0.0,2,8,19561914
0.04,1.0,0.0576,1,9,19561915
0.04,1.0,0.0,1,10,19561916
0.04,0.5,0.0654,2,10,19561917
0.04,0.5,0.0,2,9,19561918
0.04,1.0,0.0391,1,9,19561919
0.04,1.0,0.0088,1,8,19561920
0.04,1.0,0.041,1,7,19561921
0.04,1.0,0.0186,1,9,19561922
0.04,0.5,0.0469,2,8,19561923
0.04,1.0,0.0283,1,8,19561924
0.04,1.0,0.0811,1,11,19561925
0.04,1.0,0.0186,1,10,19561926
0.04,1.0,0.0,1,7,19561927
0.04,1.0,0.0332,1,16,19561928
0.04,1.0,0.0,1,7,19561929
0.04,1.0,0.0215,1,15,19561930
0.09,1.0,0.0117,1,10,19561831
0.09,1.0,0.0166,1,9,19561832
0.09,1.0,0.0107,1,7,19561833
0.09,1.0,0.0205,1,9,19561834
0.09,1.0,0.0,1,9,19561835
0.09,1.0,0.0166,1,8,19561836
0.09,1.0,0.0176,1,10,19561837
0.09,1.0,0.0,1,11,19561838
0.09,1.0,0.0127,1,8,19561839
0.09,0.5,0.0225,2,14,19561840
0.09,1.0,0.0117,1,9,19561841
0.09,1.0,0.0107,1,9,19561842
0.09,0.5,0.0137,2,10,19561843
0.09,1.0,0.0088,1,9,19561844
0.09,1.0,0.0,1,8,19561845
0.09,1.0,0.1025,1,13,19561846
0.09,1.0,0.0234,1,13,19561847
0.09,1.0,0.0,1,12,19561848
0.09,1.0,0.0938,1,9,19561849
0.09,1.0,0.0,1,9,19561850
0.09,1.0,0.0,1,8,19561851
0.09,1.0,0.0,1,9,19561852
0.09,1.0,0.0107,1,13,19561853
0.09,1.0,0.0107,1,8,19561854
0.09,1.0,0.0,1,8,19561855
0.09,1.0,0.0498,1,10,19561856
0.09,1.0,0.0137,1,9,19561857
0.09,1.0,0.0,1,11,19561858
0.09,1.0,0.0127,1,10,19561859
0.09,1.0,0.0088,1,8,19561860
0.09,0.5,0.0,2,9,19561861
0.09,0.5,0.0732,2,12,19561862
0.09,1.0,0.0645,1,14,19561863
0.09,1.0,0.0,1,6,19561864
0.09,1.0,0.0,1,6,19561865
0.09,1.0,0.0,1,8,19561866
0.09,0.5,0.0215,2,11,19561867
0.09,1.0,0.0,1,7,19561868
0.09,0.5,0.0146,2,11,19561869
0.09,1.0,0.0107,1,9,19561870
0.09,1.0,0.0293,1,9,19561871
0.09,1.0,0.0098,1,7,19561872
0.09,1.0,0.0088,1,8,19561873
0.09,1.0,0.0,1,7,19561874
0.09,1.0,0.0342,1,9,19561875
0.09,1.0,0.0107,1,9,19561876
0.09,1.0,0.0654,1,9,19561877
0.09,1.0,0.0117,1,8,19561878
0.09,0.5,0.0225,2,13,19561879
0.09,1.0,0.0459,1,10,19561880
0.09,1.0,0.0342,1,11,19561881
0.09,1.0,0.0,1,7,19561882
0.09,0.5,0.0103,2,11,19561883
0.09,0.25,0.0195,4,12,19561884
0.09,1.0,0.0156,1,8,19561885
0.09,1.0,0.0088,1,9,19561886
0.09,1.0,0.0,1,8,19561887
0.09,1.0,0.0332,1,11,19561888
0.09,1.0,0.0449,1,9,19561889
0.09,0.5,0.0605,2,13,19561890
0.09,1.0,0.0195,1,10,19561891
0.09,1.0,0.0381,1,9,19561892
0.09,1.0,0.0,1,8,19561893
0.09,0.5,0.0337,2,8,19561894
0.09,1.0,0.0,1,9,19561895
0.09,1.0,0.0,1,8,19561896
0.09,1.0,0.0439,1,10,19561897
0.09,1.0,0.0,1,10,19561898
0.09,1.0,0.0264,1,9,19561899
0.09,1.0,0.0713,1,10,19561900
0.09,1.0,0.0,1,10,19561901
0.09,1.0,0.0391,1,9,19561902
0.09,1.0,0.0098,1,9,19561903
0.09,1.0,0.0107,1,9,19561904
0.09,1.0,0.0,1,9,19561905
0.09,1.0,0.0693,1,9,19561906
0.09,1.0,0.0166,1,7,19561907
0.09,1.0,0.0088,1,7,19561908
0.09,0.5,0.0,2,10,19561909
0.09,1.0,0.0,1,8,19561910
0.09,1.0,0.0508,1,11,19561911
0.09,1.0,0.1475,1,10,19561912
0.09,1.0,0.0107,1,10,19561913
0.09,1.0,0.1182,1,11,19561914
0.09,1.0,0.0,1,10,19561915
0.09,0.5,0.0107,2,12,19561916
0.09,1.0,0.0947,1,9,19561917
0.09,1.0,0.0,1,8,19561918
0.09,1.0,0.0,1,6,19561919
0.09,1.0,0.1123,1,10,19561920
0.09,1.0,0.0312,1,11,19561921
0.09,1.0,0.0186,1,10,19561922
0.09,1.0,0.0,1,7,19561923
0.09,1.0,0.0107,1,7,19561924
0.09,1.0,0.0,1,6,19561925
0.09,0.5,0.0127,2,11,19561926
0.09,1.0,0.0469,1,7,19561927
0.09,0.5,0.0303,2,13,19561928
0.09,1.0,0.0244,1,9,19561929
0.09,1.0,0.0107,1,7,19561930
0.17,1.0,0.0283,1,11,19561831
0.17,1.0,0.0107,1,7,19561832
0.17,1.0,0.0225,1,11,19561833
0.17,1.0,0.0,1,8,19561834
0.17,1.0,0.0,1,7,19561835
0.17,1.0,0.0225,1,9,19561836
0.17,1.0,0.0,1,12,19561837
0.17,1.0,0.0303,1,9,19561838
0.17,1.0,0.0,1,9,19561839
0.17,1.0,0.0664,1,8,19561840
0.17,1.0,0.0459,1,10,19561841
0.17,1.0,0.0,1,8,19561842
0.17,0.5,0.0117,2,9,19561843
0.17,1.0,0.0,1,10,19561844
0.17,1.0,0.0107,1,7,19561845
0.17,1.0,0.0,1,11,19561846
0.17,1.0,0.0117,1,8,19561847
0.17,1.0,0.0,1,9,19561848
0.17,1.0,0.0107,1,12,19561849
0.17,1.0,0.0186,1,13,19561850
0.17,1.0,0.0,1,8,19561851
0.17,1.0,0.0,1,6,19561852
0.17,1.0,0.0,1,9,19561853
0.17,0.5,0.0488,2,11,19561854
0.17,1.0,0.0,1,9,19561855
0.17,1.0,0.0,1,8,19561856
0.17,1.0,0.0,1,8,19561857
0.17,1.0,0.0977,1,11,19561858
0.17,1.0,0.0205,1,12,19561859
0.17,0.5,0.0371,2,10,19561860
0.17,1.0,0.0166,1,10,19561861
0.17,1.0,0.0127,1,10,19561862
0.17,1.0,0.0146,1,11,19561863
0.17,0.5,0.0127,2,8,19561864
0.17,1.0,0.0098,1,11,19561865
0.17,1.0,0.0,1,9,19561866
0.17,1.0,0.0,1,6,19561867
0.17,1.0,0.0107,1,7,19561868
0.17,1.0,0.0215,1,12,19561869
0.17,1.0,0.0146,1,10,19561870
0.17,1.0,0.0,1,8,19561871
0.17,1.0,0.0107,1,8,19561872
0.17,0.5,0.0,2,11,19561873
0.17,1.0,0.0312,1,8,19561874
0.17,1.0,0.0117,1,9,19561875
0.17,1.0,0.0,1,11,19561876
0.17,1.0,0.0098,1,8,19561877
0.17,1.0,0.0,1,9,19561878
0.17,1.0,0.0605,1,9,19561879
0.17,1.0,0.0127,1,8,19561880
0.17,1.0,0.0127,1,9,19561881
0.17,1.0,0.0,1,7,19561882
0.17,1.0,0.0215,1,8,19561883
0.17,1.0,0.0,1,10,19561884
0.17,0.5,0.0,2,11,19561885
0.17,1.0,0.0215,1,8,19561886
0.17,1.0,0.0117,1,7,19561887
0.17,1.0,0.0449,1,10,19561888
0.17,1.0,0.0,1,8,19561889
0.17,0.5,0.0371,2,12,19561890
0.17,1.0,0.0,1,9,19561891
0.17,1.0,0.0,1,6,19561892
0.17,1.0,0.0088,1,9,19561893
0.17,0.5,0.0107,2,10,19561894
0.17,1.0,0.0,1,8,19561895
0.17,1.0,0.0215,1,9,19561896
0.17,1.0,0.0264,1,11,19561897
0.17,0.5,0.0,2,10,19561898
0.17,0.25,0.0,4,12,19561899
0.17,1.0,0.0098,1,10,19561900
0.17,1.0,0.0,1,7,19561901
0.17,1.0,0.0098,1,7,19561902
0.17,1.0,0.0117,1,9,19561903
0.17,1.0,0.0,1,8,19561904
0.17,1.0,0.0,1,9,19561905
0.17,1.0,0.0723,1,11,19561906
0.17,1.0,0.0107,1,8,19561907
0.17,1.0,0.0332,1,10,19561908
0.17,1.0,0.0088,1,10,19561909
0.17,0.5,0.0,2,9,19561910
0.17,1.0,0.084,1,9,19561911
0.17,1.0,0.0088,1,10,19561912
0.17,1.0,0.0264,1,7,19561913
0.17,0.5,0.0347,2,11,19561914
0.17,1.0,0.0,1,7,19561915
0.17,1.0,0.0098,1,9,19561916
0.17,1.0,0.0127,1,9,19561917
0.17,1.0,0.0,1,7,19561918
0.17,0.5,0.0107,2,9,19561919
0.17,1.0,0.0107,1,8,19561920
0.17,1.0,0.0,1,7,19561921
0.17,0.5,0.0,2,8,19561922
0.17,1.0,0.0,1,12,19561923
0.17,1.0,0.0,1,7,19561924
0.17,1.0,0.0,1,8,19561925
0.17,1.0,0.0107,1,11,19561926
0.17,1.0,0.0088,1,8,19561927
0.17,1.0,0.0,1,8,19561928
0.17,0.5,0.0127,2,10,19561929
0.17,0.5,0.0117,2,9,19561930
0.275,1.0,0.0273,1,11,19561831
0.275,0.5,0.0225,2,10,19561832
0.275,1.0,0.0127,1,9,19561833
0.275,1.0,0.0,1,11,19561834
0.275,1.0,0.0,1,9,19561835
0.275,1.0,0.0312,1,10,19561836
0.275,1.0,0.0293,1,9,19561837
0.275,1.0,0.0332,1,10,19561838
0.275,0.5,0.0269,2,10,19561839
0.275,1.0,0.0088,1,8,19561840
0.275,0.5,0.0264,2,14,19561841
0.275,1.0,0.0146,1,9,19561842
0.275,1.0,0.0,1,9,19561843
0.275,1.0,0.0,1,9,19561844
0.275,1.0,0.0127,1,9,19561845
0.275,1.0,0.0127,1,10,19561846
0.275,1.0,0.0293,1,8,19561847
0.275,1.0,0.0,1,9,19561848
0.275,1.0,0.0,1,11,19561849
0.275,1.0,0.0,1,10,19561850
0.275,1.0,0.0127,1,9,19561851
0.275,1.0,0.0625,1,9,19561852
0.275,0.5,0.0127,2,11,19561853
0.275,0.5,0.0,2,8,19561854
0.275,1.0,0.0078,1,8,19561855
0.275,1.0,0.0703,1,11,19561856
0.275,1.0,0.0244,1,7,19561857
0.275,1.0,0.0,1,7,19561858
0.275,1.0,0.0,1,8,19561859
0.275,0.5,0.0,2,13,19561860
0.275,1.0,0.0117,1,8,19561861
0.275,1.0,0.0928,1,11,19561862
0.275,1.0,0.0127,1,7,19561863
0.275,1.0,0.0137,1,7,19561864
0.275,1.0,0.0205,1,10,19561865
0.275,0.5,0.0127,2,13,19561866
0.275,1.0,0.0723,1,13,19561867
0.275,1.0,0.0,1,9,19561868
0.275,1.0,0.0,1,9,19561869
0.275,1.0,0.0342,1,11,19561870
0.275,0.5,0.0352,2,9,19561871
0.275,1.0,0.0,1,7,19561872
0.275,0.25,0.0,4,12,19561873
0.275,0.5,0.0,2,9,19561874
0.275,1.0,0.0146,1,9,19561875
0.275,1.0,0.0,1,11,19561876
0.275,1.0,0.0732,1,13,19561877
0.275,0.5,0.0,2,10,19561878
0.275,1.0,0.0137,1,8,19561879
0.275,1.0,0.0,1,10,19561880
0.275,0.5,0.0186,2,9,19561881
0.275,0.5,0.0107,2,10,19561882
0.275,1.0,0.0,1,8,19561883
0.275,1.0,0.0,1,9,19561884
0.275,1.0,0.0205,1,8,19561885
0.275,1.0,0.0234,1,11,19561886
0.275,1.0,0.0332,1,9,19561887
0.275,1.0,0.0234,1,10,19561888
0.275,1.0,0.0098,1,10,19561889
0.275,1.0,0.0,1,11,19561890
0.275,1.0,0.0,1,8,19561891
0.275,1.0,0.0,1,9,19561892
0.275,1.0,0.0254,1,8,19561893
0.275,0.5,0.0381,2,11,19561894
0.275,1.0,0.0,1,9,19561895
0.275,0.5,0.0,2,9,19561896
0.275,1.0,0.0225,1,13,19561897
0.275,0.5,0.0361,2,10,19561898
0.275,0.5,0.0,2,10,19561899
0.275,1.0,0.0869,1,14,19561900
0.275,1.0,0.0244,1,12,19561901
0.275,1.0,0.0,1,9,19561902
0.275,1.0,0.0,1,9,19561903
0.275,1.0,0.0,1,8,19561904
0.275,0.5,0.0234,2,10,19561905
0.275,0.5,0.0732,2,13,19561906
0.275,0.5,0.0117,2,9,19561907
0.275,1.0,0.0,1,9,19561908
0.275,0.5,0.0137,2,9,19561909
0.275,0.5,0.0254,2,13,19561910
0.275,1.0,0.0225,1,10,19561911
0.275,0.5,0.0127,2,10,19561912
0.275,0.5,0.0127,2,14,19561913
0.275,1.0,0.0,1,8,19561914
0.275,1.0,0.0117,1,10,19561915
0.275,1.0,0.0234,1,8,19561916
0.275,1.0,0.0137,1,10,19561917
0.275,0.5,0.0,2,10,19561918
0.275,1.0,0.0,1,10,19561919
0.275,1.0,0.0137,1,7,19561920
0.275,0.5,0.0,2,11,19561921
0.275,1.0,0.0,1,8,19561922
0.275,1.0,0.0,1,11,19561923
0.275,0.5,0.0117,2,10,19561924
0.275,0.5,0.0,2,10,19561925
0.275,1.0,0.0107,1,10,19561926
0.275,1.0,0.0,1,10,19561927
0.275,0.5,0.0127,2,7,19561928
0.275,1.0,0.0283,1,9,19561929
0.275,1.0,0.04,1,10,19561930
