mutation probability,stability,morality,cycle length,generation count,seed
0.0,1.0,0.0205,1,8,19561831
0.0,1.0,0.0723,1,7,19561832
0.0,1.0,0.0088,1,7,19561833
0.0,1.0,0.0625,1,12,19561834
0.0,1.0,0.0,1,8,19561835
0.0,1.0,0.0,1,8,19561836
0.0,1.0,0.1377,1,12,19561837
0.0,0.1667,0.0,6,13,19561838
0.0,0.5,0.0254,2,10,19561839
0.0,1.0,0.0332,1,13,19561840
0.0,1.0,0.0117,1,8,19561841
0.0,1.0,0.0293,1,9,19561842
0.0,1.0,0.0205,1,9,19561843
0.0,1.0,0.0107,1,8,19561844
0.0,1.0,0.0,1,9,19561845
0.0,1.0,0.0703,1,17,19561846
0.0,1.0,0.0176,1,9,19561847
0.0,1.0,0.0098,1,8,19561848
0.0,0.5,0.0586,2,13,19561849
0.0,0.5,0.0,2,10,19561850
0.0,1.0,0.0117,1,7,19561851
0.0,1.0,0.0,1,10,19561852
0.0,1.0,0.0322,1,10,19561853
0.0,1.0,0.0,1,10,19561854
0.0,1.0,0.0352,1,10,19561855
0.0,1.0,0.1162,1,12,19561856
0.0,1.0,0.0117,1,9,19561857
0.0,1.0,0.0,1,8,19561858
0.0,1.0,0.0303,1,9,19561859
0.0,0.5,0.0146,2,10,19561860
0.0,0.5,0.0,2,8,19561861
0.0,0.5,0.0176,2,10,19561862
0.0,1.0,0.041,1,13,19561863
0.0,1.0,0.0,1,9,19561864
0.0,1.0,0.0,1,7,19561865
0.0,1.0,0.0,1,8,19561866
0.0,1.0,0.0176,1,10,19561867
0.0,1.0,0.0381,1,10,19561868
0.0,1.0,0.0107,1,11,19561869
0.0,1.0,0.0,1,6,19561870
0.0,0.5,0.0,2,9,19561871
0.0,1.0,0.0,1,7,19561872
0.0,1.0,0.0186,1,9,19561873
0.0,1.0,0.0293,1,7,19561874
0.0,1.0,0.0156,1,9,19561875
0.0,1.0,0.041,1,12,19561876
0.0,1.0,0.0557,1,10,19561877
0.0,1.0,0.0107,1,8,19561878
0.0,1.0,0.04,1,13,19561879
0.0,1.0,0.0117,1,10,19561880
0.0,1.0,0.0566,1,12,19561881
0.0,0.5,0.0,2,10,19561882
0.0,1.0,0.0195,1,8,19561883
0.0,1.0,0.0215,1,8,19561884
0.0,1.0,0.0322,1,9,19561885
0.0,0.5,0.0,2,10,19561886
0.0,1.0,0.0098,1,10,19561887
0.0,1.0,0.0205,1,14,19561888
0.0,1.0,0.0225,1,8,19561889
0.0,0.5,0.0479,2,11,19561890
0.0,1.0,0.0283,1,8,19561891
0.0,1.0,0.0371,1,11,19561892
0.0,1.0,0.0,1,7,19561893
0.0,0.5,0.0098,2,9,19561894
0.0,1.0,0.0,1,7,19561895
0.0,1.0,0.0,1,8,19561896
0.0,1.0,0.04,1,8,19561897
0.0,1.0,0.0146,1,10,19561898
0.0,1.0,0.0459,1,9,19561899
0.0,1.0,0.0,1,8,19561900
0.0,1.0,0.0264,1,13,19561901
0.0,1.0,0.0,1,10,19561902
0.0,1.0,0.0117,1,7,19561903
0.0,1.0,0.0732,1,10,19561904
0.0,1.0,0.0,1,9,19561905
0.0,1.0,0.042,1,11,19561906
0.0,1.0,0.0,1,7,19561907
0.0,0.5,0.0225,2,11,19561908
0.0,0.5,0.0,2,9,19561909
0.0,1.0,0.0078,1,10,19561910
0.0,1.0,0.043,1,14,19561911
0.0,1.0,0.1387,1,10,19561912
0.0,0.5,0.0,2,7,19561913
0.0,0.5,0.0317,2,10,19561914
0.0,1.0,0.0,1,10,19561915
0.0,1.0,0.0,1,9,19561916
0.0,1.0,0.0752,1,12,19561917
0.0,1.0,0.0,1,7,19561918
0.0,1.0,0.0,1,7,19561919
0.0,1.0,0.043,1,11,19561920
0.0,1.0,0.0381,1,17,19561921
0.0,1.0,0.0,1,9,19561922
0.0,0.5,0.0,2,9,19561923
0.0,1.0,0.0117,1,8,19561924
0.0,1.0,0.0,1,9,19561925
0.0,1.0,0.0176,1,9,19561926
0.0,1.0,0.0186,1,10,19561927
0.0,1.0,0.0264,1,17,19561928
0.0,0.5,0.0254,2,9,19561929
0.0,1.0,0.0225,1,9,19561930
0.001,0.001,0.0131,0,1000,19561831
0.001,0.001,0.0097,0,1000,19561832
0.001,0.001,0.0042,0,1000,19561833
0.001,0.001,0.0014,0,1000,19561834
0.001,0.001,0.0005,0,1000,19561835
0.001,0.001,0.0021,0,1000,19561836
0.001,0.001,0.0271,0,1000,19561837
0.001,0.001,0.0145,0,1000,19561838
0.001,0.001,0.0006,0,1000,19561839
0.001,0.001,0.0179,0,1000,19561840
0.001,0.001,0.002,0,1000,19561841
