learning distance,stability,morality,cycle length,generation count,seed
1,1.0,0.0283,1,11,19561831
1,1.0,0.0205,1,12,19561832
1,1.0,0.0137,1,7,19561833
1,0.5,0.0205,2,8,19561834
1,0.5,0.0,2,9,19561835
1,1.0,0.1104,1,10,19561836
1,1.0,0.0645,1,12,19561837
1,1.0,0.0098,1,9,19561838
1,1.0,0.0,1,8,19561839
1,1.0,0.0391,1,13,19561840
1,1.0,0.0,1,8,19561841
1,1.0,0.0,1,9,19561842
1,0.5,0.0088,2,10,19561843
1,1.0,0.0,1,9,19561844
1,1.0,0.0,1,12,19561845
1,1.0,0.0479,1,11,19561846
1,1.0,0.0,1,7,19561847
1,1.0,0.0098,1,9,19561848
1,1.0,0.041,1,12,19561849
1,1.0,0.0137,1,9,19561850
1,1.0,0.0117,1,8,19561851
1,1.0,0.0,1,6,19561852
1,1.0,0.0459,1,14,19561853
1,1.0,0.0127,1,10,19561854
1,1.0,0.0166,1,9,19561855
1,1.0,0.0,1,10,19561856
1,1.0,0.0215,1,9,19561857
1,1.0,0.0352,1,8,19561858
1,1.0,0.0,1,7,19561859
1,1.0,0.0303,1,9,19561860
1,1.0,0.0,1,8,19561861
1,1.0,0.0605,1,8,19561862
1,1.0,0.0,1,10,19561863
1,1.0,0.0,1,8,19561864
1,1.0,0.0,1,8,19561865
1,1.0,0.0137,1,7,19561866
1,1.0,0.0195,1,10,19561867
1,1.0,0.0,1,9,19561868
1,1.0,0.0,1,9,19561869
1,1.0,0.0088,1,10,19561870
1,0.5,0.0,2,8,19561871
1,1.0,0.0,1,8,19561872
1,1.0,0.0156,1,8,19561873
1,0.5,0.0098,2,8,19561874
1,1.0,0.0,1,7,19561875
1,1.0,0.0459,1,9,19561876
1,1.0,0.04,1,12,19561877
1,1.0,0.0225,1,7,19561878
1,0.5,0.0234,2,10,19561879
1,0.5,0.0,2,10,19561880
1,0.5,0.0215,2,10,19561881
1,1.0,0.0,1,8,19561882
1,1.0,0.0137,1,8,19561883
1,1.0,0.0127,1,9,19561884
1,1.0,0.0,1,10,19561885
1,0.5,0.0205,2,11,19561886
1,1.0,0.0479,1,11,19561887
1,1.0,0.0107,1,11,19561888
1,1.0,0.0391,1,11,19561889
1,1.0,0.0361,1,9,19561890
1,1.0,0.0,1,8,19561891
1,1.0,0.0332,1,9,19561892
1,1.0,0.0088,1,8,19561893
1,0.5,0.0112,2,9,19561894
1,1.0,0.0,1,8,19561895
1,1.0,0.0107,1,10,19561896
1,1.0,0.0234,1,10,19561897
1,1.0,0.0,1,9,19561898
1,1.0,0.1006,1,9,19561899
1,0.5,0.0098,2,9,19561900
1,1.0,0.0391,1,10,19561901
1,1.0,0.0,1,7,19561902
1,1.0,0.0107,1,10,19561903
1,1.0,0.0244,1,9,19561904
1,1.0,0.0,1,8,19561905
1,1.0,0.0303,1,12,19561906
1,1.0,0.0,1,7,19561907
1,1.0,0.0,1,9,19561908
1,1.0,0.0,1,8,19561909
1,0.5,0.0,2,9,19561910
1,0.5,0.0117,2,12,19561911
1,1.0,0.0361,1,10,19561912
1,1.0,0.0195,1,8,19561913
1,1.0,0.0859,1,9,19561914
1,0.5,0.0,2,10,19561915
1,1.0,0.0,1,8,19561916
1,1.0,0.0439,1,9,19561917
1,1.0,0.0,1,8,19561918
1,1.0,0.0176,1,7,19561919
1,1.0,0.0,1,12,19561920
1,1.0,0.0107,1,12,19561921
1,1.0,0.0205,1,8,19561922
1,0.5,0.0,2,10,19561923
1,1.0,0.0303,1,8,19561924
1,1.0,0.0,1,7,19561925
1,1.0,0.0,1,11,19561926
1,1.0,0.0,1,8,19561927
1,1.0,0.0,1,9,19561928
1,1.0,0.0293,1,9,19561929
1,1.0,0.0,1,7,19561930
2,1.0,0.0,1,4,19561831
2,1.0,0.0,1,5,19561832
2,1.0,0.0,1,5,19561833
2,1.0,0.0,1,6,19561834
2,1.0,0.0,1,5,19561835
2,1.0,0.0,1,6,19561836
2,1.0,0.0,1,4,19561837
2,1.0,0.0,1,4,19561838
2,1.0,0.0,1,4,19561839
2,1.0,0.0,1,5,19561840
2,1.0,0.0,1,6,19561841
2,1.0,0.0,1,5,19561842
2,1.0,0.0,1,6,19561843
2,1.0,0.0,1,4,19561844
2,1.0,0.0,1,6,19561845
2,1.0,0.0,1,5,19561846
2,1.0,0.0,1,6,19561847
2,1.0,0.0,1,5,19561848
2,1.0,0.0,1,4,19561849
2,1.0,0.0,1,5,19561850
2,1.0,0.0,1,5,19561851
2,1.0,0.0,1,4,19561852
2,1.0,0.0,1,5,19561853
2,1.0,0.0,1,5,19561854
2,1.0,0.0,1,4,19561855
2,1.0,0.0,1,5,19561856
2,1.0,0.0,1,7,19561857
2,1.0,0.0,1,5,19561858
2,1.0,0.0,1,5,19561859
