population size,stability,morality,cycle length,generation count,seed
100,1.0,0.0,1,6,19561831
100,1.0,0.0,1,8,19561832
100,1.0,0.0,1,8,19561833
100,1.0,0.0,1,5,19561834
100,1.0,0.53,1,8,19561835
100,1.0,0.0,1,6,19561836
100,1.0,0.0,1,5,19561837
100,1.0,0.0,1,5,19561838
100,1.0,0.0,1,5,19561839
100,1.0,0.0,1,5,19561840
100,1.0,0.0,1,5,19561841
100,1.0,0.0,1,5,19561842
100,1.0,0.1,1,12,19561843
100,1.0,0.0,1,9,19561844
100,1.0,0.0,1,7,19561845
100,1.0,1.0,1,6,19561846
100,1.0,0.0,1,4,19561847
100,1.0,0.0,1,8,19561848
100,1.0,0.26,1,10,19561849
100,1.0,0.0,1,6,19561850
100,1.0,0.0,1,5,19561851
100,1.0,0.0,1,6,19561852
100,1.0,0.0,1,6,19561853
100,1.0,0.0,1,4,19561854
100,1.0,0.0,1,5,19561855
100,1.0,0.0,1,11,19561856
100,1.0,0.0,1,5,19561857
100,1.0,0.85,1,7,19561858
100,1.0,0.0,1,6,19561859
100,1.0,0.19,1,8,19561860
100,0.5,0.0,2,6,19561861
100,1.0,0.0,1,6,19561862
100,1.0,0.0,1,7,19561863
100,1.0,0.0,1,6,19561864
100,1.0,0.0,1,5,19561865
100,1.0,0.0,1,6,19561866
100,1.0,0.0,1,8,19561867
100,1.0,0.0,1,5,19561868
100,1.0,0.46,1,9,19561869
100,1.0,0.0,1,5,19561870
100,1.0,0.0,1,6,19561871
100,1.0,0.0,1,4,19561872
100,1.0,0.0,1,8,19561873
100,1.0,0.0,1,8,19561874
100,1.0,0.0,1,6,19561875
100,1.0,0.0,1,5,19561876
100,1.0,0.0,1,6,19561877
100,1.0,0.74,1,8,19561878
100,1.0,0.0,1,6,19561879
100,1.0,0.0,1,8,19561880
100,1.0,0.0,1,4,19561881
100,0.5,0.0,2,7,19561882
100,1.0,0.08,1,5,19561883
100,1.0,0.0,1,6,19561884
100,1.0,0.0,1,6,19561885
100,1.0,0.0,1,6,19561886
100,1.0,0.0,1,7,19561887
100,1.0,0.0,1,7,19561888
100,1.0,0.0,1,5,19561889
100,1.0,0.0,1,10,19561890
100,1.0,0.0,1,6,19561891
100,1.0,0.0,1,6,19561892
100,1.0,0.0,1,5,19561893
100,1.0,0.0,1,7,19561894
100,1.0,0.0,1,6,19561895
100,1.0,0.09,1,6,19561896
100,1.0,0.0,1,5,19561897
100,1.0,0.0,1,5,19561898
100,1.0,0.0,1,4,19561899
100,1.0,0.0,1,7,19561900
100,1.0,0.0,1,7,19561901
100,1.0,0.0,1,6,19561902
100,1.0,0.0,1,4,19561903
100,1.0,0.0,1,5,19561904
100,1.0,0.46,1,7,19561905
100,1.0,0.1,1,8,19561906
100,1.0,0.0,1,9,19561907
100,1.0,0.0,1,10,19561908
100,1.0,0.0,1,5,19561909
100,1.0,0.0,1,5,19561910
100,1.0,1.0,1,15,19561911
100,1.0,0.0,1,6,19561912
100,1.0,0.0,1,9,19561913
100,1.0,0.0,1,4,19561914
100,1.0,0.0,1,7,19561915
100,1.0,0.0,1,7,19561916
100,1.0,0.0,1,5,19561917
100,1.0,0.0,1,6,19561918
100,1.0,0.0,1,6,19561919
100,0.5,0.0,2,7,19561920
100,1.0,0.0,1,6,19561921
100,1.0,0.0,1,4,19561922
100,1.0,0.0,1,6,19561923
100,1.0,0.0,1,7,19561924
100,1.0,0.0,1,6,19561925
100,1.0,0.0,1,5,19561926
100,1.0,0.0,1,5,19561927
100,1.0,0.0,1,9,19561928
100,1.0,0.0,1,7,19561929
100,1.0,0.0,1,6,19561930
1000,1.0,0.0098,1,8,19561831
1000,1.0,0.0,1,10,19561832
1000,0.5,0.0,2,11,19561833
1000,1.0,0.0449,1,9,19561834
1000,1.0,0.0244,1,8,19561835
1000,1.0,0.0244,1,10,19561836
1000,1.0,0.0186,1,10,19561837
1000,1.0,0.0,1,9,19561838
1000,1.0,0.0156,1,9,19561839
1000,1.0,0.0195,1,10,19561840
1000,1.0,0.0117,1,8,19561841
1000,1.0,0.0098,1,13,19561842
1000,1.0,0.0195,1,10,19561843
1000,1.0,0.0459,1,8,19561844
1000,1.0,0.0,1,10,19561845
1000,1.0,0.0469,1,12,19561846
1000,1.0,0.0,1,11,19561847
1000,1.0,0.0205,1,8,19561848
1000,0.5,0.0479,2,15,19561849
1000,1.0,0.0,1,10,19561850
1000,1.0,0.0,1,7,19561851
1000,1.0,0.0,1,9,19561852
1000,0.5,0.0449,2,12,19561853
1000,1.0,0.0,1,9,19561854
1000,1.0,0.0156,1,10,19561855
1000,1.0,0.0732,1,9,19561856
1000,1.0,0.0088,1,9,19561857
1000,1.0,0.0,1,9,19561858
1000,1.0,0.0186,1,8,19561859
1000,1.0,0.0146,1,9,19561860
1000,1.0,0.0,1,9,19561861
1000,1.0,0.0098,1,9,19561862
1000,1.0,0.2568,1,12,19561863
1000,1.0,0.0,1,7,19561864
1000,1.0,0.0,1,6,19561865
1000,0.5,0.0,2,8,19561866
1000,1.0,0.0254,1,9,19561867
1000,1.0,0.0117,1,8,19561868
1000,1.0,0.0479,1,10,19561869
1000,0.5,0.0,2,11,19561870
1000,1.0,0.0127,1,8,19561871
1000,1.0,0.0,1,9,19561872
1000,1.0,0.0078,1,7,19561873
1000,1.0,0.0,1,9,19561874
1000,1.0,0.0244,1,7,19561875
1000,1.0,0.0,1,10,19561876
1000,0.5,0.0264,2,11,19561877
