learning distance,stability,morality,cycle length,generation count,seed
2,1.0,0.0,1,487,19561848
2,1.0,0.0,1,482,19561849
2,1.0,0.0,1,390,19561850
2,1.0,0.0,1,480,19561851
2,1.0,0.0,1,389,19561852
2,1.0,0.0,1,461,19561853
2,1.0,0.0,1,469,19561854
2,1.0,0.0,1,489,19561855
2,1.0,0.0,1,493,19561856
2,1.0,0.0,1,490,19561857
2,1.0,0.0,1,315,19561858
2,1.0,0.0,1,454,19561859
2,1.0,0.0,1,197,19561860
2,1.0,0.0,1,385,19561861
2,1.0,0.0,1,461,19561862
2,1.0,0.0,1,499,19561863
2,1.0,0.0,1,475,19561864
2,1.0,0.0,1,490,19561865
2,1.0,0.0,1,361,19561866
2,1.0,0.0,1,482,19561867
2,1.0,0.0,1,342,19561868
2,1.0,0.0,1,411,19561869
2,1.0,0.0,1,482,19561870
2,1.0,0.0,1,413,19561871
2,1.0,1.0,1,498,19561872
2,1.0,0.0,1,484,19561873
2,1.0,0.0,1,450,19561874
2,1.0,0.0,1,467,19561875
2,1.0,0.0,1,456,19561876
2,1.0,0.0,1,402,19561877
2,1.0,0.0,1,473,19561878
2,1.0,0.0,1,473,19561879
2,1.0,0.0,1,423,19561880
2,1.0,0.0,1,395,19561881
2,1.0,0.0,1,498,19561882
2,1.0,0.0,1,402,19561883
2,1.0,0.0,1,477,19561884
2,1.0,0.0,1,419,19561885
2,1.0,0.0,1,491,19561886
2,1.0,0.0,1,315,19561887
2,1.0,0.0,1,468,19561888
2,1.0,0.0,1,413,19561889
2,1.0,0.0,1,442,19561890
2,1.0,0.0,1,491,19561891
2,1.0,0.0,1,507,19561892
2,1.0,0.0,1,476,19561893
2,1.0,1.0,1,489,19561894
2,1.0,1.0,1,497,19561895
2,1.0,1.0,1,492,19561896
2,1.0,0.0,1,484,19561897
2,1.0,0.0,1,358,19561898
2,1.0,0.0,1,182,19561899
2,0.5,0.964,2,474,19561900
2,1.0,0.0,1,325,19561901
2,1.0,0.0,1,497,19561902
2,1.0,0.0,1,188,19561903
2,1.0,0.0,1,477,19561904
2,1.0,0.0,1,490,19561905
2,1.0,1.0,1,492,19561906
2,1.0,0.0,1,478,19561907
2,1.0,0.0,1,395,19561908
2,0.5,0.866,2,428,19561909
2,1.0,1.0,1,457,19561910
2,1.0,0.0,1,450,19561911
2,1.0,0.0,1,385,19561912
2,1.0,0.0,1,492,19561913
2,1.0,0.0,1,490,19561914
2,1.0,0.0,1,468,19561915
2,1.0,0.0,1,334,19561916
2,1.0,1.0,1,498,19561917
2,0.5,0.015,2,364,19561918
2,1.0,0.0,1,431,19561919
2,1.0,0.0,1,475,19561920
2,1.0,0.0,1,237,19561921
2,1.0,0.0,1,481,19561922
2,1.0,0.0,1,497,19561923
2,1.0,0.0,1,485,19561924
2,1.0,0.0,1,399,19561925
2,1.0,0.0,1,239,19561926
2,1.0,0.0,1,351,19561927
2,1.0,0.0,1,469,19561928
2,1.0,0.0,1,451,19561929
2,1.0,0.0,1,362,19561930
3,1.0,0.0,1,576,19561831
3,1.0,0.0,1,400,19561832
3,1.0,0.0,1,439,19561833
3,1.0,0.0,1,454,19561834
3,1.0,0.0,1,448,19561835
3,1.0,0.0,1,260,19561836
3,1.0,0.0,1,470,19561837
3,1.0,0.0,1,462,19561838
3,1.0,0.0,1,476,19561839
3,1.0,0.0,1,464,19561840
3,1.0,0.0,1,396,19561841
3,1.0,0.0,1,7,19561842
3,1.0,0.0,1,415,19561843
3,1.0,0.0,1,174,19561844
3,1.0,0.0,1,328,19561845
3,1.0,0.0,1,470,19561846
3,1.0,1.0,1,482,19561847
3,1.0,0.0,1,486,19561848
3,1.0,0.0,1,486,19561849
3,1.0,0.0,1,387,19561850
3,1.0,0.0,1,477,19561851
3,1.0,0.0,1,387,19561852
3,1.0,0.0,1,458,19561853
3,1.0,0.0,1,474,19561854
3,1.0,0.0,1,487,19561855
3,1.0,0.0,1,491,19561856
3,1.0,0.0,1,489,19561857
3,1.0,0.0,1,312,19561858
3,1.0,0.0,1,451,19561859
3,1.0,0.0,1,195,19561860
3,1.0,0.0,1,383,19561861
3,1.0,0.0,1,397,19561862
3,1.0,0.0,1,498,19561863
3,1.0,0.0,1,449,19561864
3,1.0,0.0,1,366,19561865
3,1.0,0.0,1,359,19561866
3,1.0,0.0,1,325,19561867
3,1.0,0.0,1,339,19561868
3,1.0,0.0,1,421,19561869
3,1.0,0.0,1,414,19561870
3,1.0,0.0,1,475,19561871
3,1.0,0.0,1,470,19561872
3,1.0,0.0,1,453,19561873
3,1.0,0.0,1,357,19561874
3,1.0,0.0,1,40,19561875
3,1.0,0.0,1,453,19561876
3,1.0,0.0,1,400,19561877
3,1.0,0.0,1,471,19561878
3,1.0,0.0,1,471,19561879
3,1.0,0.0,1,483,19561880
3,1.0,0.0,1,400,19561881
3,1.0,0.0,1,495,19561882
3,1.0,0.0,1,373,19561883
3,1.0,0.0,1,93,19561884
3,1.0,0.0,1,418,19561885
3,1.0,0.0,1,488,19561886
3,1.0,0.0,1,228,19561887
3,1.0,0.0,1,467,19561888
3,1.0,0.0,1,411,19561889
3,1.0,0.0,1,439,19561890
3,1.0,0.0,1,327,19561891
3,1.0,0.0,1,500,19561892
3,1.0,0.0,1,473,19561893
3,1.0,0.0,1,458,19561894
3,1.0,1.0,1,488,19561895
3,1.0,1.0,1,491,19561896
3,0.5,0.973,2,476,19561897
3,1.0,0.0,1,361,19561898
3,1.0,0.0,1,47,19561899
3,1.0,0.0,1,480,19561900
3,0.5,0.017,2,324,19561901
3,1.0,0.0,1,334,19561902
3,1.0,0.0,1,458,19561903
3,1.0,0.0,1,327,19561904
3,1.0,0.0,1,486,19561905
3,1.0,1.0,1,498,19561906
3,1.0,0.0,1,481,19561907
3,1.0,0.0,1,8,19561908
3,1.0,0.0,1,409,19561909
3,1.0,0.0,1,493,19561910
3,1.0,0.0,1,215,19561911
3,1.0,0.0,1,80,19561912
3,1.0,0.0,1,489,19561913
3,1.0,0.0,1,487,19561914
3,1.0,0.0,1,465,19561915
3,1.0,0.0,1,341,19561916
3,1.0,0.0,1,167,19561917
3,1.0,0.0,1,355,19561918
3,1.0,0.0,1,349,19561919
3,1.0,0.0,1,305,19561920
3,1.0,0.0,1,472,19561921
3,1.0,0.0,1,478,19561922
3,1.0,0.0,1,494,19561923
3,1.0,0.0,1,243,19561924
3,1.0,0.0,1,363,19561925
3,1.0,0.0,1,215,19561926
3,1.0,0.0,1,7,19561927
3,1.0,0.0,1,430,19561928
3,1.0,0.0,1,449,19561929
3,1.0,0.0,1,359,19561930
