learning distance,stability,morality,cycle length,generation count,seed
1,0.5,0.236,2,20,19561831
1,0.5,0.262,2,15,19561832
1,0.5,0.183,2,16,19561833
1,0.5,0.172,2,16,19561834
1,0.5,0.154,2,16,19561835
1,0.5,0.342,2,17,19561836
1,0.5,0.31,2,18,19561837
1,0.5,0.249,2,17,19561838
1,0.5,0.218,2,13,19561839
1,0.5,0.365,2,17,19561840
1,0.5,0.345,2,16,19561841
1,0.5,0.016,2,17,19561842
1,1.0,0.359,1,11,19561843
1,0.5,0.165,2,14,19561844
1,0.5,0.172,2,12,19561845
1,0.5,0.287,2,17,19561846
1,0.5,0.286,2,15,19561847
1,0.5,0.238,2,10,19561848
1,0.5,0.333,2,20,19561849
1,0.5,0.211,2,11,19561850
1,0.5,0.266,2,20,19561851
1,0.5,0.24,2,12,19561852
1,0.5,0.168,2,13,19561853
1,0.5,0.247,2,12,19561854
1,0.5,0.31,2,14,19561855
1,0.5,0.278,2,17,19561856
1,0.5,0.257,2,18,19561857
1,0.5,0.126,2,10,19561858
1,0.5,0.218,2,12,19561859
1,1.0,0.125,1,16,19561860
1,0.5,0.252,2,13,19561861
1,0.5,0.182,2,13,19561862
1,1.0,0.233,1,15,19561863
1,0.5,0.276,2,11,19561864
1,0.5,0.213,2,15,19561865
1,0.5,0.28,2,20,19561866
1,0.5,0.205,2,13,19561867
1,0.5,0.231,2,13,19561868
1,0.5,0.122,2,10,19561869
1,0.5,0.513,2,19,19561870
1,0.5,0.418,2,13,19561871
1,0.5,0.319,2,18,19561872
1,0.5,0.311,2,14,19561873
1,0.5,0.357,2,12,19561874
1,0.5,0.186,2,11,19561875
1,0.5,0.303,2,10,19561876
1,1.0,0.204,1,13,19561877
1,0.5,0.354,2,13,19561878
1,0.5,0.249,2,14,19561879
1,0.5,0.241,2,18,19561880
1,0.5,0.241,2,12,19561881
1,0.5,0.221,2,18,19561882
1,0.5,0.225,2,15,19561883
1,0.5,0.13,2,13,19561884
1,1.0,0.193,1,13,19561885
1,0.5,0.227,2,13,19561886
1,0.5,0.184,2,14,19561887
1,0.5,0.284,2,16,19561888
1,0.5,0.32,2,11,19561889
1,0.5,0.166,2,14,19561890
1,0.5,0.19,2,20,19561891
1,0.5,0.295,2,22,19561892
1,1.0,0.119,1,11,19561893
1,0.5,0.243,2,13,19561894
1,0.5,0.264,2,35,19561895
1,0.5,0.216,2,13,19561896
1,0.5,0.235,2,22,19561897
1,1.0,0.24,1,10,19561898
1,0.5,0.152,2,21,19561899
1,0.5,0.468,2,19,19561900
1,0.5,0.14,2,18,19561901
1,0.5,0.309,2,17,19561902
1,0.5,0.262,2,21,19561903
1,0.5,0.286,2,12,19561904
1,0.5,0.355,2,21,19561905
1,0.5,0.43,2,14,19561906
1,0.5,0.203,2,16,19561907
1,1.0,0.108,1,11,19561908
1,0.5,0.273,2,15,19561909
1,0.5,0.387,2,12,19561910
1,0.5,0.196,2,12,19561911
1,0.5,0.27,2,23,19561912
1,0.5,0.31,2,17,19561913
1,0.5,0.349,2,12,19561914
1,0.5,0.261,2,10,19561915
1,0.5,0.271,2,9,19561916
1,0.5,0.153,2,17,19561917
1,0.5,0.304,2,22,19561918
1,0.5,0.351,2,28,19561919
1,0.5,0.229,2,20,19561920
1,0.5,0.125,2,12,19561921
1,0.5,0.315,2,13,19561922
1,0.5,0.283,2,14,19561923
1,0.5,0.156,2,15,19561924
1,0.5,0.271,2,32,19561925
1,1.0,0.115,1,17,19561926
1,0.5,0.174,2,14,19561927
1,0.5,0.241,2,13,19561928
1,0.5,0.165,2,11,19561929
1,1.0,0.137,1,15,19561930
2,1.0,0.0,1,587,19561831
2,1.0,0.0,1,464,19561832
2,1.0,0.0,1,437,19561833
2,1.0,0.0,1,456,19561834
2,1.0,0.0,1,447,19561835
2,1.0,0.0,1,411,19561836
2,1.0,0.0,1,472,19561837
2,1.0,0.0,1,479,19561838
2,1.0,0.0,1,478,19561839
2,1.0,0.0,1,467,19561840
2,1.0,0.0,1,402,19561841
2,1.0,0.0,1,9,19561842
2,1.0,0.0,1,418,19561843
2,1.0,0.0,1,456,19561844
2,1.0,0.0,1,326,19561845
2,1.0,0.0,1,492,19561846
2,1.0,1.0,1,484,19561847
