initial moral mean,stability,morality,cycle length,generation count,seed
0.25,0.5,0.113,2,12,19561831
0.25,1.0,0.179,1,17,19561832
0.25,0.5,0.093,2,14,19561833
0.25,1.0,0.13,1,18,19561834
0.25,0.5,0.224,2,11,19561835
0.25,1.0,0.118,1,10,19561836
0.25,0.5,0.183,2,20,19561837
0.25,0.5,0.266,2,17,19561838
0.25,1.0,0.128,1,13,19561839
0.25,0.5,0.272,2,14,19561840
0.25,0.5,0.176,2,28,19561841
0.25,0.5,0.026,2,14,19561842
0.25,1.0,0.239,1,13,19561843
0.25,0.5,0.149,2,15,19561844
0.25,0.5,0.12,2,11,19561845
0.25,0.5,0.203,2,14,19561846
0.25,0.5,0.208,2,13,19561847
0.25,0.5,0.149,2,17,19561848
0.25,1.0,0.276,1,24,19561849
0.25,1.0,0.075,1,11,19561850
0.25,1.0,0.18,1,13,19561851
0.25,0.5,0.1,2,14,19561852
0.25,0.5,0.058,2,18,19561853
0.25,1.0,0.109,1,12,19561854
0.25,0.5,0.21,2,16,19561855
0.25,0.5,0.217,2,21,19561856
0.25,0.5,0.165,2,22,19561857
0.25,0.5,0.012,2,15,19561858
0.25,0.5,0.123,2,11,19561859
0.25,1.0,0.086,1,19,19561860
0.25,1.0,0.099,1,16,19561861
0.25,0.5,0.136,2,14,19561862
0.25,0.5,0.126,2,13,19561863
0.25,0.5,0.1,2,15,19561864
0.25,1.0,0.143,1,22,19561865
0.25,0.5,0.15,2,24,19561866
0.25,1.0,0.089,1,15,19561867
0.25,0.5,0.141,2,28,19561868
0.25,1.0,0.065,1,14,19561869
0.25,0.5,0.424,2,17,19561870
0.25,0.5,0.294,2,27,19561871
0.25,0.5,0.215,2,15,19561872
0.25,1.0,0.204,1,19,19561873
0.25,0.5,0.255,2,15,19561874
0.25,1.0,0.05,1,11,19561875
0.25,0.5,0.192,2,17,19561876
0.25,1.0,0.071,1,14,19561877
0.25,0.5,0.202,2,15,19561878
0.25,0.5,0.119,2,11,19561879
0.25,0.5,0.161,2,16,19561880
0.25,0.5,0.166,2,18,19561881
0.25,1.0,0.05,1,17,19561882
0.25,0.5,0.21,2,13,19561883
0.25,0.5,0.079,2,12,19561884
0.25,1.0,0.117,1,12,19561885
0.25,1.0,0.127,1,13,19561886
0.25,1.0,0.086,1,13,19561887
0.25,0.5,0.201,2,14,19561888
0.25,0.5,0.254,2,11,19561889
0.25,0.5,0.115,2,31,19561890
0.25,0.5,0.178,2,13,19561891
0.25,0.5,0.121,2,18,19561892
0.25,1.0,0.029,1,13,19561893
0.25,0.5,0.084,2,19,19561894
0.25,0.5,0.22,2,18,19561895
0.25,1.0,0.086,1,12,19561896
0.25,0.5,0.153,2,24,19561897
0.25,1.0,0.193,1,13,19561898
0.25,1.0,0.046,1,14,19561899
0.25,0.5,0.461,2,19,19561900
0.25,0.5,0.111,2,12,19561901
0.25,0.5,0.245,2,21,19561902
0.25,0.5,0.178,2,19,19561903
0.25,0.5,0.224,2,15,19561904
0.25,0.5,0.133,2,20,19561905
0.25,0.5,0.234,2,15,19561906
0.25,1.0,0.115,1,11,19561907
0.25,0.5,0.036,2,12,19561908
0.25,1.0,0.136,1,13,19561909
0.25,0.5,0.206,2,17,19561910
0.25,0.5,0.108,2,22,19561911
0.25,1.0,0.118,1,19,19561912
0.25,0.5,0.172,2,15,19561913
0.25,0.5,0.228,2,11,19561914
0.25,1.0,0.171,1,9,19561915
0.25,1.0,0.207,1,11,19561916
0.25,0.5,0.05,2,14,19561917
0.25,1.0,0.254,1,19,19561918
0.25,1.0,0.24,1,16,19561919
0.25,0.5,0.19,2,21,19561920
0.25,1.0,0.057,1,13,19561921
0.25,0.5,0.253,2,11,19561922
0.25,1.0,0.17,1,17,19561923
0.25,0.5,0.091,2,11,19561924
0.25,0.5,0.224,2,14,19561925
0.25,1.0,0.043,1,12,19561926
0.25,1.0,0.114,1,18,19561927
0.25,0.5,0.056,2,11,19561928
0.25,0.5,0.071,2,13,19561929
0.25,0.5,0.022,2,11,19561930
0.5,0.5,0.236,2,20,19561831
0.5,0.5,0.262,2,15,19561832
0.5,0.5,0.183,2,16,19561833
0.5,0.5,0.172,2,16,19561834
0.5,0.5,0.154,2,16,19561835
0.5,0.5,0.342,2,17,19561836
0.5,0.5,0.31,2,18,19561837
0.5,0.5,0.249,2,17,19561838
0.5,0.5,0.218,2,13,19561839
0.5,0.5,0.365,2,17,19561840
0.5,0.5,0.345,2,16,19561841
0.5,0.5,0.016,2,17,19561842
0.5,1.0,0.359,1,11,19561843
0.5,0.5,0.165,2,14,19561844
0.5,0.5,0.172,2,12,19561845
0.5,0.5,0.287,2,17,19561846
0.5,0.5,0.286,2,15,19561847
0.5,0.5,0.238,2,10,19561848
0.5,0.5,0.333,2,20,19561849
0.5,0.5,0.211,2,11,19561850
0.5,0.5,0.266,2,20,19561851
0.5,0.5,0.24,2,12,19561852
0.5,0.5,0.168,2,13,19561853
0.5,0.5,0.247,2,12,19561854
0.5,0.5,0.31,2,14,19561855
0.5,0.5,0.278,2,17,19561856
0.5,0.5,0.257,2,18,19561857
0.5,0.5,0.126,2,10,19561858
0.5,0.5,0.218,2,12,19561859
0.5,1.0,0.125,1,16,19561860
0.5,0.5,0.252,2,13,19561861
0.5,0.5,0.182,2,13,19561862
0.5,1.0,0.233,1,15,19561863
0.5,0.5,0.276,2,11,19561864
0.5,0.5,0.213,2,15,19561865
0.5,0.5,0.28,2,20,19561866
0.5,0.5,0.205,2,13,19561867
0.5,0.5,0.231,2,13,19561868
0.5,0.5,0.122,2,10,19561869
0.5,0.5,0.513,2,19,19561870
0.5,0.5,0.418,2,13,19561871
0.5,0.5,0.319,2,18,19561872
0.5,0.5,0.311,2,14,19561873
0.5,0.5,0.357,2,12,19561874
0.5,0.5,0.186,2,11,19561875
0.5,0.5,0.303,2,10,19561876
0.5,1.0,0.204,1,13,19561877
0.5,0.5,0.354,2,13,19561878
0.5,0.5,0.249,2,14,19561879
0.5,0.5,0.241,2,18,19561880
0.5,0.5,0.241,2,12,19561881
0.5,0.5,0.221,2,18,19561882
0.5,0.5,0.225,2,15,19561883
0.5,0.5,0.13,2,13,19561884
0.5,1.0,0.193,1,13,19561885
0.5,0.5,0.227,2,13,19561886
0.5,0.5,0.184,2,14,19561887
0.5,0.5,0.284,2,16,19561888
0.5,0.5,0.32,2,11,19561889
0.5,0.5,0.166,2,14,19561890
0.5,0.5,0.19,2,20,19561891
0.5,0.5,0.295,2,22,19561892
0.5,1.0,0.119,1,11,19561893
0.5,0.5,0.243,2,13,19561894
0.5,0.5,0.264,2,35,19561895
0.5,0.5,0.216,2,13,19561896
0.5,0.5,0.235,2,22,19561897
0.5,1.0,0.24,1,10,19561898
0.5,0.5,0.152,2,21,19561899
0.5,0.5,0.468,2,19,19561900
0.5,0.5,0.14,2,18,19561901
0.5,0.5,0.309,2,17,19561902
0.5,0.5,0.262,2,21,19561903
0.5,0.5,0.286,2,12,19561904
0.5,0.5,0.355,2,21,19561905
0.5,0.5,0.43,2,14,19561906
0.5,0.5,0.203,2,16,19561907
0.5,1.0,0.108,1,11,19561908
0.5,0.5,0.273,2,15,19561909
0.5,0.5,0.387,2,12,19561910
0.5,0.5,0.196,2,12,19561911
0.5,0.5,0.27,2,23,19561912
0.5,0.5,0.31,2,17,19561913
0.5,0.5,0.349,2,12,19561914
0.5,0.5,0.261,2,10,19561915
0.5,0.5,0.271,2,9,19561916
0.5,0.5,0.153,2,17,19561917
0.5,0.5,0.304,2,22,19561918
0.5,0.5,0.351,2,28,19561919
0.5,0.5,0.229,2,20,19561920
0.5,0.5,0.125,2,12,19561921
0.5,0.5,0.315,2,13,19561922
0.5,0.5,0.283,2,14,19561923
0.5,0.5,0.156,2,15,19561924
0.5,0.5,0.271,2,32,19561925
0.5,1.0,0.115,1,17,19561926
0.5,0.5,0.174,2,14,19561927
0.5,0.5,0.241,2,13,19561928
0.5,0.5,0.165,2,11,19561929
0.5,1.0,0.137,1,15,19561930
0.75,0.5,0.266,2,17,19561831
0.75,0.5,0.365,2,13,19561832
0.75,0.5,0.252,2,12,19561833
0.75,0.5,0.228,2,17,19561834
0.75,0.5,0.246,2,19,19561835
0.75,0.5,0.409,2,14,19561836
0.75,0.5,0.42,2,16,19561837
0.75,0.5,0.34,2,15,19561838
0.75,0.5,0.284,2,10,19561839
0.75,0.5,0.457,2,12,19561840
0.75,0.5,0.369,2,11,19561841
0.75,0.5,0.133,2,16,19561842
0.75,0.5,0.425,2,11,19561843
0.75,0.5,0.23,2,25,19561844
0.75,0.5,0.335,2,11,19561845
0.75,0.5,0.313,2,13,19561846
0.75,0.5,0.297,2,13,19561847
0.75,0.5,0.274,2,16,19561848
0.75,0.5,0.34,2,16,19561849
0.75,0.5,0.284,2,10,19561850
0.75,0.5,0.269,2,15,19561851
0.75,0.5,0.328,2,12,19561852
0.75,0.5,0.19,2,12,19561853
0.75,0.5,0.308,2,12,19561854
0.75,0.5,0.283,2,17,19561855
0.75,0.5,0.345,2,10,19561856
0.75,0.5,0.324,2,16,19561857
0.75,0.5,0.147,2,10,19561858
0.75,0.5,0.334,2,13,19561859
0.75,0.5,0.346,2,11,19561860
0.75,0.5,0.34,2,12,19561861
0.75,0.5,0.32,2,16,19561862
0.75,0.5,0.374,2,13,19561863
0.75,0.5,0.365,2,16,19561864
0.75,0.5,0.336,2,11,19561865
0.75,0.5,0.329,2,20,19561866
0.75,0.5,0.2,2,22,19561867
0.75,0.5,0.364,2,16,19561868
0.75,0.5,0.142,2,11,19561869
0.75,0.5,0.575,2,15,19561870
0.75,0.5,0.487,2,18,19561871
0.75,0.5,0.332,2,26,19561872
0.75,0.5,0.291,2,20,19561873
0.75,0.5,0.398,2,16,19561874
0.75,0.5,0.266,2,14,19561875
0.75,0.5,0.342,2,14,19561876
0.75,0.5,0.25,2,16,19561877
0.75,0.5,0.374,2,13,19561878
0.75,0.5,0.293,2,19,19561879
0.75,0.5,0.276,2,16,19561880
0.75,0.5,0.211,2,16,19561881
0.75,0.5,0.228,2,18,19561882
0.75,0.5,0.318,2,11,19561883
0.75,0.5,0.274,2,11,19561884
0.75,0.5,0.265,2,13,19561885
0.75,0.5,0.291,2,22,19561886
0.75,0.5,0.246,2,17,19561887
0.75,0.5,0.326,2,20,19561888
0.75,0.5,0.398,2,11,19561889
0.75,0.5,0.235,2,18,19561890
0.75,0.5,0.261,2,13,19561891
0.75,0.5,0.367,2,23,19561892
0.75,0.5,0.163,2,14,19561893
0.75,0.5,0.314,2,10,19561894
0.75,0.5,0.3,2,15,19561895
0.75,0.5,0.256,2,16,19561896
0.75,0.5,0.461,2,11,19561897
0.75,0.5,0.341,2,14,19561898
0.75,0.5,0.193,2,31,19561899
0.75,0.5,0.59,2,13,19561900
0.75,0.5,0.293,2,14,19561901
0.75,0.5,0.349,2,23,19561902
0.75,0.5,0.379,2,16,19561903
0.75,0.5,0.441,2,15,19561904
0.75,0.5,0.406,2,19,19561905
0.75,0.5,0.473,2,12,19561906
0.75,0.5,0.273,2,13,19561907
0.75,0.5,0.124,2,10,19561908
0.75,0.5,0.37,2,13,19561909
0.75,0.5,0.479,2,19,19561910
0.75,0.5,0.248,2,21,19561911
0.75,0.5,0.337,2,17,19561912
0.75,0.5,0.497,2,12,19561913
0.75,0.5,0.379,2,22,19561914
0.75,0.5,0.324,2,14,19561915
0.75,0.5,0.402,2,16,19561916
0.75,0.5,0.262,2,12,19561917
0.75,0.5,0.41,2,16,19561918
0.75,0.5,0.447,2,9,19561919
0.75,0.5,0.35,2,15,19561920
0.75,0.5,0.206,2,11,19561921
0.75,0.5,0.464,2,13,19561922
0.75,0.5,0.323,2,17,19561923
0.75,0.5,0.237,2,19,19561924
0.75,0.5,0.312,2,29,19561925
0.75,0.5,0.16,2,12,19561926
0.75,0.5,0.139,2,13,19561927
0.75,0.5,0.241,2,15,19561928
0.75,0.5,0.248,2,21,19561929
0.75,0.5,0.299,2,16,19561930
