learning rule,stability,morality,cycle length,generation count,seed
IBest,1.0,1.0,1,5,19561831
IBest,1.0,1.0,1,7,19561832
IBest,1.0,1.0,1,9,19561833
IBest,1.0,1.0,1,7,19561834
IBest,1.0,1.0,1,5,19561835
IBest,1.0,1.0,1,6,19561836
IBest,1.0,0.999,1,5,19561837
IBest,1.0,1.0,1,6,19561838
IBest,1.0,1.0,1,6,19561839
IBest,1.0,1.0,1,5,19561840
IBest,1.0,1.0,1,6,19561841
IBest,1.0,1.0,1,5,19561842
IBest,1.0,1.0,1,6,19561843
IBest,1.0,1.0,1,6,19561844
IBest,1.0,1.0,1,8,19561845
IBest,1.0,0.998,1,6,19561846
IBest,1.0,1.0,1,8,19561847
IBest,1.0,1.0,1,6,19561848
IBest,1.0,1.0,1,6,19561849
IBest,1.0,1.0,1,6,19561850
IBest,1.0,0.999,1,5,19561851
IBest,1.0,1.0,1,7,19561852
IBest,1.0,1.0,1,6,19561853
IBest,1.0,0.999,1,6,19561854
IBest,1.0,1.0,1,6,19561855
IBest,1.0,1.0,1,7,19561856
IBest,1.0,0.998,1,5,19561857
IBest,1.0,1.0,1,8,19561858
IBest,1.0,1.0,1,8,19561859
IBest,1.0,1.0,1,7,19561860
IBest,1.0,0.998,1,6,19561861
IBest,1.0,1.0,1,7,19561862
IBest,1.0,1.0,1,7,19561863
IBest,1.0,1.0,1,7,19561864
IBest,1.0,1.0,1,6,19561865
IBest,1.0,1.0,1,6,19561866
IBest,1.0,1.0,1,5,19561867
IBest,1.0,1.0,1,6,19561868
IBest,1.0,0.999,1,7,19561869
IBest,1.0,1.0,1,5,19561870
IBest,1.0,1.0,1,5,19561871
IBest,1.0,0.998,1,6,19561872
IBest,1.0,0.999,1,7,19561873
IBest,1.0,1.0,1,6,19561874
IBest,1.0,0.999,1,7,19561875
IBest,1.0,1.0,1,7,19561876
IBest,1.0,1.0,1,6,19561877
IBest,1.0,1.0,1,5,19561878
IBest,1.0,0.999,1,6,19561879
IBest,1.0,0.999,1,7,19561880
IBest,1.0,1.0,1,5,19561881
IBest,1.0,1.0,1,6,19561882
IBest,1.0,1.0,1,7,19561883
IBest,1.0,1.0,1,6,19561884
IBest,1.0,1.0,1,6,19561885
IBest,1.0,1.0,1,7,19561886
IBest,1.0,1.0,1,5,19561887
IBest,1.0,1.0,1,6,19561888
IBest,1.0,0.999,1,8,19561889
IBest,1.0,1.0,1,6,19561890
IBest,1.0,1.0,1,5,19561891
IBest,1.0,1.0,1,6,19561892
IBest,1.0,1.0,1,6,19561893
IBest,1.0,1.0,1,5,19561894
IBest,1.0,0.999,1,7,19561895
IBest,1.0,1.0,1,5,19561896
IBest,1.0,0.999,1,9,19561897
IBest,1.0,1.0,1,6,19561898
IBest,1.0,0.999,1,7,19561899
IBest,1.0,0.999,1,6,19561900
IBest,1.0,1.0,1,6,19561901
IBest,1.0,1.0,1,5,19561902
IBest,1.0,1.0,1,6,19561903
IBest,1.0,1.0,1,7,19561904
IBest,1.0,1.0,1,6,19561905
IBest,1.0,1.0,1,7,19561906
IBest,1.0,1.0,1,6,19561907
IBest,1.0,0.999,1,7,19561908
IBest,1.0,1.0,1,6,19561909
IBest,1.0,0.999,1,5,19561910
IBest,1.0,1.0,1,5,19561911
IBest,1.0,1.0,1,6,19561912
IBest,1.0,1.0,1,5,19561913
IBest,1.0,1.0,1,5,19561914
IBest,1.0,1.0,1,16,19561915
IBest,1.0,1.0,1,5,19561916
IBest,1.0,1.0,1,6,19561917
IBest,1.0,1.0,1,7,19561918
IBest,1.0,1.0,1,6,19561919
IBest,1.0,1.0,1,6,19561920
IBest,1.0,1.0,1,5,19561921
IBest,1.0,1.0,1,7,19561922
IBest,1.0,1.0,1,5,19561923
IBest,1.0,1.0,1,8,19561924
IBest,1.0,0.999,1,10,19561925
IBest,1.0,1.0,1,6,19561926
IBest,1.0,1.0,1,7,19561927
IBest,1.0,1.0,1,5,19561928
IBest,1.0,0.998,1,5,19561929
IBest,1.0,1.0,1,6,19561930
IProb,0.001,0.9993,0,1000,19561831
IProb,0.001,0.9986,0,1000,19561832
IProb,0.001,0.9951,0,1000,19561833
IProb,0.001,0.9981,0,1000,19561834
IProb,0.001,0.999,0,1000,19561835
IProb,0.001,0.999,0,1000,19561836
IProb,0.001,0.9991,0,1000,19561837
IProb,0.001,0.9989,0,1000,19561838
IProb,0.001,0.9994,0,1000,19561839
IProb,0.001,0.999,0,1000,19561840
IProb,0.001,0.9988,0,1000,19561841
IProb,0.001,0.9994,0,1000,19561842
IProb,0.001,0.999,0,1000,19561843
IProb,0.001,0.9991,0,1000,19561844
IProb,0.001,0.9984,0,1000,19561845
IProb,0.001,0.999,0,1000,19561846
IProb,0.001,0.9971,0,1000,19561847
IProb,0.001,0.9991,0,1000,19561848
IProb,0.001,0.9988,0,1000,19561849
IProb,0.001,0.9992,0,1000,19561850
IProb,0.001,0.9992,0,1000,19561851
IProb,0.001,0.9982,0,1000,19561852
IProb,0.001,0.9984,0,1000,19561853
IProb,0.001,0.9989,0,1000,19561854
IProb,0.001,0.9989,0,1000,19561855
IProb,0.001,0.9984,0,1000,19561856
IProb,0.001,0.9996,0,1000,19561857
IProb,0.001,0.9965,0,1000,19561858
IProb,0.001,0.9971,0,1000,19561859
IProb,0.001,0.9979,0,1000,19561860
IProb,0.001,0.9987,0,1000,19561861
IProb,0.001,0.9976,0,1000,19561862
IProb,0.001,0.9979,0,1000,19561863
IProb,0.001,0.997,0,1000,19561864
IProb,0.001,0.9987,0,1000,19561865
