initial moral mean,stability,morality,cycle length,generation count,seed
0.25,1.0,1.0,1,8,19561831
0.25,1.0,0.999,1,13,19561832
0.25,1.0,0.06,1,6,19561833
0.25,1.0,1.0,1,20,19561834
0.25,1.0,1.0,1,9,19561835
0.25,1.0,0.999,1,7,19561836
0.25,1.0,0.999,1,11,19561837
0.25,1.0,1.0,1,9,19561838
0.25,1.0,1.0,1,7,19561839
0.25,1.0,1.0,1,8,19561840
0.25,1.0,1.0,1,10,19561841
0.25,1.0,1.0,1,7,19561842
0.25,1.0,0.999,1,9,19561843
0.25,1.0,1.0,1,10,19561844
0.25,1.0,0.067,1,4,19561845
0.25,1.0,0.998,1,13,19561846
0.25,1.0,0.058,1,4,19561847
0.25,1.0,1.0,1,8,19561848
0.25,1.0,0.055,1,4,19561849
0.25,1.0,1.0,1,8,19561850
0.25,1.0,1.0,1,7,19561851
0.25,1.0,1.0,1,12,19561852
0.25,1.0,0.999,1,10,19561853
0.25,1.0,1.0,1,10,19561854
0.25,1.0,1.0,1,12,19561855
0.25,1.0,0.162,1,11,19561856
0.25,1.0,1.0,1,6,19561857
0.25,1.0,0.025,1,4,19561858
0.25,1.0,0.116,1,9,19561859
0.25,1.0,0.035,1,4,19561860
0.25,1.0,0.999,1,10,19561861
0.25,1.0,0.036,1,5,19561862
0.25,1.0,0.124,1,10,19561863
0.25,1.0,0.068,1,5,19561864
0.25,1.0,1.0,1,18,19561865
0.25,1.0,0.999,1,10,19561866
0.25,1.0,0.998,1,16,19561867
0.25,1.0,0.218,1,12,19561868
0.25,1.0,1.0,1,8,19561869
0.25,1.0,1.0,1,8,19561870
0.25,1.0,1.0,1,10,19561871
0.25,1.0,0.999,1,14,19561872
0.25,1.0,1.0,1,17,19561873
0.25,1.0,1.0,1,10,19561874
0.25,1.0,0.999,1,12,19561875
0.25,1.0,1.0,1,23,19561876
0.25,1.0,0.126,1,11,19561877
0.25,1.0,1.0,1,6,19561878
0.25,1.0,1.0,1,7,19561879
0.25,1.0,0.999,1,14,19561880
0.25,1.0,1.0,1,5,19561881
0.25,1.0,1.0,1,11,19561882
0.25,1.0,0.047,1,5,19561883
0.25,1.0,0.999,1,10,19561884
0.25,1.0,1.0,1,10,19561885
0.25,1.0,1.0,1,16,19561886
0.25,1.0,1.0,1,7,19561887
0.25,1.0,1.0,1,13,19561888
0.25,1.0,0.031,1,4,19561889
0.25,1.0,1.0,1,7,19561890
0.25,1.0,1.0,1,7,19561891
0.25,1.0,0.127,1,8,19561892
0.25,1.0,1.0,1,9,19561893
0.25,1.0,0.999,1,11,19561894
0.25,1.0,1.0,1,26,19561895
0.25,1.0,1.0,1,8,19561896
0.25,1.0,0.0,1,2,19561897
0.25,1.0,1.0,1,8,19561898
0.25,1.0,1.0,1,14,19561899
0.25,1.0,1.0,1,10,19561900
0.25,1.0,1.0,1,10,19561901
0.25,1.0,1.0,1,8,19561902
0.25,1.0,1.0,1,8,19561903
0.25,1.0,0.034,1,4,19561904
0.25,1.0,1.0,1,12,19561905
0.25,1.0,0.046,1,3,19561906
0.25,1.0,0.027,1,4,19561907
0.25,1.0,0.999,1,16,19561908
0.25,1.0,1.0,1,18,19561909
0.25,1.0,0.999,1,9,19561910
0.25,1.0,1.0,1,5,19561911
0.25,1.0,1.0,1,15,19561912
0.25,1.0,1.0,1,6,19561913
0.25,1.0,1.0,1,8,19561914
0.25,1.0,0.025,1,3,19561915
0.25,1.0,1.0,1,7,19561916
0.25,1.0,1.0,1,6,19561917
0.25,1.0,0.221,1,16,19561918
0.25,1.0,0.234,1,11,19561919
0.25,1.0,1.0,1,8,19561920
0.25,1.0,1.0,1,6,19561921
0.25,1.0,0.047,1,5,19561922
0.25,1.0,0.999,1,8,19561923
0.25,1.0,0.029,1,4,19561924
0.25,1.0,0.008,1,3,19561925
0.25,1.0,1.0,1,8,19561926
0.25,1.0,1.0,1,36,19561927
0.25,1.0,1.0,1,6,19561928
0.25,1.0,0.997,1,8,19561929
0.25,1.0,0.028,1,4,19561930
0.5,1.0,1.0,1,5,19561831
