mutation probability,stability,morality,cycle length,generation count,seed
0.0,1.0,1.0,1,5,19561831
0.0,1.0,1.0,1,7,19561832
0.0,1.0,1.0,1,9,19561833
0.0,1.0,1.0,1,7,19561834
0.0,1.0,1.0,1,5,19561835
0.0,1.0,1.0,1,6,19561836
0.0,1.0,0.999,1,5,19561837
0.0,1.0,1.0,1,6,19561838
0.0,1.0,1.0,1,6,19561839
0.0,1.0,1.0,1,5,19561840
0.0,1.0,0.999,1,6,19561841
0.0,1.0,1.0,1,5,19561842
0.0,1.0,1.0,1,6,19561843
0.0,1.0,1.0,1,6,19561844
0.0,1.0,1.0,1,8,19561845
0.0,1.0,0.998,1,6,19561846
0.0,1.0,1.0,1,8,19561847
0.0,1.0,1.0,1,6,19561848
0.0,1.0,1.0,1,6,19561849
0.0,1.0,1.0,1,6,19561850
0.0,1.0,0.999,1,5,19561851
0.0,1.0,1.0,1,7,19561852
0.0,1.0,1.0,1,6,19561853
0.0,1.0,1.0,1,6,19561854
0.0,1.0,1.0,1,6,19561855
0.0,1.0,1.0,1,7,19561856
0.0,1.0,0.998,1,5,19561857
0.0,1.0,1.0,1,8,19561858
0.0,1.0,1.0,1,8,19561859
0.0,1.0,1.0,1,7,19561860
0.0,1.0,0.998,1,6,19561861
0.0,1.0,1.0,1,7,19561862
0.0,1.0,1.0,1,7,19561863
0.0,1.0,0.999,1,8,19561864
0.0,1.0,1.0,1,6,19561865
0.0,1.0,1.0,1,6,19561866
0.0,1.0,1.0,1,5,19561867
0.0,1.0,1.0,1,6,19561868
0.0,1.0,0.999,1,7,19561869
0.0,1.0,1.0,1,5,19561870
0.0,1.0,1.0,1,5,19561871
0.0,1.0,0.998,1,6,19561872
0.0,1.0,0.999,1,7,19561873
0.0,1.0,1.0,1,6,19561874
0.0,1.0,0.999,1,7,19561875
0.0,1.0,1.0,1,7,19561876
0.0,1.0,1.0,1,6,19561877
0.0,1.0,1.0,1,5,19561878
0.0,1.0,0.999,1,6,19561879
0.0,1.0,0.999,1,7,19561880
0.0,1.0,1.0,1,5,19561881
0.0,1.0,1.0,1,6,19561882
0.0,1.0,1.0,1,7,19561883
0.0,1.0,1.0,1,6,19561884
0.0,1.0,1.0,1,6,19561885
0.0,1.0,1.0,1,7,19561886
0.0,1.0,1.0,1,5,19561887
0.0,1.0,1.0,1,6,19561888
0.0,1.0,0.999,1,8,19561889
0.0,1.0,1.0,1,6,19561890
0.0,1.0,1.0,1,9,19561891
0.0,1.0,1.0,1,7,19561892
0.0,1.0,1.0,1,6,19561893
0.0,1.0,1.0,1,5,19561894
0.0,1.0,1.0,1,7,19561895
0.0,1.0,1.0,1,5,19561896
0.0,1.0,1.0,1,8,19561897
0.0,1.0,1.0,1,6,19561898
0.0,1.0,0.999,1,7,19561899
0.0,1.0,0.999,1,6,19561900
0.0,1.0,1.0,1,6,19561901
0.0,1.0,1.0,1,5,19561902
0.0,1.0,1.0,1,6,19561903
0.0,1.0,0.998,1,7,19561904
0.0,1.0,1.0,1,7,19561905
0.0,1.0,1.0,1,7,19561906
0.0,1.0,1.0,1,7,19561907
0.0,1.0,0.999,1,7,19561908
0.0,1.0,1.0,1,6,19561909
0.0,1.0,0.999,1,5,19561910
0.0,1.0,1.0,1,5,19561911
0.0,1.0,1.0,1,6,19561912
0.0,1.0,1.0,1,5,19561913
0.0,1.0,1.0,1,5,19561914
0.0,1.0,1.0,1,16,19561915
0.0,1.0,1.0,1,5,19561916
0.0,1.0,1.0,1,6,19561917
0.0,1.0,1.0,1,7,19561918
0.0,1.0,0.999,1,6,19561919
0.0,1.0,1.0,1,6,19561920
0.0,1.0,1.0,1,5,19561921
0.0,1.0,1.0,1,7,19561922
0.0,1.0,1.0,1,5,19561923
0.0,1.0,1.0,1,8,19561924
0.0,1.0,0.999,1,10,19561925
0.0,1.0,1.0,1,6,19561926
0.0,1.0,1.0,1,7,19561927
0.0,1.0,1.0,1,5,19561928
0.0,1.0,0.998,1,5,19561929
0.0,1.0,1.0,1,6,19561930
0.001,0.001,0.9984,0,1000,19561831
0.001,0.001,0.9981,0,1000,19561832
0.001,0.001,0.9964,0,1000,19561833
0.001,0.001,0.9978,0,1000,19561834
0.001,0.001,0.9983,0,1000,19561835
0.001,0.001,0.9984,0,1000,19561836
0.001,0.001,0.9977,0,1000,19561837
0.001,0.001,0.9983,0,1000,19561838
0.001,0.001,0.9986,0,1000,19561839
0.001,0.001,0.9984,0,1000,19561840
0.001,0.001,0.9972,0,1000,19561841
0.001,0.001,0.9987,0,1000,19561842
