wrap around,stability,morality,cycle length,generation count,seed
true,1.0,0.0635,1,9,19561831
true,1.0,0.082,1,9,19561832
true,1.0,0.0,1,8,19561833
true,1.0,0.0234,1,8,19561834
true,1.0,0.0518,1,9,19561835
true,1.0,0.0576,1,9,19561836
true,1.0,0.0791,1,8,19561837
true,1.0,0.0088,1,9,19561838
true,1.0,0.0156,1,6,19561839
true,1.0,0.0781,1,9,19561840
true,1.0,0.042,1,10,19561841
true,1.0,0.0137,1,7,19561842
true,1.0,0.1035,1,8,19561843
true,1.0,0.0293,1,9,19561844
true,1.0,0.0,1,6,19561845
true,1.0,0.0518,1,7,19561846
true,1.0,0.0967,1,6,19561847
true,1.0,0.0566,1,7,19561848
true,1.0,0.1035,1,10,19561849
true,1.0,0.0,1,6,19561850
true,1.0,0.0605,1,8,19561851
true,1.0,0.0996,1,9,19561852
true,1.0,0.0,1,7,19561853
true,1.0,0.0,1,8,19561854
true,1.0,0.126,1,9,19561855
true,1.0,0.1318,1,8,19561856
true,1.0,0.0879,1,7,19561857
true,1.0,0.0088,1,6,19561858
true,1.0,0.0,1,9,19561859
true,1.0,0.0,1,9,19561860
true,1.0,0.0,1,6,19561861
true,1.0,0.0557,1,7,19561862
true,1.0,0.0674,1,7,19561863
true,1.0,0.0,1,8,19561864
true,1.0,0.0146,1,9,19561865
true,1.0,0.0254,1,8,19561866
true,1.0,0.0,1,6,19561867
true,1.0,0.168,1,8,19561868
true,1.0,0.0,1,6,19561869
true,1.0,0.2168,1,14,19561870
true,1.0,0.126,1,12,19561871
true,1.0,0.0557,1,7,19561872
true,1.0,0.125,1,10,19561873
true,1.0,0.1055,1,9,19561874
true,1.0,0.0,1,6,19561875
true,1.0,0.0537,1,8,19561876
true,1.0,0.0342,1,8,19561877
true,1.0,0.085,1,7,19561878
true,1.0,0.084,1,8,19561879
true,1.0,0.0293,1,8,19561880
true,1.0,0.0801,1,8,19561881
true,1.0,0.0273,1,9,19561882
true,1.0,0.0518,1,8,19561883
true,1.0,0.0146,1,9,19561884
true,1.0,0.0645,1,9,19561885
true,1.0,0.0557,1,7,19561886
true,1.0,0.0273,1,7,19561887
true,1.0,0.0146,1,8,19561888
true,1.0,0.0645,1,8,19561889
true,1.0,0.0264,1,7,19561890
true,1.0,0.0205,1,10,19561891
true,1.0,0.0449,1,9,19561892
true,1.0,0.0,1,6,19561893
true,1.0,0.0527,1,9,19561894
true,1.0,0.0801,1,10,19561895
true,1.0,0.0293,1,8,19561896
true,1.0,0.0625,1,9,19561897
true,1.0,0.0635,1,8,19561898
true,1.0,0.0176,1,9,19561899
true,1.0,0.168,1,12,19561900
true,1.0,0.0371,1,9,19561901
true,1.0,0.0586,1,8,19561902
true,1.0,0.0479,1,9,19561903
true,1.0,0.1201,1,8,19561904
true,1.0,0.1475,1,8,19561905
true,1.0,0.0918,1,8,19561906
true,1.0,0.042,1,9,19561907
true,1.0,0.0186,1,7,19561908
true,1.0,0.0713,1,9,19561909
