population size,stability,morality,cycle length,generation count,seed
100,1.0,0.0,1,6,19561831
100,1.0,0.0,1,5,19561832
100,1.0,0.0,1,5,19561833
100,1.0,0.0,1,6,19561834
100,1.0,0.0,1,5,19561835
100,1.0,0.0,1,4,19561836
100,1.0,0.0,1,5,19561837
100,1.0,0.0,1,6,19561838
100,1.0,0.0,1,5,19561839
100,1.0,0.0,1,5,19561840
100,1.0,0.0,1,8,19561841
100,1.0,0.0,1,5,19561842
100,1.0,0.09,1,5,19561843
100,1.0,0.0,1,4,19561844
100,1.0,0.0,1,5,19561845
100,1.0,0.0,1,4,19561846
100,1.0,0.0,1,5,19561847
100,1.0,0.11,1,4,19561848
100,1.0,0.0,1,9,19561849
100,1.0,0.0,1,6,19561850
100,1.0,0.0,1,5,19561851
100,1.0,0.0,1,8,19561852
100,1.0,0.0,1,5,19561853
100,1.0,0.16,1,8,19561854
100,1.0,0.0,1,7,19561855
100,1.0,0.0,1,5,19561856
100,1.0,0.24,1,7,19561857
100,1.0,0.0,1,4,19561858
100,1.0,0.0,1,6,19561859
100,1.0,0.0,1,5,19561860
100,1.0,0.0,1,6,19561861
100,1.0,0.21,1,6,19561862
100,1.0,0.41,1,8,19561863
100,1.0,0.0,1,4,19561864
100,1.0,0.0,1,6,19561865
100,1.0,0.0,1,9,19561866
100,1.0,0.0,1,5,19561867
100,1.0,0.33,1,5,19561868
100,1.0,0.0,1,4,19561869
100,1.0,0.0,1,7,19561870
100,1.0,0.24,1,7,19561871
100,1.0,0.0,1,5,19561872
100,1.0,0.0,1,6,19561873
100,1.0,0.0,1,5,19561874
100,1.0,0.0,1,4,19561875
100,1.0,0.0,1,5,19561876
100,1.0,0.0,1,5,19561877
100,1.0,0.0,1,6,19561878
100,1.0,0.0,1,6,19561879
100,1.0,0.0,1,5,19561880
100,1.0,0.0,1,4,19561881
100,1.0,0.0,1,5,19561882
100,1.0,0.0,1,6,19561883
100,1.0,0.0,1,5,19561884
100,1.0,0.16,1,5,19561885
100,1.0,0.32,1,7,19561886
100,1.0,0.0,1,6,19561887
100,1.0,0.0,1,5,19561888
100,1.0,0.0,1,6,19561889
100,1.0,0.0,1,5,19561890
100,1.0,0.0,1,6,19561891
100,1.0,0.36,1,8,19561892
100,1.0,0.0,1,6,19561893
100,1.0,0.16,1,5,19561894
100,1.0,0.0,1,5,19561895
100,1.0,0.0,1,5,19561896
100,1.0,0.0,1,4,19561897
100,1.0,0.0,1,6,19561898
100,1.0,0.0,1,5,19561899
100,0.5,0.95,2,8,19561900
100,1.0,0.0,1,5,19561901
100,1.0,0.0,1,7,19561902
100,1.0,0.42,1,6,19561903
100,1.0,0.12,1,7,19561904
100,1.0,0.0,1,5,19561905
100,1.0,0.0,1,10,19561906
100,1.0,0.0,1,5,19561907
100,1.0,0.0,1,4,19561908
100,1.0,0.0,1,8,19561909
100,1.0,0.58,1,7,19561910
100,1.0,0.0,1,6,19561911
100,1.0,0.0,1,6,19561912
100,1.0,0.18,1,7,19561913
100,1.0,0.0,1,7,19561914
100,1.0,0.0,1,4,19561915
100,1.0,0.0,1,6,19561916
100,1.0,0.0,1,4,19561917
100,1.0,0.19,1,10,19561918
100,1.0,0.0,1,6,19561919
100,1.0,0.12,1,5,19561920
100,1.0,0.0,1,5,19561921
100,1.0,0.0,1,5,19561922
100,1.0,0.0,1,5,19561923
100,1.0,0.0,1,6,19561924
100,1.0,0.29,1,6,19561925
100,1.0,0.0,1,4,19561926
100,1.0,0.0,1,6,19561927
100,1.0,0.12,1,7,19561928
100,1.0,0.0,1,4,19561929
100,1.0,0.0,1,6,19561930
1000,1.0,0.0635,1,9,19561831
1000,1.0,0.082,1,9,19561832
1000,1.0,0.0,1,8,19561833
1000,1.0,0.0234,1,8,19561834
1000,1.0,0.0518,1,9,19561835
1000,1.0,0.0576,1,9,19561836
1000,1.0,0.0791,1,8,19561837
1000,1.0,0.0088,1,9,19561838
1000,1.0,0.0156,1,6,19561839
1000,1.0,0.0781,1,9,19561840
1000,1.0,0.042,1,10,19561841
1000,1.0,0.0137,1,7,19561842
1000,1.0,0.1035,1,8,19561843
1000,1.0,0.0293,1,9,19561844
1000,1.0,0.0,1,6,19561845
1000,1.0,0.0518,1,7,19561846
1000,1.0,0.0967,1,6,19561847
1000,1.0,0.0566,1,7,19561848
1000,1.0,0.1035,1,10,19561849
1000,1.0,0.0,1,6,19561850
1000,1.0,0.0605,1,8,19561851
1000,1.0,0.0996,1,9,19561852
1000,1.0,0.0,1,7,19561853
1000,1.0,0.0,1,8,19561854
1000,1.0,0.126,1,9,19561855
1000,1.0,0.1318,1,8,19561856
1000,1.0,0.0879,1,7,19561857
1000,1.0,0.0088,1,6,19561858
1000,1.0,0.0,1,9,19561859
1000,1.0,0.0,1,9,19561860
1000,1.0,0.0,1,6,19561861
1000,1.0,0.0557,1,7,19561862
1000,1.0,0.0674,1,7,19561863
1000,1.0,0.0,1,8,19561864
1000,1.0,0.0146,1,9,19561865
1000,1.0,0.0254,1,8,19561866
1000,1.0,0.0,1,6,19561867
1000,1.0,0.168,1,8,19561868
1000,1.0,0.0,1,6,19561869
1000,1.0,0.2168,1,14,19561870
1000,1.0,0.126,1,12,19561871
1000,1.0,0.0557,1,7,19561872
1000,1.0,0.125,1,10,19561873
1000,1.0,0.1055,1,9,19561874
1000,1.0,0.0,1,6,19561875
1000,1.0,0.0537,1,8,19561876
1000,1.0,0.0342,1,8,19561877
1000,1.0,0.085,1,7,19561878
1000,1.0,0.084,1,8,19561879
1000,1.0,0.0293,1,8,19561880
1000,1.0,0.0801,1,8,19561881
1000,1.0,0.0273,1,9,19561882
1000,1.0,0.0518,1,8,19561883
1000,1.0,0.0146,1,9,19561884
1000,1.0,0.0645,1,9,19561885
1000,1.0,0.0557,1,7,19561886
1000,1.0,0.0273,1,7,19561887
1000,1.0,0.0146,1,8,19561888
1000,1.0,0.0645,1,8,19561889
1000,1.0,0.0264,1,7,19561890
1000,1.0,0.0205,1,10,19561891
1000,1.0,0.0449,1,9,19561892
1000,1.0,0.0,1,6,19561893
1000,1.0,0.0527,1,9,19561894
1000,1.0,0.0801,1,10,19561895
1000,1.0,0.0293,1,8,19561896
1000,1.0,0.0625,1,9,19561897
1000,1.0,0.0635,1,8,19561898
1000,1.0,0.0176,1,9,19561899
1000,1.0,0.168,1,12,19561900
1000,1.0,0.0371,1,9,19561901
1000,1.0,0.0586,1,8,19561902
1000,1.0,0.0479,1,9,19561903
