mutation probability,stability,morality,cycle length,generation count,seed
0.0,1.0,0.0635,1,9,19561831
0.0,1.0,0.082,1,9,19561832
0.0,1.0,0.0,1,8,19561833
0.0,1.0,0.0234,1,8,19561834
0.0,1.0,0.0518,1,9,19561835
0.0,1.0,0.0576,1,9,19561836
0.0,1.0,0.0791,1,8,19561837
0.0,1.0,0.0088,1,9,19561838
0.0,1.0,0.0156,1,6,19561839
0.0,1.0,0.0781,1,9,19561840
0.0,1.0,0.042,1,10,19561841
0.0,1.0,0.0137,1,7,19561842
0.0,1.0,0.1035,1,8,19561843
0.0,1.0,0.0293,1,9,19561844
0.0,1.0,0.0,1,6,19561845
0.0,1.0,0.0518,1,7,19561846
0.0,1.0,0.0967,1,6,19561847
0.0,1.0,0.0566,1,7,19561848
0.0,1.0,0.1035,1,10,19561849
0.0,1.0,0.0,1,6,19561850
0.0,1.0,0.0605,1,8,19561851
0.0,1.0,0.0996,1,9,19561852
0.0,1.0,0.0,1,7,19561853
0.0,1.0,0.0,1,8,19561854
0.0,1.0,0.126,1,9,19561855
0.0,1.0,0.1318,1,8,19561856
0.0,1.0,0.0879,1,7,19561857
0.0,1.0,0.0088,1,6,19561858
0.0,1.0,0.0,1,9,19561859
0.0,1.0,0.0,1,9,19561860
0.0,1.0,0.0,1,6,19561861
0.0,1.0,0.0557,1,7,19561862
0.0,1.0,0.0674,1,7,19561863
0.0,1.0,0.0,1,8,19561864
0.0,1.0,0.0146,1,9,19561865
0.0,1.0,0.0254,1,8,19561866
0.0,1.0,0.0,1,6,19561867
0.0,1.0,0.168,1,8,19561868
0.0,1.0,0.0,1,6,19561869
0.0,1.0,0.2168,1,14,19561870
0.0,1.0,0.126,1,12,19561871
0.0,1.0,0.0557,1,7,19561872
0.0,1.0,0.125,1,10,19561873
0.0,1.0,0.1055,1,9,19561874
0.0,1.0,0.0,1,6,19561875
0.0,1.0,0.0537,1,8,19561876
0.0,1.0,0.0342,1,8,19561877
0.0,1.0,0.085,1,7,19561878
0.0,1.0,0.084,1,8,19561879
0.0,1.0,0.0293,1,8,19561880
0.0,1.0,0.0801,1,8,19561881
0.0,1.0,0.0273,1,9,19561882
0.0,1.0,0.0518,1,8,19561883
0.0,1.0,0.0146,1,9,19561884
0.0,1.0,0.0645,1,9,19561885
0.0,1.0,0.0557,1,7,19561886
0.0,1.0,0.0273,1,7,19561887
0.0,1.0,0.0146,1,8,19561888
0.0,1.0,0.0645,1,8,19561889
0.0,1.0,0.0264,1,7,19561890
0.0,1.0,0.0205,1,10,19561891
0.0,1.0,0.0449,1,9,19561892
0.0,1.0,0.0,1,6,19561893
0.0,1.0,0.0527,1,9,19561894
0.0,1.0,0.0801,1,10,19561895
0.0,1.0,0.0293,1,8,19561896
0.0,1.0,0.0625,1,9,19561897
0.0,1.0,0.0635,1,8,19561898
0.0,1.0,0.0176,1,9,19561899
0.0,1.0,0.168,1,12,19561900
0.0,1.0,0.0371,1,9,19561901
0.0,1.0,0.0586,1,8,19561902
0.0,1.0,0.0479,1,9,19561903
0.0,1.0,0.1201,1,8,19561904
0.0,1.0,0.1475,1,8,19561905
0.0,1.0,0.0918,1,8,19561906
0.0,1.0,0.042,1,9,19561907
0.0,1.0,0.0186,1,7,19561908
0.0,1.0,0.0713,1,9,19561909
0.0,1.0,0.1455,1,11,19561910
0.0,1.0,0.0176,1,9,19561911
0.0,1.0,0.1104,1,10,19561912
0.0,1.0,0.1064,1,10,19561913
0.0,1.0,0.041,1,9,19561914
0.0,1.0,0.0938,1,8,19561915
0.0,1.0,0.0488,1,9,19561916
0.0,1.0,0.0,1,9,19561917
0.0,1.0,0.0771,1,9,19561918
0.0,1.0,0.1123,1,10,19561919
0.0,1.0,0.0781,1,8,19561920
0.0,1.0,0.0,1,6,19561921
0.0,1.0,0.0723,1,9,19561922
0.0,1.0,0.1162,1,7,19561923
0.0,1.0,0.0439,1,9,19561924
0.0,1.0,0.082,1,12,19561925
0.0,1.0,0.0449,1,7,19561926
0.0,1.0,0.0,1,8,19561927
0.0,1.0,0.0264,1,6,19561928
0.0,1.0,0.0,1,7,19561929
0.0,1.0,0.0225,1,6,19561930
0.001,0.001,0.0122,0,1000,19561831
0.001,0.001,0.0265,0,1000,19561832
0.001,0.001,0.0005,0,1000,19561833
0.001,0.001,0.002,0,1000,19561834
0.001,0.001,0.0345,0,1000,19561835
0.001,0.001,0.0367,0,1000,19561836
0.001,0.001,0.024,0,1000,19561837
0.001,0.001,0.0013,0,1000,19561838
0.001,0.001,0.006,0,1000,19561839
0.001,0.001,0.0249,0,1000,19561840
0.001,0.001,0.0062,0,1000,19561841
0.001,0.001,0.0025,0,1000,19561842
0.001,0.001,0.0244,0,1000,19561843
0.001,0.001,0.0041,0,1000,19561844
0.001,0.001,0.0004,0,1000,19561845
0.001,0.001,0.0234,0,1000,19561846
0.001,0.001,0.0258,0,1000,19561847
0.001,0.001,0.0325,0,1000,19561848
0.001,0.001,0.0295,0,1000,19561849
0.001,0.001,0.0004,0,1000,19561850
0.001,0.001,0.0297,0,1000,19561851
0.001,0.001,0.0455,0,1000,19561852
0.001,0.001,0.0004,0,1000,19561853
0.001,0.001,0.0006,0,1000,19561854
0.001,0.001,0.0308,0,1000,19561855
0.001,0.001,0.0582,0,1000,19561856
0.001,0.001,0.0281,0,1000,19561857
0.001,0.001,0.0007,0,1000,19561858
0.001,0.001,0.0005,0,1000,19561859
0.001,0.001,0.0005,0,1000,19561860
0.001,0.001,0.0007,0,1000,19561861
0.001,0.001,0.021,0,1000,19561862
0.001,0.001,0.0123,0,1000,19561863
0.001,0.001,0.0006,0,1000,19561864
0.001,0.001,0.0041,0,1000,19561865
0.001,0.001,0.0044,0,1000,19561866
0.001,0.001,0.0004,0,1000,19561867
0.001,0.001,0.0584,0,1000,19561868
0.001,0.001,0.0003,0,1000,19561869
0.001,0.001,0.0948,0,1000,19561870
0.001,0.001,0.0199,0,1000,19561871
0.001,0.001,0.0157,0,1000,19561872
0.001,0.001,0.0558,0,1000,19561873
0.001,0.001,0.0203,0,1000,19561874
0.001,0.001,0.0004,0,1000,19561875
0.001,0.001,0.0094,0,1000,19561876
0.001,0.001,0.0065,0,1000,19561877
0.001,0.001,0.0254,0,1000,19561878
0.001,0.001,0.0174,0,1000,19561879
0.001,0.001,0.0025,0,1000,19561880
0.001,0.001,0.0431,0,1000,19561881
0.001,0.001,0.0124,0,1000,19561882
0.001,0.001,0.0134,0,1000,19561883
0.001,0.001,0.0016,0,1000,19561884
0.001,0.001,0.0178,0,1000,19561885
0.001,0.001,0.0188,0,1000,19561886
0.001,0.001,0.0026,0,1000,19561887
0.001,0.001,0.0025,0,1000,19561888
0.001,0.001,0.0197,0,1000,19561889
0.001,0.001,0.0084,0,1000,19561890
0.001,0.001,0.0024,0,1000,19561891
0.001,0.001,0.0058,0,1000,19561892
0.001,0.001,0.0004,0,1000,19561893
0.001,0.001,0.0239,0,1000,19561894
0.001,0.001,0.0177,0,1000,19561895
0.001,0.001,0.0021,0,1000,19561896
0.001,0.001,0.0135,0,1000,19561897
0.001,0.001,0.0131,0,1000,19561898
0.001,0.001,0.0017,0,1000,19561899
0.001,0.001,0.0811,0,1000,19561900
0.001,0.001,0.0084,0,1000,19561901
0.001,0.001,0.0151,0,1000,19561902
0.001,0.001,0.0193,0,1000,19561903
0.001,0.001,0.047,0,1000,19561904
0.001,0.001,0.0511,0,1000,19561905
0.001,0.001,0.047,0,1000,19561906
0.001,0.001,0.009,0,1000,19561907
0.001,0.001,0.0011,0,1000,19561908
0.001,0.001,0.0182,0,1000,19561909
0.001,0.001,0.0456,0,1000,19561910
0.001,0.001,0.0039,0,1000,19561911
0.001,0.001,0.0191,0,1000,19561912
0.001,0.001,0.0271,0,1000,19561913
0.001,0.001,0.0075,0,1000,19561914
0.001,0.001,0.0304,0,1000,19561915
0.001,0.001,0.0088,0,1000,19561916
0.001,0.001,0.0006,0,1000,19561917
0.001,0.001,0.0393,0,1000,19561918
0.001,0.001,0.0546,0,1000,19561919
0.001,0.001,0.0295,0,1000,19561920
0.001,0.001,0.0003,0,1000,19561921
0.001,0.001,0.0181,0,1000,19561922
0.001,0.001,0.0565,0,1000,19561923
0.001,0.001,0.012,0,1000,19561924
0.001,0.001,0.0301,0,1000,19561925
0.001,0.001,0.0175,0,1000,19561926
0.001,0.001,0.0006,0,1000,19561927
0.001,0.001,0.0103,0,1000,19561928
0.001,0.001,0.0006,0,1000,19561929
0.001,0.001,0.0116,0,1000,19561930
0.01,0.001,0.0049,0,1000,19561831
0.01,0.001,0.0056,0,1000,19561832
0.01,0.001,0.0031,0,1000,19561833
0.01,0.001,0.0031,0,1000,19561834
0.01,0.001,0.0054,0,1000,19561835
0.01,0.001,0.0062,0,1000,19561836
0.01,0.001,0.0046,0,1000,19561837
0.01,0.001,0.0034,0,1000,19561838
0.01,0.001,0.0035,0,1000,19561839
0.01,0.001,0.0067,0,1000,19561840
0.01,0.001,0.0051,0,1000,19561841
0.01,0.001,0.0038,0,1000,19561842
0.01,0.001,0.0071,0,1000,19561843
0.01,0.001,0.0039,0,1000,19561844
0.01,0.001,0.0031,0,1000,19561845
0.01,0.001,0.0057,0,1000,19561846
0.01,0.001,0.0071,0,1000,19561847
0.01,0.001,0.0056,0,1000,19561848
0.01,0.001,0.0062,0,1000,19561849
