neighborhood,stability,morality,cycle length,generation count,seed
N4,1.0,0.0586,1,13,19561831
N4,1.0,0.2236,1,13,19561832
N4,1.0,0.0635,1,8,19561833
N4,1.0,0.0986,1,12,19561834
N4,1.0,0.1602,1,10,19561835
N4,1.0,0.1299,1,12,19561836
N4,1.0,0.2695,1,8,19561837
N4,1.0,0.0605,1,11,19561838
N4,1.0,0.1211,1,9,19561839
N4,0.2,0.2156,5,16,19561840
N4,1.0,0.1738,1,13,19561841
N4,1.0,0.0273,1,12,19561842
N4,1.0,0.1543,1,13,19561843
N4,1.0,0.0986,1,11,19561844
N4,1.0,0.0391,1,11,19561845
N4,1.0,0.1328,1,10,19561846
N4,0.5,0.1655,2,14,19561847
N4,1.0,0.1377,1,10,19561848
N4,1.0,0.1904,1,10,19561849
N4,1.0,0.0586,1,17,19561850
N4,1.0,0.1211,1,11,19561851
N4,1.0,0.1631,1,11,19561852
N4,1.0,0.0186,1,7,19561853
N4,1.0,0.0771,1,10,19561854
N4,1.0,0.1748,1,21,19561855
N4,1.0,0.1719,1,11,19561856
N4,1.0,0.125,1,10,19561857
N4,1.0,0.0498,1,13,19561858
N4,1.0,0.0752,1,11,19561859
N4,1.0,0.0957,1,10,19561860
N4,1.0,0.1074,1,11,19561861
N4,1.0,0.043,1,12,19561862
N4,1.0,0.1299,1,11,19561863
N4,1.0,0.0752,1,9,19561864
N4,1.0,0.1533,1,10,19561865
N4,0.5,0.1216,2,16,19561866
N4,1.0,0.0918,1,10,19561867
N4,1.0,0.2588,1,10,19561868
N4,1.0,0.0576,1,9,19561869
N4,1.0,0.4258,1,11,19561870
N4,1.0,0.2598,1,15,19561871
N4,1.0,0.1221,1,11,19561872
N4,1.0,0.1367,1,11,19561873
N4,1.0,0.2676,1,9,19561874
N4,1.0,0.1016,1,9,19561875
N4,1.0,0.1533,1,11,19561876
N4,1.0,0.167,1,9,19561877
N4,1.0,0.2178,1,10,19561878
N4,1.0,0.1582,1,10,19561879
N4,1.0,0.1113,1,9,19561880
N4,1.0,0.0732,1,8,19561881
N4,1.0,0.0605,1,12,19561882
N4,1.0,0.0947,1,13,19561883
N4,1.0,0.0791,1,10,19561884
N4,1.0,0.1328,1,9,19561885
N4,1.0,0.165,1,9,19561886
N4,0.5,0.1182,2,10,19561887
N4,1.0,0.0801,1,12,19561888
N4,1.0,0.125,1,11,19561889
N4,1.0,0.1162,1,10,19561890
N4,1.0,0.1152,1,12,19561891
N4,1.0,0.0918,1,12,19561892
N4,1.0,0.0234,1,8,19561893
N4,1.0,0.0488,1,12,19561894
N4,1.0,0.1914,1,12,19561895
N4,1.0,0.0908,1,10,19561896
N4,1.0,0.0977,1,12,19561897
N4,1.0,0.2061,1,8,19561898
N4,1.0,0.0967,1,8,19561899
N4,1.0,0.3857,1,22,19561900
N4,1.0,0.084,1,10,19561901
N4,1.0,0.1123,1,14,19561902
N4,1.0,0.124,1,14,19561903
N4,1.0,0.1895,1,11,19561904
N4,1.0,0.1494,1,13,19561905
N4,1.0,0.2598,1,17,19561906
N4,1.0,0.1064,1,10,19561907
N4,1.0,0.0195,1,9,19561908
N4,1.0,0.2754,1,13,19561909
N4,1.0,0.2744,1,12,19561910
N4,1.0,0.1016,1,11,19561911
N4,1.0,0.1709,1,13,19561912
N4,1.0,0.21,1,11,19561913
N4,1.0,0.1416,1,11,19561914
N4,1.0,0.1406,1,10,19561915
N4,1.0,0.2158,1,17,19561916
N4,1.0,0.1074,1,11,19561917
N4,1.0,0.1709,1,10,19561918
N4,1.0,0.2061,1,11,19561919
N4,1.0,0.2285,1,12,19561920
N4,1.0,0.0312,1,9,19561921
N4,1.0,0.1104,1,11,19561922
N4,1.0,0.1406,1,10,19561923
N4,1.0,0.0469,1,9,19561924
N4,1.0,0.2354,1,14,19561925
N4,1.0,0.0762,1,8,19561926
N4,1.0,0.0947,1,12,19561927
N4,1.0,0.0869,1,10,19561928
N4,1.0,0.0693,1,8,19561929
N4,1.0,0.1084,1,13,19561930
N12,1.0,0.0303,1,7,19561831
N12,1.0,0.0,1,8,19561832
N12,1.0,0.0137,1,6,19561833
N12,1.0,0.0,1,6,19561834
N12,1.0,0.0449,1,8,19561835
N12,1.0,0.0615,1,8,19561836
N12,1.0,0.0225,1,7,19561837
N12,1.0,0.0,1,7,19561838
N12,1.0,0.0,1,6,19561839
N12,1.0,0.0176,1,9,19561840
N12,1.0,0.0469,1,9,19561841
N12,1.0,0.0,1,6,19561842
N12,1.0,0.0283,1,5,19561843
N12,1.0,0.0,1,7,19561844
N12,1.0,0.0,1,6,19561845
N12,1.0,0.0234,1,6,19561846
N12,1.0,0.0,1,8,19561847
N12,1.0,0.0,1,6,19561848
N12,1.0,0.0283,1,7,19561849
N12,1.0,0.0,1,6,19561850
N12,1.0,0.0,1,6,19561851
N12,1.0,0.0391,1,6,19561852
N12,1.0,0.0,1,6,19561853
N12,1.0,0.0342,1,8,19561854
N12,1.0,0.126,1,8,19561855
N12,1.0,0.0264,1,8,19561856
N12,1.0,0.0,1,6,19561857
N12,1.0,0.0088,1,6,19561858
N12,1.0,0.0,1,7,19561859
N12,1.0,0.0,1,6,19561860
N12,1.0,0.0195,1,8,19561861
N12,1.0,0.0,1,6,19561862
N12,1.0,0.0088,1,6,19561863
N12,1.0,0.0,1,7,19561864
N12,1.0,0.0195,1,7,19561865
N12,1.0,0.0,1,7,19561866
N12,1.0,0.0,1,6,19561867
N12,1.0,0.0898,1,8,19561868
N12,1.0,0.0,1,5,19561869
N12,1.0,0.0635,1,12,19561870
N12,1.0,0.0625,1,7,19561871
N12,1.0,0.0,1,8,19561872
N12,1.0,0.0859,1,9,19561873
N12,1.0,0.0879,1,8,19561874
N12,1.0,0.0,1,6,19561875
N12,1.0,0.0996,1,6,19561876
N12,1.0,0.0293,1,6,19561877
N12,1.0,0.0195,1,7,19561878
N12,1.0,0.0254,1,7,19561879
N12,1.0,0.0,1,6,19561880
N12,1.0,0.0,1,6,19561881
N12,1.0,0.0,1,7,19561882
N12,1.0,0.0,1,7,19561883
N12,1.0,0.0,1,7,19561884
N12,1.0,0.0,1,6,19561885
N12,1.0,0.0088,1,5,19561886
N12,1.0,0.0225,1,5,19561887
N12,1.0,0.0176,1,6,19561888
N12,1.0,0.0312,1,7,19561889
N12,1.0,0.0186,1,6,19561890
N12,1.0,0.0303,1,7,19561891
N12,1.0,0.0596,1,8,19561892
N12,1.0,0.0,1,5,19561893
N12,1.0,0.0088,1,7,19561894
N12,1.0,0.0615,1,10,19561895
N12,1.0,0.0371,1,6,19561896
N12,1.0,0.0,1,6,19561897
N12,1.0,0.0,1,6,19561898
N12,1.0,0.0137,1,7,19561899
N12,1.0,0.1621,1,10,19561900
N12,1.0,0.0,1,6,19561901
N12,1.0,0.0,1,6,19561902
N12,1.0,0.04,1,8,19561903
N12,1.0,0.0244,1,7,19561904
N12,1.0,0.0449,1,9,19561905
N12,1.0,0.0713,1,8,19561906
N12,1.0,0.0,1,7,19561907
N12,1.0,0.0,1,5,19561908
N12,1.0,0.0439,1,8,19561909
N12,1.0,0.0566,1,9,19561910
N12,1.0,0.0,1,7,19561911
N12,1.0,0.0,1,9,19561912
N12,1.0,0.0889,1,7,19561913
N12,1.0,0.0,1,6,19561914
N12,1.0,0.0,1,6,19561915
N12,1.0,0.0967,1,9,19561916
N12,1.0,0.0,1,7,19561917
N12,1.0,0.0088,1,6,19561918
N12,1.0,0.0605,1,7,19561919
N12,1.0,0.1016,1,9,19561920
N12,1.0,0.0,1,5,19561921
N12,1.0,0.0,1,6,19561922
N12,1.0,0.0088,1,10,19561923
N12,1.0,0.0,1,6,19561924
N12,1.0,0.0449,1,8,19561925
N12,1.0,0.0312,1,7,19561926
N12,1.0,0.0176,1,7,19561927
N12,1.0,0.0137,1,6,19561928
N12,1.0,0.0,1,6,19561929
N12,1.0,0.0,1,6,19561930
N24,1.0,0.0,1,5,19561831
N24,1.0,0.0,1,6,19561832
N24,1.0,0.0,1,5,19561833
N24,1.0,0.0,1,5,19561834
N24,1.0,0.0,1,5,19561835
N24,1.0,0.0,1,6,19561836
N24,1.0,0.0,1,5,19561837
N24,1.0,0.0,1,5,19561838
N24,1.0,0.0,1,4,19561839
N24,1.0,0.0,1,5,19561840
N24,1.0,0.0,1,5,19561841
N24,1.0,0.0,1,5,19561842
N24,1.0,0.0127,1,5,19561843
N24,1.0,0.0,1,5,19561844
N24,1.0,0.0,1,4,19561845
N24,1.0,0.0,1,5,19561846
N24,1.0,0.0,1,5,19561847
N24,1.0,0.0,1,5,19561848
N24,1.0,0.0,1,5,19561849
N24,1.0,0.0,1,4,19561850
N24,1.0,0.0,1,5,19561851
N24,1.0,0.0,1,6,19561852
N24,1.0,0.0,1,5,19561853
N24,1.0,0.0,1,5,19561854
N24,1.0,0.0,1,5,19561855
N24,1.0,0.0,1,5,19561856
N24,1.0,0.0,1,5,19561857
N24,1.0,0.0,1,4,19561858
N24,1.0,0.0,1,5,19561859
N24,1.0,0.0,1,5,19561860
N24,1.0,0.0,1,4,19561861
N24,1.0,0.0,1,5,19561862
N24,1.0,0.0,1,5,19561863
N24,1.0,0.0,1,5,19561864
N24,1.0,0.0,1,5,19561865
N24,1.0,0.0,1,5,19561866
N24,1.0,0.0,1,4,19561867
N24,1.0,0.0127,1,6,19561868
N24,1.0,0.0,1,5,19561869
N24,1.0,0.0,1,7,19561870
N24,1.0,0.0342,1,6,19561871
N24,1.0,0.0,1,5,19561872
N24,1.0,0.0,1,6,19561873
N24,1.0,0.0,1,5,19561874
N24,1.0,0.0,1,5,19561875
N24,1.0,0.0127,1,6,19561876
N24,1.0,0.0,1,5,19561877
N24,1.0,0.0,1,5,19561878
N24,1.0,0.0,1,4,19561879
N24,1.0,0.0,1,4,19561880
N24,1.0,0.0,1,5,19561881
N24,1.0,0.0,1,5,19561882
N24,1.0,0.0,1,5,19561883
N24,1.0,0.0,1,4,19561884
N24,1.0,0.0,1,5,19561885
N24,1.0,0.0,1,4,19561886
N24,1.0,0.0,1,6,19561887
N24,1.0,0.0,1,6,19561888
N24,1.0,0.0,1,5,19561889
N24,1.0,0.0,1,5,19561890
N24,1.0,0.0,1,5,19561891
N24,1.0,0.0,1,6,19561892
N24,1.0,0.0,1,5,19561893
N24,1.0,0.0,1,5,19561894
N24,1.0,0.0,1,5,19561895
N24,1.0,0.0,1,5,19561896
N24,1.0,0.0,1,4,19561897
N24,1.0,0.0,1,5,19561898
N24,1.0,0.0,1,5,19561899
N24,1.0,0.0234,1,8,19561900
N24,1.0,0.0,1,5,19561901
N24,1.0,0.0,1,6,19561902
N24,1.0,0.0,1,6,19561903
N24,1.0,0.0,1,5,19561904
N24,1.0,0.0,1,5,19561905
N24,1.0,0.0,1,6,19561906
N24,1.0,0.0,1,4,19561907
N24,1.0,0.0,1,4,19561908
N24,1.0,0.0127,1,6,19561909
N24,1.0,0.0,1,7,19561910
N24,1.0,0.0,1,5,19561911
N24,1.0,0.0,1,7,19561912
N24,1.0,0.0,1,5,19561913
N24,1.0,0.0,1,5,19561914
N24,1.0,0.0,1,4,19561915
N24,1.0,0.0,1,6,19561916
N24,1.0,0.0,1,5,19561917
N24,1.0,0.0,1,5,19561918
N24,1.0,0.0312,1,6,19561919
N24,1.0,0.0,1,6,19561920
N24,1.0,0.0,1,5,19561921
N24,1.0,0.0,1,5,19561922
N24,1.0,0.0,1,5,19561923
N24,1.0,0.0,1,4,19561924
N24,1.0,0.0,1,6,19561925
N24,1.0,0.0,1,4,19561926
N24,1.0,0.0,1,5,19561927
N24,1.0,0.0,1,5,19561928
N24,1.0,0.0,1,4,19561929
N24,1.0,0.0,1,5,19561930
M8,1.0,0.0635,1,9,19561831
M8,1.0,0.082,1,9,19561832
M8,1.0,0.0,1,8,19561833
M8,1.0,0.0234,1,8,19561834
M8,1.0,0.0518,1,9,19561835
M8,1.0,0.0576,1,9,19561836
M8,1.0,0.0791,1,8,19561837
M8,1.0,0.0088,1,9,19561838
M8,1.0,0.0156,1,6,19561839
M8,1.0,0.0781,1,9,19561840
M8,1.0,0.042,1,10,19561841
M8,1.0,0.0137,1,7,19561842
M8,1.0,0.1035,1,8,19561843
M8,1.0,0.0293,1,9,19561844
M8,1.0,0.0,1,6,19561845
M8,1.0,0.0518,1,7,19561846
M8,1.0,0.0967,1,6,19561847
M8,1.0,0.0566,1,7,19561848
M8,1.0,0.1035,1,10,19561849
M8,1.0,0.0,1,6,19561850
M8,1.0,0.0605,1,8,19561851
M8,1.0,0.0996,1,9,19561852
M8,1.0,0.0,1,7,19561853
M8,1.0,0.0,1,8,19561854
M8,1.0,0.126,1,9,19561855
M8,1.0,0.1318,1,8,19561856
M8,1.0,0.0879,1,7,19561857
M8,1.0,0.0088,1,6,19561858
M8,1.0,0.0,1,9,19561859
M8,1.0,0.0,1,9,19561860
M8,1.0,0.0,1,6,19561861
M8,1.0,0.0557,1,7,19561862
M8,1.0,0.0674,1,7,19561863
M8,1.0,0.0,1,8,19561864
M8,1.0,0.0146,1,9,19561865
M8,1.0,0.0254,1,8,19561866
M8,1.0,0.0,1,6,19561867
M8,1.0,0.168,1,8,19561868
M8,1.0,0.0,1,6,19561869
