population size,stability,morality,cycle length,generation count,seed
100,1.0,0.96,1,13,19561831
100,1.0,0.93,1,9,19561832
100,1.0,1.0,1,7,19561833
100,1.0,0.85,1,9,19561834
100,1.0,0.96,1,8,19561835
100,1.0,0.97,1,13,19561836
100,1.0,0.91,1,16,19561837
100,1.0,0.67,1,15,19561838
100,1.0,0.47,1,16,19561839
100,1.0,0.94,1,10,19561840
100,1.0,0.98,1,8,19561841
100,1.0,0.96,1,6,19561842
100,1.0,0.98,1,10,19561843
100,1.0,1.0,1,4,19561844
100,1.0,1.0,1,6,19561845
100,1.0,0.72,1,24,19561846
100,1.0,0.89,1,6,19561847
100,1.0,0.93,1,31,19561848
100,1.0,0.93,1,6,19561849
100,1.0,1.0,1,12,19561850
100,1.0,1.0,1,15,19561851
100,1.0,0.91,1,7,19561852
100,1.0,0.91,1,12,19561853
100,1.0,1.0,1,15,19561854
100,1.0,0.93,1,12,19561855
100,1.0,1.0,1,10,19561856
100,1.0,0.46,1,6,19561857
100,1.0,1.0,1,14,19561858
100,1.0,0.95,1,10,19561859
100,1.0,0.92,1,11,19561860
100,1.0,1.0,1,20,19561861
100,1.0,0.74,1,7,19561862
100,1.0,0.98,1,7,19561863
100,1.0,0.97,1,4,19561864
100,1.0,0.98,1,8,19561865
100,1.0,0.97,1,15,19561866
100,1.0,1.0,1,9,19561867
100,1.0,1.0,1,6,19561868
100,1.0,0.96,1,13,19561869
100,1.0,0.86,1,12,19561870
100,1.0,0.86,1,11,19561871
100,1.0,0.95,1,11,19561872
100,1.0,0.82,1,16,19561873
100,1.0,0.94,1,7,19561874
100,1.0,0.98,1,14,19561875
100,1.0,0.45,1,8,19561876
100,1.0,0.81,1,9,19561877
100,1.0,1.0,1,10,19561878
100,1.0,0.78,1,11,19561879
100,1.0,0.93,1,10,19561880
100,1.0,0.57,1,9,19561881
100,1.0,0.97,1,6,19561882
100,1.0,0.91,1,8,19561883
100,0.5,0.33,2,10,19561884
100,1.0,0.58,1,17,19561885
100,1.0,1.0,1,17,19561886
100,1.0,0.83,1,22,19561887
100,1.0,0.63,1,9,19561888
100,1.0,0.96,1,15,19561889
100,1.0,0.78,1,8,19561890
100,1.0,0.91,1,12,19561891
100,1.0,0.27,1,11,19561892
100,1.0,0.89,1,10,19561893
100,1.0,1.0,1,10,19561894
100,1.0,0.97,1,8,19561895
100,1.0,0.6,1,10,19561896
100,1.0,1.0,1,27,19561897
100,1.0,0.69,1,16,19561898
100,1.0,0.67,1,16,19561899
100,1.0,0.41,1,5,19561900
100,1.0,1.0,1,10,19561901
100,1.0,0.98,1,8,19561902
100,1.0,0.98,1,19,19561903
100,1.0,0.95,1,8,19561904
100,1.0,0.9,1,14,19561905
100,1.0,0.94,1,16,19561906
100,1.0,0.99,1,8,19561907
100,1.0,1.0,1,6,19561908
100,1.0,0.92,1,13,19561909
100,1.0,0.96,1,6,19561910
100,1.0,0.98,1,9,19561911
100,1.0,0.78,1,6,19561912
100,1.0,0.94,1,17,19561913
100,1.0,0.05,1,4,19561914
100,1.0,0.98,1,15,19561915
100,1.0,0.9,1,4,19561916
100,1.0,0.95,1,7,19561917
100,1.0,0.97,1,8,19561918
100,1.0,0.73,1,11,19561919
100,1.0,0.97,1,14,19561920
100,1.0,0.68,1,7,19561921
100,1.0,1.0,1,8,19561922
100,1.0,0.87,1,24,19561923
100,1.0,1.0,1,20,19561924
100,1.0,0.97,1,14,19561925
100,1.0,0.98,1,10,19561926
100,1.0,0.6,1,12,19561927
100,1.0,0.73,1,12,19561928
100,1.0,0.82,1,15,19561929
100,1.0,1.0,1,15,19561930
1000,1.0,0.937,1,23,19561831
1000,1.0,0.945,1,17,19561832
1000,1.0,0.913,1,19,19561833
1000,1.0,0.864,1,34,19561834
1000,1.0,0.971,1,14,19561835
1000,1.0,0.953,1,19,19561836
1000,1.0,0.98,1,18,19561837
1000,1.0,0.966,1,16,19561838
1000,1.0,0.939,1,29,19561839
1000,1.0,0.959,1,26,19561840
1000,1.0,0.989,1,12,19561841
1000,1.0,0.851,1,17,19561842
1000,1.0,0.912,1,20,19561843
1000,1.0,0.964,1,12,19561844
1000,1.0,0.873,1,66,19561845
1000,1.0,0.862,1,30,19561846
1000,1.0,0.934,1,18,19561847
1000,1.0,0.959,1,28,19561848
1000,1.0,0.92,1,17,19561849
1000,1.0,0.903,1,31,19561850
1000,1.0,0.969,1,17,19561851
1000,1.0,0.97,1,17,19561852
1000,1.0,0.976,1,15,19561853
1000,1.0,0.925,1,17,19561854
1000,1.0,0.951,1,12,19561855
1000,1.0,0.919,1,34,19561856
1000,1.0,0.97,1,29,19561857
1000,1.0,0.954,1,15,19561858
1000,1.0,0.952,1,22,19561859
1000,1.0,0.914,1,12,19561860
1000,1.0,0.929,1,24,19561861
1000,1.0,0.939,1,22,19561862
1000,1.0,0.95,1,18,19561863
1000,1.0,0.924,1,17,19561864
1000,1.0,0.915,1,21,19561865
1000,1.0,0.91,1,19,19561866
1000,1.0,0.978,1,13,19561867
1000,1.0,0.965,1,21,19561868
1000,1.0,0.967,1,14,19561869
1000,1.0,0.955,1,18,19561870
1000,1.0,0.958,1,23,19561871
1000,1.0,0.971,1,24,19561872
1000,1.0,0.873,1,53,19561873
1000,1.0,0.988,1,29,19561874
1000,1.0,0.963,1,9,19561875
1000,1.0,0.936,1,14,19561876
1000,1.0,0.925,1,20,19561877
1000,1.0,0.98,1,20,19561878
1000,1.0,0.982,1,15,19561879
1000,1.0,0.931,1,38,19561880
1000,1.0,0.953,1,15,19561881
1000,1.0,0.941,1,33,19561882
1000,1.0,0.98,1,9,19561883
1000,1.0,0.966,1,18,19561884
1000,1.0,0.965,1,20,19561885
1000,1.0,0.929,1,25,19561886
1000,1.0,0.935,1,22,19561887
1000,1.0,0.894,1,21,19561888
1000,1.0,0.945,1,16,19561889
1000,1.0,0.967,1,14,19561890
1000,1.0,0.924,1,12,19561891
1000,1.0,0.887,1,31,19561892
1000,1.0,0.882,1,30,19561893
1000,1.0,0.934,1,22,19561894
1000,1.0,0.952,1,16,19561895
1000,1.0,0.901,1,27,19561896
1000,1.0,0.953,1,14,19561897
1000,1.0,0.976,1,11,19561898
1000,1.0,0.968,1,20,19561899
1000,1.0,0.926,1,26,19561900
1000,1.0,0.949,1,24,19561901
1000,1.0,0.904,1,23,19561902
1000,1.0,0.941,1,25,19561903
1000,1.0,0.888,1,27,19561904
1000,1.0,0.953,1,22,19561905
1000,1.0,0.954,1,17,19561906
1000,1.0,0.59,1,52,19561907
1000,1.0,0.901,1,19,19561908
1000,1.0,0.98,1,12,19561909
1000,1.0,0.958,1,20,19561910
1000,1.0,0.968,1,17,19561911
1000,1.0,0.962,1,13,19561912
1000,1.0,0.907,1,20,19561913
1000,1.0,0.923,1,13,19561914
1000,1.0,0.955,1,17,19561915
1000,1.0,0.957,1,20,19561916
1000,1.0,0.874,1,25,19561917
1000,1.0,0.942,1,17,19561918
1000,1.0,0.912,1,15,19561919
1000,1.0,0.927,1,15,19561920
1000,1.0,0.949,1,23,19561921
1000,1.0,0.952,1,22,19561922
1000,1.0,0.938,1,13,19561923
1000,1.0,0.885,1,11,19561924
1000,1.0,0.912,1,20,19561925
1000,1.0,0.95,1,22,19561926
1000,1.0,0.628,1,52,19561927
1000,1.0,0.967,1,18,19561928
1000,1.0,0.926,1,21,19561929
1000,1.0,0.955,1,19,19561930
10000,1.0,0.9333,1,23,19561831
10000,1.0,0.9544,1,33,19561832
10000,1.0,0.9512,1,20,19561833
10000,1.0,0.9379,1,29,19561834
10000,1.0,0.9151,1,37,19561835
10000,1.0,0.9106,1,37,19561836
10000,1.0,0.9449,1,23,19561837
10000,1.0,0.9521,1,21,19561838
10000,1.0,0.9548,1,25,19561839
10000,1.0,0.859,1,67,19561840
10000,1.0,0.936,1,30,19561841
10000,1.0,0.9647,1,14,19561842
10000,1.0,0.9067,1,40,19561843
10000,1.0,0.9471,1,24,19561844
10000,1.0,0.9604,1,21,19561845
10000,1.0,0.9594,1,17,19561846
10000,1.0,0.9479,1,28,19561847
10000,1.0,0.9389,1,31,19561848
10000,1.0,0.9629,1,21,19561849
10000,1.0,0.9638,1,17,19561850
10000,1.0,0.9425,1,26,19561851
10000,1.0,0.9506,1,23,19561852
10000,1.0,0.8969,1,39,19561853
10000,1.0,0.8629,1,59,19561854
10000,1.0,0.9435,1,29,19561855
10000,0.5,0.8828,2,65,19561856
10000,1.0,0.9389,1,25,19561857
10000,1.0,0.9602,1,21,19561858
10000,1.0,0.8955,1,48,19561859
10000,1.0,0.9263,1,38,19561860
10000,1.0,0.9706,1,14,19561861
10000,1.0,0.9405,1,30,19561862
10000,1.0,0.9089,1,43,19561863
10000,1.0,0.8625,1,41,19561864
10000,1.0,0.9172,1,57,19561865
10000,1.0,0.9339,1,31,19561866
10000,1.0,0.964,1,18,19561867
10000,1.0,0.9522,1,19,19561868
10000,1.0,0.9661,1,19,19561869
10000,1.0,0.8746,1,53,19561870
10000,1.0,0.9302,1,39,19561871
10000,0.5,0.9622,2,18,19561872
10000,1.0,0.9463,1,26,19561873
10000,1.0,0.946,1,19,19561874
10000,1.0,0.9297,1,35,19561875
10000,1.0,0.9388,1,29,19561876
10000,1.0,0.9369,1,32,19561877
10000,1.0,0.9548,1,21,19561878
10000,1.0,0.897,1,32,19561879
10000,1.0,0.9584,1,24,19561880
10000,1.0,0.9344,1,29,19561881
10000,1.0,0.9135,1,33,19561882
10000,1.0,0.905,1,42,19561883
10000,1.0,0.96,1,23,19561884
10000,1.0,0.9546,1,24,19561885
10000,1.0,0.956,1,19,19561886
10000,1.0,0.9624,1,21,19561887
10000,1.0,0.9659,1,20,19561888
10000,1.0,0.9149,1,25,19561889
10000,1.0,0.9224,1,30,19561890
10000,1.0,0.9432,1,24,19561891
10000,1.0,0.9518,1,26,19561892
10000,1.0,0.9145,1,45,19561893
10000,1.0,0.959,1,22,19561894
10000,1.0,0.9011,1,31,19561895
10000,1.0,0.9376,1,26,19561896
10000,1.0,0.9626,1,21,19561897
10000,1.0,0.9512,1,22,19561898
10000,1.0,0.971,1,18,19561899
10000,1.0,0.9567,1,17,19561900
10000,1.0,0.9339,1,39,19561901
10000,1.0,0.9415,1,21,19561902
10000,1.0,0.886,1,40,19561903
10000,1.0,0.954,1,39,19561904
10000,1.0,0.9659,1,18,19561905
10000,1.0,0.9579,1,20,19561906
10000,1.0,0.9705,1,18,19561907
10000,1.0,0.9143,1,30,19561908
10000,1.0,0.9767,1,16,19561909
10000,1.0,0.9159,1,32,19561910
10000,1.0,0.9488,1,22,19561911
10000,1.0,0.9662,1,26,19561912
10000,1.0,0.9307,1,25,19561913
10000,1.0,0.9351,1,27,19561914
10000,1.0,0.9347,1,30,19561915
10000,1.0,0.9156,1,31,19561916
10000,1.0,0.9312,1,30,19561917
10000,1.0,0.9298,1,28,19561918
10000,1.0,0.9332,1,34,19561919
10000,1.0,0.9175,1,26,19561920
