population size,stability,morality,cycle length,generation count,seed
10000,1.0,0.9455,1,23,19561921
10000,1.0,0.9404,1,34,19561922
10000,1.0,0.9538,1,21,19561923
10000,1.0,0.9469,1,23,19561924
10000,1.0,0.9218,1,29,19561925
10000,1.0,0.9369,1,33,19561926
10000,1.0,0.911,1,40,19561927
10000,1.0,0.9351,1,25,19561928
10000,1.0,0.9572,1,23,19561929
10000,1.0,0.964,1,17,19561930
