beta,stability,morality,cycle length,generation count,seed
0.07,1.0,0.881,1,56,19561862
0.07,1.0,0.958,1,12,19561863
0.07,1.0,0.844,1,83,19561864
0.07,1.0,0.978,1,11,19561865
0.07,1.0,0.953,1,19,19561866
0.07,1.0,0.989,1,31,19561867
0.07,1.0,0.987,1,12,19561868
0.07,1.0,0.885,1,23,19561869
0.07,1.0,0.958,1,24,19561870
0.07,1.0,0.932,1,32,19561871
0.07,1.0,0.97,1,18,19561872
0.07,1.0,0.775,1,36,19561873
0.07,1.0,0.958,1,25,19561874
0.07,1.0,0.67,1,36,19561875
0.07,1.0,0.969,1,36,19561876
0.07,1.0,0.948,1,13,19561877
0.07,1.0,0.436,1,68,19561878
0.07,1.0,0.884,1,20,19561879
0.07,1.0,0.962,1,26,19561880
0.07,1.0,0.954,1,24,19561881
0.07,1.0,0.965,1,15,19561882
0.07,1.0,0.848,1,31,19561883
0.07,1.0,0.732,1,47,19561884
0.07,1.0,0.99,1,17,19561885
0.07,1.0,0.874,1,28,19561886
0.07,1.0,0.995,1,11,19561887
0.07,1.0,0.964,1,21,19561888
0.07,1.0,0.931,1,68,19561889
0.07,1.0,0.948,1,27,19561890
0.07,1.0,0.988,1,19,19561891
0.07,1.0,0.809,1,29,19561892
0.07,1.0,0.98,1,19,19561893
0.07,1.0,0.864,1,33,19561894
0.07,1.0,0.968,1,30,19561895
0.07,1.0,0.932,1,19,19561896
0.07,1.0,0.973,1,14,19561897
0.07,1.0,0.908,1,34,19561898
0.07,1.0,0.958,1,40,19561899
0.07,1.0,0.961,1,15,19561900
0.07,1.0,0.957,1,22,19561901
0.07,1.0,0.942,1,24,19561902
0.07,1.0,0.968,1,24,19561903
0.07,1.0,0.872,1,17,19561904
0.07,1.0,0.939,1,17,19561905
0.07,1.0,0.908,1,32,19561906
0.07,1.0,0.931,1,14,19561907
0.07,1.0,0.944,1,26,19561908
0.07,1.0,0.835,1,55,19561909
0.07,1.0,0.944,1,28,19561910
0.07,1.0,0.85,1,24,19561911
0.07,1.0,0.948,1,48,19561912
0.07,1.0,0.875,1,34,19561913
0.07,1.0,0.983,1,28,19561914
0.07,1.0,0.914,1,18,19561915
0.07,1.0,0.963,1,19,19561916
0.07,1.0,0.975,1,15,19561917
0.07,1.0,0.974,1,18,19561918
0.07,1.0,0.952,1,19,19561919
0.07,1.0,0.972,1,19,19561920
0.07,1.0,0.961,1,24,19561921
0.07,1.0,0.92,1,23,19561922
0.07,1.0,0.989,1,10,19561923
0.07,1.0,0.96,1,16,19561924
0.07,1.0,0.975,1,10,19561925
0.07,1.0,0.972,1,19,19561926
0.07,1.0,0.962,1,15,19561927
0.07,1.0,0.803,1,39,19561928
0.07,1.0,0.952,1,66,19561929
0.07,1.0,0.946,1,21,19561930
0.125,1.0,0.904,1,42,19561831
0.125,1.0,0.946,1,20,19561832
0.125,1.0,0.973,1,18,19561833
0.125,1.0,0.843,1,51,19561834
0.125,1.0,0.977,1,12,19561835
0.125,1.0,0.925,1,17,19561836
0.125,1.0,0.906,1,38,19561837
0.125,1.0,0.959,1,10,19561838
0.125,1.0,0.921,1,19,19561839
0.125,1.0,0.975,1,17,19561840
0.125,1.0,0.95,1,11,19561841
0.125,1.0,0.94,1,17,19561842
0.125,1.0,0.907,1,24,19561843
0.125,1.0,0.977,1,14,19561844
0.125,1.0,0.674,1,30,19561845
0.125,1.0,0.883,1,24,19561846
0.125,1.0,0.917,1,20,19561847
0.125,1.0,0.934,1,20,19561848
0.125,1.0,0.906,1,19,19561849
0.125,1.0,0.899,1,27,19561850
0.125,1.0,0.973,1,20,19561851
0.125,1.0,0.965,1,12,19561852
0.125,1.0,0.986,1,13,19561853
0.125,1.0,0.962,1,13,19561854
0.125,1.0,0.964,1,22,19561855
0.125,1.0,0.871,1,41,19561856
0.125,1.0,0.864,1,36,19561857
0.125,1.0,0.978,1,19,19561858
0.125,1.0,0.962,1,23,19561859
0.125,1.0,0.975,1,17,19561860
0.125,1.0,0.932,1,22,19561861
0.125,1.0,0.936,1,19,19561862
0.125,1.0,0.952,1,32,19561863
0.125,1.0,0.909,1,20,19561864
0.125,1.0,0.891,1,25,19561865
0.125,1.0,0.933,1,27,19561866
0.125,1.0,0.953,1,13,19561867
0.125,1.0,0.976,1,16,19561868
0.125,1.0,0.973,1,16,19561869
0.125,1.0,0.949,1,20,19561870
0.125,1.0,0.923,1,20,19561871
0.125,1.0,0.939,1,21,19561872
0.125,1.0,0.811,1,27,19561873
0.125,1.0,0.953,1,11,19561874
0.125,1.0,0.939,1,11,19561875
0.125,1.0,0.965,1,14,19561876
0.125,1.0,0.946,1,20,19561877
0.125,1.0,0.963,1,16,19561878
0.125,1.0,0.962,1,11,19561879
0.125,1.0,0.92,1,38,19561880
0.125,1.0,0.955,1,16,19561881
0.125,1.0,0.94,1,22,19561882
0.125,1.0,0.97,1,9,19561883
0.125,1.0,0.932,1,28,19561884
0.125,1.0,0.948,1,18,19561885
0.125,1.0,0.923,1,22,19561886
0.125,1.0,0.94,1,21,19561887
0.125,1.0,0.98,1,22,19561888
0.125,1.0,0.962,1,15,19561889
0.125,1.0,0.955,1,14,19561890
0.125,1.0,0.987,1,16,19561891
0.125,1.0,0.837,1,22,19561892
0.125,1.0,0.852,1,33,19561893
0.125,1.0,0.917,1,20,19561894
0.125,1.0,0.958,1,16,19561895
0.125,1.0,0.947,1,32,19561896
0.125,1.0,0.956,1,19,19561897
0.125,1.0,0.962,1,14,19561898
0.125,1.0,0.961,1,18,19561899
0.125,1.0,0.856,1,23,19561900
0.125,1.0,0.861,1,26,19561901
0.125,1.0,0.916,1,23,19561902
0.125,1.0,0.956,1,26,19561903
0.125,1.0,0.729,1,56,19561904
0.125,1.0,0.938,1,19,19561905
0.125,1.0,0.986,1,17,19561906
0.125,1.0,0.82,1,41,19561907
0.125,1.0,0.929,1,24,19561908
0.125,1.0,0.958,1,13,19561909
0.125,1.0,0.922,1,21,19561910
0.125,1.0,0.955,1,18,19561911
0.125,1.0,0.967,1,11,19561912
0.125,1.0,0.91,1,20,19561913
0.125,1.0,0.97,1,13,19561914
0.125,1.0,0.93,1,21,19561915
0.125,1.0,0.928,1,36,19561916
0.125,1.0,0.923,1,37,19561917
0.125,1.0,0.964,1,13,19561918
0.125,1.0,0.912,1,18,19561919
0.125,1.0,0.933,1,22,19561920
0.125,1.0,0.97,1,13,19561921
0.125,1.0,0.931,1,15,19561922
0.125,1.0,0.96,1,10,19561923
0.125,1.0,0.909,1,19,19561924
0.125,1.0,0.855,1,34,19561925
0.125,1.0,0.97,1,20,19561926
0.125,1.0,0.653,1,37,19561927
0.125,1.0,0.926,1,16,19561928
0.125,1.0,0.961,1,21,19561929
0.125,1.0,0.933,1,15,19561930
0.18,1.0,0.952,1,13,19561831
0.18,1.0,0.921,1,36,19561832
0.18,1.0,0.938,1,20,19561833
0.18,1.0,0.979,1,16,19561834
0.18,1.0,0.93,1,13,19561835
0.18,1.0,0.941,1,18,19561836
0.18,1.0,0.891,1,25,19561837
0.18,1.0,0.918,1,16,19561838
0.18,1.0,0.948,1,13,19561839
0.18,1.0,0.926,1,21,19561840
0.18,1.0,0.97,1,11,19561841
0.18,1.0,0.957,1,18,19561842
0.18,1.0,0.947,1,17,19561843
0.18,1.0,0.94,1,20,19561844
0.18,1.0,0.933,1,19,19561845
0.18,1.0,0.944,1,27,19561846
0.18,1.0,0.927,1,18,19561847
0.18,1.0,0.967,1,11,19561848
0.18,1.0,0.944,1,17,19561849
0.18,1.0,0.968,1,19,19561850
0.18,1.0,0.969,1,19,19561851
0.18,1.0,0.974,1,11,19561852
0.18,1.0,0.947,1,30,19561853
0.18,1.0,0.896,1,27,19561854
0.18,1.0,0.907,1,19,19561855
0.18,1.0,0.967,1,15,19561856
0.18,1.0,0.929,1,14,19561857
0.18,1.0,0.962,1,14,19561858
0.18,1.0,0.979,1,15,19561859
0.18,1.0,0.855,1,25,19561860
0.18,1.0,0.88,1,19,19561861
0.18,1.0,0.96,1,12,19561862
0.18,1.0,0.98,1,21,19561863
0.18,1.0,0.949,1,19,19561864
0.18,1.0,0.938,1,16,19561865
0.18,1.0,0.954,1,14,19561866
0.18,1.0,0.957,1,12,19561867
0.18,1.0,0.936,1,11,19561868
0.18,1.0,0.976,1,10,19561869
0.18,1.0,0.935,1,20,19561870
0.18,1.0,0.497,1,30,19561871
0.18,1.0,0.96,1,21,19561872
0.18,1.0,0.986,1,11,19561873
0.18,1.0,0.963,1,11,19561874
0.18,1.0,0.953,1,20,19561875
0.18,1.0,0.963,1,12,19561876
0.18,1.0,0.918,1,15,19561877
0.18,1.0,0.977,1,14,19561878
0.18,1.0,0.933,1,30,19561879
0.18,1.0,0.948,1,12,19561880
0.18,1.0,0.964,1,20,19561881
0.18,1.0,0.956,1,12,19561882
0.18,1.0,0.92,1,24,19561883
0.18,1.0,0.979,1,19,19561884
0.18,1.0,0.93,1,18,19561885
0.18,1.0,0.936,1,15,19561886
0.18,1.0,0.932,1,23,19561887
0.18,1.0,0.973,1,13,19561888
0.18,1.0,0.92,1,25,19561889
0.18,1.0,0.893,1,21,19561890
0.18,1.0,0.968,1,15,19561891
0.18,1.0,0.975,1,14,19561892
0.18,1.0,0.959,1,10,19561893
0.18,1.0,0.898,1,23,19561894
0.18,1.0,0.901,1,24,19561895
0.18,1.0,0.923,1,14,19561896
0.18,1.0,0.969,1,15,19561897
0.18,1.0,0.98,1,14,19561898
0.18,1.0,0.916,1,28,19561899
0.18,1.0,0.832,1,57,19561900
0.18,1.0,0.959,1,15,19561901
0.18,1.0,0.987,1,10,19561902
0.18,1.0,0.98,1,10,19561903
0.18,1.0,0.969,1,10,19561904
0.18,1.0,0.983,1,14,19561905
0.18,1.0,0.959,1,19,19561906
0.18,1.0,0.946,1,18,19561907
0.18,1.0,0.918,1,23,19561908
0.18,1.0,0.983,1,5,19561909
0.18,1.0,0.956,1,16,19561910
0.18,1.0,0.934,1,14,19561911
0.18,1.0,0.98,1,12,19561912
0.18,1.0,0.915,1,27,19561913
0.18,1.0,0.946,1,20,19561914
0.18,1.0,0.929,1,21,19561915
0.18,1.0,0.434,1,30,19561916
0.18,1.0,0.973,1,10,19561917
0.18,1.0,0.945,1,11,19561918
0.18,1.0,0.976,1,26,19561919
0.18,1.0,0.974,1,14,19561920
0.18,1.0,0.931,1,16,19561921
0.18,1.0,0.967,1,17,19561922
0.18,1.0,0.978,1,12,19561923
0.18,1.0,0.951,1,12,19561924
0.18,1.0,0.954,1,22,19561925
0.18,1.0,0.982,1,14,19561926
0.18,1.0,0.913,1,21,19561927
0.18,1.0,0.957,1,22,19561928
0.18,1.0,0.962,1,12,19561929
0.18,1.0,0.972,1,12,19561930
0.28,1.0,0.983,1,10,19561831
0.28,1.0,0.969,1,17,19561832
0.28,1.0,0.962,1,20,19561833
0.28,1.0,0.966,1,26,19561834
0.28,1.0,0.93,1,22,19561835
0.28,1.0,0.951,1,17,19561836
0.28,1.0,0.986,1,13,19561837
0.28,1.0,0.963,1,13,19561838
0.28,1.0,0.951,1,20,19561839
0.28,1.0,0.974,1,14,19561840
0.28,1.0,0.934,1,18,19561841
0.28,1.0,0.949,1,13,19561842
0.28,1.0,0.955,1,18,19561843
0.28,1.0,0.992,1,11,19561844
0.28,1.0,0.958,1,22,19561845
0.28,1.0,0.982,1,8,19561846
0.28,1.0,0.973,1,14,19561847
0.28,1.0,0.94,1,16,19561848
0.28,1.0,0.958,1,17,19561849
0.28,1.0,0.943,1,13,19561850
0.28,1.0,0.972,1,10,19561851
0.28,1.0,0.993,1,7,19561852
0.28,1.0,0.954,1,23,19561853
0.28,1.0,0.968,1,14,19561854
0.28,1.0,0.96,1,13,19561855
0.28,1.0,0.947,1,14,19561856
0.28,1.0,0.958,1,11,19561857
0.28,1.0,0.95,1,11,19561858
0.28,1.0,0.938,1,18,19561859
0.28,1.0,0.975,1,8,19561860
0.28,1.0,0.944,1,20,19561861
0.28,1.0,0.96,1,11,19561862
0.28,1.0,0.953,1,18,19561863
0.28,1.0,0.939,1,22,19561864
0.28,1.0,0.969,1,18,19561865
0.28,1.0,0.974,1,17,19561866
0.28,1.0,0.94,1,19,19561867
0.28,1.0,0.956,1,14,19561868
0.28,1.0,0.959,1,13,19561869
0.28,1.0,0.96,1,13,19561870
0.28,1.0,0.978,1,15,19561871
0.28,1.0,0.952,1,10,19561872
0.28,1.0,0.978,1,16,19561873
0.28,1.0,0.933,1,15,19561874
0.28,1.0,0.971,1,14,19561875
0.28,1.0,0.929,1,16,19561876
0.28,1.0,0.963,1,12,19561877
0.28,1.0,0.968,1,23,19561878
0.28,1.0,0.986,1,14,19561879
0.28,1.0,0.956,1,17,19561880
0.28,1.0,0.965,1,10,19561881
0.28,1.0,0.964,1,41,19561882
0.28,1.0,0.933,1,13,19561883
0.28,1.0,0.979,1,13,19561884
0.28,1.0,0.965,1,10,19561885
0.28,1.0,0.982,1,12,19561886
0.28,1.0,0.93,1,25,19561887
0.28,1.0,0.923,1,14,19561888
0.28,1.0,0.945,1,14,19561889
0.28,1.0,0.989,1,16,19561890
0.28,1.0,0.93,1,17,19561891
0.28,1.0,0.949,1,24,19561892
0.28,1.0,0.972,1,19,19561893
0.28,1.0,0.985,1,8,19561894
0.28,1.0,0.937,1,13,19561895
0.28,1.0,0.977,1,12,19561896
0.28,1.0,0.984,1,10,19561897
0.28,1.0,0.895,1,17,19561898
0.28,1.0,0.939,1,18,19561899
0.28,1.0,0.98,1,14,19561900
0.28,1.0,0.978,1,8,19561901
0.28,1.0,0.983,1,16,19561902
0.28,1.0,0.96,1,23,19561903
0.28,1.0,0.945,1,11,19561904
0.28,1.0,0.954,1,17,19561905
0.28,1.0,0.955,1,14,19561906
0.28,1.0,0.899,1,17,19561907
0.28,1.0,0.947,1,12,19561908
0.28,1.0,0.975,1,15,19561909
0.28,1.0,0.936,1,16,19561910
0.28,1.0,1.0,1,6,19561911
0.28,1.0,0.967,1,13,19561912
0.28,1.0,0.977,1,10,19561913
0.28,1.0,0.969,1,18,19561914
0.28,1.0,0.975,1,13,19561915
0.28,1.0,0.954,1,32,19561916
0.28,1.0,0.969,1,17,19561917
0.28,1.0,0.977,1,15,19561918
0.28,1.0,0.97,1,13,19561919
0.28,1.0,0.95,1,18,19561920
0.28,1.0,0.96,1,21,19561921
0.28,1.0,0.96,1,25,19561922
0.28,1.0,0.982,1,13,19561923
0.28,1.0,0.953,1,18,19561924
0.28,1.0,0.974,1,10,19561925
0.28,1.0,0.943,1,25,19561926
0.28,1.0,0.943,1,14,19561927
0.28,1.0,0.862,1,35,19561928
0.28,1.0,0.93,1,18,19561929
0.28,1.0,0.944,1,20,19561930
