wrap around,stability,morality,cycle length,generation count,seed
false,1.0,0.0,1,4,19561848
false,1.0,0.0,1,5,19561849
false,1.0,0.0,1,8,19561850
false,1.0,0.0,1,6,19561851
false,1.0,0.0,1,4,19561852
false,1.0,0.0,1,4,19561853
false,1.0,0.0,1,6,19561854
false,1.0,0.0,1,4,19561855
false,1.0,0.0,1,5,19561856
false,1.0,0.0,1,4,19561857
false,1.0,0.0,1,6,19561858
false,1.0,0.0,1,3,19561859
false,1.0,0.0,1,4,19561860
false,1.0,0.0,1,3,19561861
false,1.0,0.0,1,5,19561862
false,1.0,0.0,1,4,19561863
false,1.0,0.0,1,5,19561864
false,1.0,0.0,1,4,19561865
false,1.0,0.0,1,3,19561866
false,1.0,0.0,1,4,19561867
false,1.0,0.0,1,4,19561868
false,1.0,0.0,1,7,19561869
false,1.0,0.0,1,3,19561870
false,1.0,0.0,1,3,19561871
false,1.0,0.0,1,4,19561872
false,1.0,0.0,1,4,19561873
false,1.0,0.0,1,5,19561874
false,1.0,0.0,1,5,19561875
false,1.0,0.0,1,5,19561876
false,1.0,0.0,1,4,19561877
false,1.0,0.0,1,5,19561878
false,1.0,0.0,1,4,19561879
false,1.0,0.0,1,4,19561880
false,1.0,0.0,1,4,19561881
false,1.0,0.0,1,4,19561882
false,1.0,0.0,1,4,19561883
false,1.0,0.0,1,7,19561884
false,1.0,0.0,1,4,19561885
false,1.0,0.0,1,4,19561886
false,1.0,0.0,1,7,19561887
false,1.0,0.0,1,4,19561888
false,1.0,0.0,1,4,19561889
false,1.0,0.0,1,4,19561890
false,1.0,0.0,1,4,19561891
false,1.0,0.0,1,3,19561892
false,1.0,0.0,1,5,19561893
false,1.0,0.0,1,3,19561894
false,1.0,0.0,1,4,19561895
false,1.0,0.0,1,5,19561896
false,1.0,0.0,1,4,19561897
false,1.0,0.0,1,5,19561898
false,1.0,0.0,1,4,19561899
false,1.0,0.0,1,3,19561900
false,1.0,0.0,1,4,19561901
false,1.0,0.0,1,6,19561902
false,1.0,0.0,1,3,19561903
false,1.0,0.0,1,4,19561904
false,1.0,0.0,1,3,19561905
false,1.0,0.0,1,5,19561906
false,1.0,0.0,1,4,19561907
false,1.0,0.0,1,6,19561908
false,1.0,0.0,1,6,19561909
false,1.0,0.0,1,5,19561910
false,1.0,0.0,1,4,19561911
false,1.0,0.0,1,3,19561912
false,1.0,0.0,1,4,19561913
false,1.0,0.0,1,5,19561914
false,1.0,0.0,1,4,19561915
false,1.0,0.0,1,4,19561916
false,1.0,0.0,1,3,19561917
false,1.0,0.0,1,5,19561918
false,1.0,0.0,1,3,19561919
false,1.0,0.0,1,3,19561920
false,1.0,0.0,1,4,19561921
false,1.0,0.0,1,4,19561922
false,1.0,0.0,1,4,19561923
false,1.0,0.0,1,4,19561924
false,1.0,0.0,1,3,19561925
false,1.0,0.0,1,4,19561926
false,1.0,0.0,1,4,19561927
false,1.0,0.0,1,8,19561928
false,1.0,0.0,1,6,19561929
false,1.0,0.0,1,4,19561930
