initial moral mean,stability,morality,cycle length,generation count,seed
0.25,1.0,1.0,1,46,19561831
0.25,1.0,1.0,1,26,19561832
0.25,1.0,1.0,1,23,19561833
0.25,1.0,1.0,1,42,19561834
0.25,1.0,1.0,1,43,19561835
0.25,1.0,1.0,1,35,19561836
0.25,1.0,1.0,1,42,19561837
0.25,1.0,1.0,1,144,19561838
0.25,1.0,1.0,1,39,19561839
0.25,1.0,1.0,1,22,19561840
0.25,1.0,1.0,1,39,19561841
0.25,1.0,1.0,1,33,19561842
0.25,1.0,1.0,1,24,19561843
0.25,1.0,1.0,1,29,19561844
0.25,1.0,1.0,1,34,19561845
0.25,1.0,1.0,1,154,19561846
0.25,1.0,1.0,1,30,19561847
0.25,1.0,1.0,1,32,19561848
0.25,1.0,1.0,1,34,19561849
0.25,1.0,1.0,1,38,19561850
0.25,1.0,1.0,1,117,19561851
0.25,1.0,1.0,1,50,19561852
0.25,1.0,1.0,1,26,19561853
0.25,1.0,1.0,1,78,19561854
0.25,1.0,1.0,1,70,19561855
0.25,1.0,1.0,1,38,19561856
0.25,1.0,1.0,1,36,19561857
0.25,1.0,1.0,1,31,19561858
0.25,1.0,1.0,1,40,19561859
0.25,1.0,1.0,1,29,19561860
0.25,1.0,1.0,1,15,19561861
0.25,1.0,1.0,1,29,19561862
0.25,1.0,1.0,1,56,19561863
0.25,1.0,1.0,1,33,19561864
0.25,1.0,1.0,1,85,19561865
0.25,1.0,1.0,1,22,19561866
0.25,1.0,1.0,1,23,19561867
0.25,1.0,1.0,1,32,19561868
0.25,1.0,1.0,1,34,19561869
0.25,1.0,1.0,1,20,19561870
0.25,1.0,1.0,1,26,19561871
0.25,1.0,1.0,1,25,19561872
0.25,1.0,1.0,1,42,19561873
0.25,1.0,1.0,1,66,19561874
0.25,1.0,1.0,1,37,19561875
0.25,1.0,1.0,1,31,19561876
0.25,1.0,1.0,1,29,19561877
0.25,1.0,1.0,1,62,19561878
0.25,1.0,1.0,1,24,19561879
0.25,1.0,1.0,1,58,19561880
0.25,1.0,1.0,1,40,19561881
0.25,1.0,1.0,1,19,19561882
0.25,1.0,1.0,1,27,19561883
0.25,1.0,1.0,1,64,19561884
0.25,1.0,1.0,1,17,19561885
0.25,1.0,1.0,1,42,19561886
0.25,1.0,1.0,1,111,19561887
0.25,1.0,1.0,1,12,19561888
0.25,1.0,1.0,1,67,19561889
0.25,1.0,1.0,1,45,19561890
0.25,1.0,1.0,1,33,19561891
0.25,1.0,1.0,1,32,19561892
0.25,1.0,1.0,1,47,19561893
0.25,1.0,1.0,1,26,19561894
0.25,1.0,1.0,1,41,19561895
0.25,1.0,1.0,1,28,19561896
0.25,1.0,1.0,1,54,19561897
0.25,1.0,1.0,1,31,19561898
0.25,1.0,1.0,1,39,19561899
0.25,1.0,1.0,1,27,19561900
0.25,1.0,1.0,1,34,19561901
0.25,0.5,0.0,2,9,19561902
0.25,1.0,1.0,1,30,19561903
0.25,1.0,1.0,1,31,19561904
0.25,1.0,1.0,1,29,19561905
0.25,1.0,1.0,1,68,19561906
0.25,1.0,1.0,1,18,19561907
0.25,1.0,1.0,1,50,19561908
0.25,1.0,1.0,1,43,19561909
0.25,1.0,1.0,1,40,19561910
0.25,1.0,1.0,1,60,19561911
0.25,1.0,1.0,1,41,19561912
0.25,1.0,1.0,1,103,19561913
0.25,1.0,1.0,1,61,19561914
0.25,1.0,1.0,1,22,19561915
0.25,1.0,1.0,1,32,19561916
0.25,1.0,1.0,1,25,19561917
0.25,1.0,1.0,1,48,19561918
0.25,1.0,1.0,1,73,19561919
0.25,1.0,1.0,1,76,19561920
0.25,1.0,1.0,1,26,19561921
0.25,1.0,1.0,1,54,19561922
0.25,1.0,1.0,1,46,19561923
0.25,1.0,1.0,1,40,19561924
0.25,1.0,1.0,1,24,19561925
0.25,1.0,1.0,1,28,19561926
0.25,1.0,1.0,1,19,19561927
0.25,1.0,1.0,1,93,19561928
0.25,1.0,1.0,1,20,19561929
0.25,1.0,1.0,1,22,19561930
0.5,1.0,1.0,1,29,19561831
0.5,1.0,1.0,1,18,19561832
0.5,1.0,1.0,1,14,19561833
0.5,1.0,1.0,1,20,19561834
0.5,1.0,1.0,1,18,19561835
0.5,1.0,1.0,1,18,19561836
0.5,1.0,1.0,1,16,19561837
0.5,1.0,1.0,1,44,19561838
0.5,1.0,1.0,1,11,19561839
0.5,1.0,1.0,1,11,19561840
0.5,1.0,1.0,1,23,19561841
0.5,1.0,1.0,1,17,19561842
0.5,1.0,1.0,1,15,19561843
0.5,1.0,1.0,1,14,19561844
0.5,1.0,1.0,1,18,19561845
0.5,1.0,1.0,1,28,19561846
0.5,1.0,1.0,1,16,19561847
0.5,1.0,1.0,1,17,19561848
0.5,1.0,1.0,1,21,19561849
0.5,1.0,1.0,1,15,19561850
0.5,1.0,1.0,1,29,19561851
0.5,1.0,1.0,1,15,19561852
0.5,1.0,1.0,1,20,19561853
0.5,1.0,1.0,1,22,19561854
0.5,1.0,1.0,1,27,19561855
0.5,1.0,1.0,1,18,19561856
0.5,1.0,1.0,1,21,19561857
0.5,1.0,1.0,1,18,19561858
0.5,1.0,1.0,1,19,19561859
0.5,1.0,1.0,1,17,19561860
0.5,1.0,1.0,1,8,19561861
0.5,1.0,1.0,1,21,19561862
0.5,1.0,1.0,1,20,19561863
0.5,1.0,1.0,1,20,19561864
0.5,1.0,1.0,1,36,19561865
0.5,1.0,1.0,1,24,19561866
0.5,1.0,1.0,1,16,19561867
0.5,1.0,1.0,1,26,19561868
0.5,1.0,1.0,1,13,19561869
0.5,1.0,1.0,1,15,19561870
0.5,1.0,1.0,1,17,19561871
0.5,1.0,1.0,1,20,19561872
0.5,1.0,1.0,1,13,19561873
0.5,1.0,1.0,1,18,19561874
0.5,1.0,1.0,1,16,19561875
0.5,1.0,1.0,1,22,19561876
0.5,1.0,1.0,1,14,19561877
0.5,1.0,1.0,1,26,19561878
0.5,1.0,1.0,1,16,19561879
0.5,1.0,1.0,1,23,19561880
0.5,1.0,1.0,1,21,19561881
