population size,stability,morality,cycle length,generation count,seed
100,1.0,1.0,1,5,19561831
100,1.0,1.0,1,4,19561832
100,1.0,1.0,1,5,19561833
100,1.0,1.0,1,6,19561834
100,1.0,1.0,1,4,19561835
100,1.0,1.0,1,5,19561836
100,1.0,1.0,1,5,19561837
100,1.0,1.0,1,4,19561838
100,1.0,1.0,1,6,19561839
100,1.0,1.0,1,6,19561840
100,1.0,1.0,1,8,19561841
100,1.0,1.0,1,6,19561842
100,1.0,1.0,1,6,19561843
100,1.0,1.0,1,5,19561844
100,1.0,1.0,1,6,19561845
100,1.0,1.0,1,5,19561846
100,1.0,1.0,1,5,19561847
100,1.0,1.0,1,8,19561848
100,1.0,1.0,1,5,19561849
100,0.125,0.0,8,72,19561850
100,1.0,1.0,1,4,19561851
100,1.0,1.0,1,7,19561852
100,1.0,1.0,1,5,19561853
100,1.0,1.0,1,6,19561854
100,1.0,1.0,1,5,19561855
100,1.0,1.0,1,5,19561856
100,1.0,1.0,1,6,19561857
100,1.0,1.0,1,6,19561858
100,1.0,1.0,1,4,19561859
100,1.0,1.0,1,6,19561860
100,1.0,1.0,1,4,19561861
100,1.0,1.0,1,5,19561862
100,1.0,1.0,1,5,19561863
100,1.0,1.0,1,5,19561864
100,1.0,1.0,1,5,19561865
100,1.0,1.0,1,5,19561866
100,1.0,1.0,1,6,19561867
100,1.0,1.0,1,4,19561868
100,1.0,1.0,1,6,19561869
100,1.0,0.98,1,6,19561870
100,1.0,1.0,1,12,19561871
100,1.0,1.0,1,5,19561872
100,1.0,1.0,1,6,19561873
100,1.0,1.0,1,6,19561874
100,1.0,1.0,1,6,19561875
100,1.0,1.0,1,5,19561876
100,1.0,1.0,1,4,19561877
100,1.0,1.0,1,7,19561878
100,1.0,1.0,1,8,19561879
100,1.0,1.0,1,4,19561880
100,1.0,1.0,1,5,19561881
100,1.0,0.98,1,7,19561882
100,1.0,1.0,1,6,19561883
100,1.0,1.0,1,5,19561884
100,1.0,1.0,1,5,19561885
100,1.0,1.0,1,5,19561886
100,1.0,1.0,1,6,19561887
100,1.0,1.0,1,5,19561888
100,1.0,1.0,1,5,19561889
100,1.0,1.0,1,6,19561890
100,1.0,1.0,1,5,19561891
100,1.0,1.0,1,4,19561892
100,1.0,1.0,1,6,19561893
100,1.0,1.0,1,8,19561894
100,1.0,1.0,1,5,19561895
100,1.0,1.0,1,5,19561896
100,1.0,1.0,1,6,19561897
100,1.0,1.0,1,7,19561898
100,1.0,1.0,1,6,19561899
100,1.0,1.0,1,7,19561900
100,1.0,0.98,1,5,19561901
100,1.0,1.0,1,5,19561902
100,1.0,1.0,1,6,19561903
100,1.0,1.0,1,4,19561904
100,1.0,1.0,1,5,19561905
100,1.0,1.0,1,4,19561906
100,1.0,1.0,1,7,19561907
100,1.0,1.0,1,5,19561908
100,1.0,1.0,1,6,19561909
100,1.0,1.0,1,4,19561910
100,1.0,1.0,1,3,19561911
100,1.0,1.0,1,5,19561912
100,1.0,1.0,1,4,19561913
100,1.0,1.0,1,6,19561914
100,1.0,1.0,1,5,19561915
100,1.0,1.0,1,5,19561916
100,1.0,1.0,1,5,19561917
100,1.0,1.0,1,6,19561918
100,1.0,1.0,1,4,19561919
100,1.0,1.0,1,5,19561920
100,1.0,1.0,1,5,19561921
100,1.0,1.0,1,6,19561922
100,1.0,1.0,1,6,19561923
100,1.0,1.0,1,5,19561924
100,1.0,1.0,1,5,19561925
100,1.0,1.0,1,6,19561926
100,1.0,1.0,1,5,19561927
100,1.0,1.0,1,8,19561928
100,1.0,1.0,1,4,19561929
100,1.0,1.0,1,5,19561930
1000,1.0,1.0,1,7,19561831
1000,1.0,0.999,1,6,19561832
1000,1.0,1.0,1,6,19561833
1000,1.0,1.0,1,6,19561834
1000,1.0,1.0,1,5,19561835
1000,1.0,1.0,1,6,19561836
1000,1.0,0.999,1,7,19561837
1000,1.0,1.0,1,6,19561838
1000,1.0,1.0,1,6,19561839
1000,1.0,1.0,1,6,19561840
1000,1.0,1.0,1,6,19561841
1000,1.0,1.0,1,8,19561842
1000,1.0,0.999,1,7,19561843
1000,1.0,1.0,1,6,19561844
1000,1.0,1.0,1,6,19561845
1000,1.0,0.998,1,6,19561846
1000,1.0,0.999,1,5,19561847
1000,1.0,1.0,1,6,19561848
1000,1.0,1.0,1,7,19561849
1000,1.0,0.997,1,6,19561850
1000,1.0,1.0,1,6,19561851
1000,1.0,1.0,1,7,19561852
1000,1.0,1.0,1,6,19561853
1000,1.0,1.0,1,5,19561854
1000,1.0,0.997,1,6,19561855
1000,1.0,1.0,1,5,19561856
1000,1.0,0.999,1,9,19561857
1000,1.0,1.0,1,5,19561858
1000,1.0,1.0,1,6,19561859
1000,1.0,1.0,1,5,19561860
1000,1.0,0.998,1,6,19561861
1000,1.0,1.0,1,5,19561862
1000,1.0,1.0,1,6,19561863
1000,1.0,1.0,1,5,19561864
1000,1.0,0.998,1,7,19561865
1000,1.0,0.999,1,7,19561866
1000,1.0,0.998,1,6,19561867
1000,1.0,1.0,1,6,19561868
1000,1.0,1.0,1,7,19561869
1000,1.0,0.999,1,7,19561870
1000,1.0,1.0,1,6,19561871
1000,1.0,0.997,1,6,19561872
1000,1.0,0.999,1,6,19561873
1000,1.0,1.0,1,7,19561874
1000,1.0,1.0,1,7,19561875
1000,1.0,1.0,1,6,19561876
1000,1.0,1.0,1,6,19561877
1000,1.0,1.0,1,7,19561878
1000,1.0,1.0,1,6,19561879
1000,1.0,0.998,1,5,19561880
1000,1.0,1.0,1,7,19561881
1000,1.0,0.999,1,6,19561882
1000,1.0,1.0,1,6,19561883
1000,1.0,1.0,1,6,19561884
1000,1.0,1.0,1,6,19561885
1000,1.0,1.0,1,7,19561886
1000,1.0,1.0,1,8,19561887
1000,1.0,1.0,1,6,19561888
1000,1.0,0.999,1,6,19561889
1000,1.0,1.0,1,6,19561890
1000,1.0,1.0,1,7,19561891
1000,1.0,1.0,1,5,19561892
1000,1.0,1.0,1,6,19561893
1000,1.0,1.0,1,7,19561894
1000,1.0,1.0,1,6,19561895
1000,1.0,0.998,1,6,19561896
1000,1.0,0.997,1,6,19561897
1000,1.0,1.0,1,6,19561898
1000,1.0,1.0,1,6,19561899
1000,1.0,1.0,1,6,19561900
1000,1.0,1.0,1,7,19561901
1000,1.0,1.0,1,7,19561902
1000,1.0,1.0,1,6,19561903
1000,1.0,1.0,1,5,19561904
1000,1.0,1.0,1,8,19561905
1000,1.0,1.0,1,7,19561906
1000,1.0,1.0,1,5,19561907
1000,1.0,0.999,1,6,19561908
1000,1.0,1.0,1,6,19561909
1000,1.0,0.999,1,5,19561910
1000,1.0,1.0,1,9,19561911
1000,1.0,1.0,1,7,19561912
1000,1.0,1.0,1,7,19561913
1000,1.0,1.0,1,6,19561914
1000,1.0,1.0,1,5,19561915
1000,1.0,0.999,1,8,19561916
1000,1.0,0.999,1,7,19561917
1000,1.0,1.0,1,8,19561918
1000,1.0,0.999,1,6,19561919
1000,1.0,1.0,1,7,19561920
1000,1.0,0.999,1,6,19561921
1000,1.0,1.0,1,7,19561922
1000,1.0,0.999,1,7,19561923
1000,1.0,0.999,1,6,19561924
1000,1.0,0.999,1,5,19561925
1000,1.0,0.999,1,6,19561926
1000,1.0,1.0,1,6,19561927
1000,1.0,1.0,1,8,19561928
1000,1.0,1.0,1,5,19561929
1000,1.0,1.0,1,7,19561930
10000,1.0,0.9994,1,7,19561831
