learning rule,stability,morality,cycle length,generation count,seed
IProb,0.001,0.0176,0,1000,19561883
IProb,0.001,0.0033,0,1000,19561884
IProb,0.001,0.0176,0,1000,19561885
IProb,0.001,0.1255,0,1000,19561886
IProb,0.001,0.1977,0,1000,19561887
IProb,0.001,0.0089,0,1000,19561888
IProb,0.001,0.1145,0,1000,19561889
IProb,0.001,0.1904,0,1000,19561890
IProb,0.001,0.0563,0,1000,19561891
IProb,0.001,0.1698,0,1000,19561892
IProb,0.001,0.1549,0,1000,19561893
IProb,0.001,0.1051,0,1000,19561894
IProb,0.001,0.1123,0,1000,19561895
IProb,0.001,0.0326,0,1000,19561896
IProb,0.001,0.1769,0,1000,19561897
IProb,0.001,0.0992,0,1000,19561898
IProb,0.001,0.0894,0,1000,19561899
IProb,0.001,0.0723,0,1000,19561900
IProb,0.001,0.1297,0,1000,19561901
IProb,0.001,0.0466,0,1000,19561902
IProb,0.001,0.0773,0,1000,19561903
IProb,0.001,0.119,0,1000,19561904
IProb,0.001,0.0564,0,1000,19561905
IProb,0.001,0.0944,0,1000,19561906
IProb,0.001,0.0673,0,1000,19561907
IProb,0.001,0.1587,0,1000,19561908
IProb,0.001,0.0024,0,1000,19561909
IProb,0.001,0.1659,0,1000,19561910
IProb,0.001,0.0342,0,1000,19561911
IProb,0.001,0.1247,0,1000,19561912
IProb,0.001,0.2915,0,1000,19561913
IProb,0.001,0.0789,0,1000,19561914
IProb,0.001,0.1116,0,1000,19561915
IProb,0.001,0.1184,0,1000,19561916
IProb,0.001,0.169,0,1000,19561917
IProb,0.001,0.018,0,1000,19561918
IProb,0.001,0.0835,0,1000,19561919
IProb,0.001,0.0051,0,1000,19561920
IProb,0.001,0.0317,0,1000,19561921
IProb,0.001,0.0495,0,1000,19561922
IProb,0.001,0.1223,0,1000,19561923
IProb,0.001,0.1418,0,1000,19561924
IProb,0.001,0.0351,0,1000,19561925
IProb,0.001,0.1132,0,1000,19561926
IProb,0.001,0.0257,0,1000,19561927
IProb,0.001,0.1372,0,1000,19561928
IProb,0.001,0.0495,0,1000,19561929
IProb,0.001,0.0582,0,1000,19561930
IAvg,0.25,0.212,4,16,19561831
IAvg,0.25,0.327,4,19,19561832
IAvg,1.0,0.093,1,15,19561833
IAvg,0.25,0.4068,4,20,19561834
IAvg,0.5,0.1685,2,11,19561835
IAvg,0.25,0.177,4,22,19561836
IAvg,0.05,0.1353,20,36,19561837
IAvg,0.25,0.154,4,20,19561838
IAvg,0.25,0.1283,4,18,19561839
IAvg,0.25,0.164,4,22,19561840
IAvg,0.25,0.185,4,22,19561841
IAvg,0.25,0.069,4,20,19561842
IAvg,0.25,0.385,4,16,19561843
IAvg,0.25,0.149,4,21,19561844
IAvg,0.25,0.171,4,18,19561845
IAvg,0.25,0.112,4,16,19561846
IAvg,0.25,0.293,4,17,19561847
IAvg,0.25,0.1855,4,26,19561848
IAvg,1.0,0.227,1,12,19561849
IAvg,0.25,0.2923,4,16,19561850
IAvg,0.5,0.142,2,12,19561851
IAvg,0.25,0.162,4,15,19561852
IAvg,0.25,0.24,4,16,19561853
IAvg,0.1667,0.244,6,25,19561854
IAvg,0.25,0.082,4,18,19561855
IAvg,0.25,0.239,4,19,19561856
IAvg,0.0833,0.1417,12,26,19561857
IAvg,0.0333,0.2565,30,42,19561858
IAvg,0.25,0.174,4,17,19561859
IAvg,0.05,0.2469,20,32,19561860
IAvg,0.25,0.1075,4,17,19561861
IAvg,0.25,0.298,4,18,19561862
IAvg,0.5,0.254,2,18,19561863
IAvg,0.0357,0.213,28,40,19561864
IAvg,0.25,0.189,4,14,19561865
IAvg,0.1,0.1001,10,22,19561866
IAvg,0.5,0.081,2,16,19561867
IAvg,0.25,0.179,4,19,19561868
IAvg,0.25,0.098,4,17,19561869
IAvg,0.25,0.2305,4,23,19561870
IAvg,0.05,0.103,20,34,19561871
IAvg,0.25,0.1303,4,17,19561872
IAvg,0.25,0.207,4,17,19561873
IAvg,0.25,0.148,4,18,19561874
IAvg,0.25,0.1015,4,18,19561875
IAvg,0.25,0.3795,4,27,19561876
IAvg,0.25,0.178,4,17,19561877
IAvg,0.25,0.082,4,15,19561878
IAvg,0.0208,0.2184,48,58,19561879
IAvg,0.25,0.118,4,19,19561880
IAvg,0.05,0.198,20,32,19561881
IAvg,0.5,0.259,2,21,19561882
IAvg,1.0,0.097,1,11,19561883
IAvg,0.25,0.039,4,19,19561884
IAvg,0.25,0.18,4,20,19561885
IAvg,0.25,0.175,4,17,19561886
IAvg,0.25,0.208,4,16,19561887
IAvg,0.25,0.19,4,16,19561888
IAvg,0.25,0.143,4,18,19561889
IAvg,0.25,0.155,4,15,19561890
IAvg,0.25,0.087,4,30,19561891
IAvg,0.25,0.142,4,19,19561892
IAvg,0.25,0.134,4,20,19561893
IAvg,0.25,0.252,4,25,19561894
IAvg,0.05,0.1546,20,43,19561895
IAvg,0.25,0.1565,4,17,19561896
IAvg,0.25,0.175,4,16,19561897
IAvg,0.0833,0.2323,12,33,19561898
IAvg,0.25,0.2333,4,18,19561899
IAvg,0.5,0.1805,2,14,19561900
IAvg,0.25,0.255,4,18,19561901
IAvg,0.25,0.0775,4,15,19561902
IAvg,0.25,0.195,4,16,19561903
IAvg,0.25,0.197,4,24,19561904
IAvg,0.25,0.194,4,18,19561905
IAvg,0.25,0.212,4,15,19561906
IAvg,0.25,0.1368,4,17,19561907
IAvg,0.25,0.31,4,17,19561908
IAvg,0.25,0.052,4,18,19561909
IAvg,0.25,0.281,4,14,19561910
IAvg,0.0833,0.175,12,29,19561911
IAvg,0.25,0.153,4,24,19561912
IAvg,0.0833,0.1917,12,23,19561913
IAvg,0.25,0.16,4,16,19561914
IAvg,0.25,0.104,4,13,19561915
IAvg,1.0,0.133,1,13,19561916
IAvg,0.0333,0.1996,30,48,19561917
IAvg,0.05,0.1018,20,35,19561918
IAvg,0.0833,0.198,12,26,19561919
IAvg,0.25,0.109,4,17,19561920
IAvg,0.25,0.065,4,18,19561921
IAvg,0.25,0.2,4,18,19561922
IAvg,0.5,0.2225,2,15,19561923
IAvg,0.25,0.3805,4,16,19561924
IAvg,0.25,0.1762,4,21,19561925
IAvg,0.1,0.1405,10,25,19561926
IAvg,0.25,0.093,4,16,19561927
IAvg,0.25,0.131,4,21,19561928
IAvg,0.0833,0.106,12,25,19561929
IAvg,0.0833,0.134,12,25,19561930
BestR,1.0,0.0,1,3,19561831
BestR,1.0,0.0,1,4,19561832
BestR,1.0,0.0,1,4,19561833
BestR,1.0,0.0,1,3,19561834
BestR,1.0,0.0,1,4,19561835
BestR,1.0,0.0,1,4,19561836
BestR,1.0,0.0,1,4,19561837
BestR,1.0,0.0,1,4,19561838
BestR,1.0,0.0,1,3,19561839
BestR,1.0,0.0,1,3,19561840
BestR,1.0,0.0,1,4,19561841
BestR,1.0,0.0,1,3,19561842
BestR,1.0,0.0,1,3,19561843
BestR,1.0,0.0,1,3,19561844
BestR,1.0,0.0,1,5,19561845
BestR,1.0,0.0,1,3,19561846
BestR,1.0,0.0,1,4,19561847
BestR,1.0,0.0,1,4,19561848
BestR,1.0,0.0,1,5,19561849
BestR,1.0,0.0,1,3,19561850
BestR,1.0,0.0,1,5,19561851
BestR,1.0,0.0,1,4,19561852
BestR,1.0,0.0,1,4,19561853
BestR,1.0,0.0,1,4,19561854
BestR,1.0,0.0,1,4,19561855
BestR,1.0,0.0,1,4,19561856
BestR,1.0,0.0,1,4,19561857
BestR,1.0,0.0,1,4,19561858
BestR,1.0,0.0,1,4,19561859
BestR,1.0,0.0,1,5,19561860
BestR,1.0,0.0,1,3,19561861
BestR,1.0,0.0,1,3,19561862
BestR,1.0,0.0,1,3,19561863
BestR,1.0,0.0,1,4,19561864
BestR,1.0,0.0,1,3,19561865
BestR,1.0,0.0,1,4,19561866
BestR,1.0,0.0,1,3,19561867
BestR,1.0,0.0,1,4,19561868
BestR,1.0,0.0,1,3,19561869
BestR,1.0,0.0,1,4,19561870
BestR,1.0,0.0,1,4,19561871
BestR,1.0,0.0,1,4,19561872
BestR,1.0,0.0,1,4,19561873
BestR,1.0,0.0,1,3,19561874
BestR,1.0,0.0,1,4,19561875
BestR,1.0,0.0,1,4,19561876
BestR,1.0,0.0,1,4,19561877
BestR,1.0,0.0,1,5,19561878
BestR,1.0,0.0,1,5,19561879
BestR,1.0,0.0,1,3,19561880
BestR,1.0,0.0,1,4,19561881
BestR,1.0,0.0,1,4,19561882
BestR,1.0,0.0,1,5,19561883
BestR,1.0,0.0,1,3,19561884
BestR,1.0,0.0,1,4,19561885
BestR,1.0,0.0,1,4,19561886
BestR,1.0,0.0,1,4,19561887
BestR,1.0,0.0,1,4,19561888
BestR,1.0,0.0,1,4,19561889
BestR,1.0,0.0,1,4,19561890
BestR,1.0,0.0,1,4,19561891
BestR,1.0,0.0,1,3,19561892
BestR,1.0,0.0,1,3,19561893
BestR,1.0,0.0,1,4,19561894
BestR,1.0,0.0,1,3,19561895
BestR,1.0,0.0,1,4,19561896
BestR,1.0,0.0,1,4,19561897
BestR,1.0,0.0,1,3,19561898
BestR,1.0,0.0,1,4,19561899
BestR,1.0,0.0,1,3,19561900
BestR,1.0,0.0,1,3,19561901
BestR,1.0,0.0,1,4,19561902
BestR,1.0,0.0,1,4,19561903
BestR,1.0,0.0,1,4,19561904
BestR,1.0,0.0,1,3,19561905
BestR,1.0,0.0,1,3,19561906
BestR,1.0,0.0,1,4,19561907
BestR,1.0,0.0,1,7,19561908
BestR,1.0,0.0,1,4,19561909
BestR,1.0,0.0,1,4,19561910
BestR,1.0,0.0,1,4,19561911
BestR,1.0,0.0,1,4,19561912
BestR,1.0,0.0,1,4,19561913
BestR,1.0,0.0,1,5,19561914
BestR,1.0,0.0,1,4,19561915
BestR,1.0,0.0,1,4,19561916
BestR,1.0,0.0,1,4,19561917
BestR,1.0,0.0,1,5,19561918
BestR,1.0,0.0,1,4,19561919
BestR,1.0,0.0,1,3,19561920
BestR,1.0,0.0,1,4,19561921
BestR,1.0,0.0,1,4,19561922
BestR,1.0,0.0,1,3,19561923
BestR,1.0,0.0,1,4,19561924
BestR,1.0,0.0,1,3,19561925
BestR,1.0,0.0,1,4,19561926
BestR,1.0,0.0,1,3,19561927
BestR,1.0,0.0,1,4,19561928
BestR,1.0,0.0,1,4,19561929
BestR,1.0,0.0,1,4,19561930
