initial moral mean,stability,morality,cycle length,generation count,seed
0.25,1.0,0.157,1,13,19561831
0.25,1.0,0.213,1,11,19561832
0.25,0.5,0.067,2,14,19561833
0.25,0.25,0.3745,4,13,19561834
0.25,1.0,0.045,1,11,19561835
0.25,1.0,0.075,1,10,19561836
0.25,0.5,0.028,2,12,19561837
0.25,0.5,0.073,2,14,19561838
0.25,1.0,0.214,1,14,19561839
0.25,0.5,0.026,2,12,19561840
0.25,0.5,0.1265,2,13,19561841
0.25,0.5,0.025,2,14,19561842
0.25,0.5,0.2175,2,16,19561843
0.25,1.0,0.1,1,13,19561844
0.25,0.5,0.2165,2,15,19561845
0.25,0.25,0.069,4,16,19561846
0.25,1.0,0.306,1,13,19561847
0.25,0.25,0.0765,4,15,19561848
0.25,0.5,0.144,2,13,19561849
0.25,0.5,0.138,2,11,19561850
0.25,0.5,0.105,2,11,19561851
0.25,1.0,0.122,1,12,19561852
0.25,0.5,0.157,2,17,19561853
0.25,0.5,0.0675,2,12,19561854
0.25,1.0,0.029,1,20,19561855
0.25,0.5,0.2305,2,14,19561856
0.25,1.0,0.148,1,10,19561857
0.25,0.3333,0.073,3,12,19561858
0.25,0.5,0.1425,2,16,19561859
0.25,0.5,0.095,2,10,19561860
0.25,1.0,0.085,1,12,19561861
0.25,0.5,0.22,2,15,19561862
0.25,1.0,0.192,1,10,19561863
0.25,0.25,0.127,4,14,19561864
0.25,0.5,0.095,2,18,19561865
0.25,1.0,0.02,1,9,19561866
0.25,1.0,0.06,1,9,19561867
0.25,1.0,0.141,1,9,19561868
0.25,1.0,0.039,1,13,19561869
0.25,0.5,0.074,2,13,19561870
0.25,0.5,0.092,2,13,19561871
0.25,0.5,0.0915,2,12,19561872
0.25,0.5,0.0415,2,12,19561873
0.25,1.0,0.141,1,14,19561874
0.25,1.0,0.017,1,12,19561875
0.25,1.0,0.354,1,11,19561876
0.25,0.5,0.13,2,12,19561877
0.25,0.5,0.061,2,11,19561878
0.25,1.0,0.121,1,9,19561879
0.25,1.0,0.036,1,10,19561880
0.25,0.25,0.16,4,19,19561881
0.25,1.0,0.193,1,11,19561882
0.25,1.0,0.062,1,10,19561883
0.25,1.0,0.042,1,14,19561884
0.25,1.0,0.078,1,9,19561885
0.25,0.5,0.057,2,10,19561886
0.25,1.0,0.194,1,11,19561887
0.25,1.0,0.099,1,10,19561888
0.25,1.0,0.028,1,14,19561889
0.25,1.0,0.146,1,10,19561890
0.25,1.0,0.036,1,10,19561891
0.25,0.5,0.1595,2,14,19561892
0.25,0.5,0.1085,2,16,19561893
0.25,0.5,0.1015,2,13,19561894
0.25,0.5,0.079,2,11,19561895
0.25,0.5,0.035,2,13,19561896
0.25,1.0,0.083,1,14,19561897
0.25,1.0,0.12,1,14,19561898
0.25,0.5,0.153,2,11,19561899
0.25,1.0,0.163,1,11,19561900
0.25,0.5,0.115,2,14,19561901
0.25,1.0,0.027,1,13,19561902
0.25,0.5,0.0705,2,11,19561903
0.25,0.5,0.2155,2,15,19561904
0.25,1.0,0.075,1,11,19561905
0.25,1.0,0.06,1,12,19561906
0.25,1.0,0.071,1,11,19561907
0.25,0.5,0.2045,2,12,19561908
0.25,1.0,0.005,1,12,19561909
0.25,0.1667,0.162,6,16,19561910
0.25,0.5,0.071,2,12,19561911
0.25,0.5,0.2045,2,11,19561912
0.25,0.5,0.105,2,12,19561913
0.25,0.5,0.052,2,13,19561914
0.25,0.5,0.075,2,12,19561915
0.25,0.5,0.077,2,13,19561916
0.25,1.0,0.144,1,16,19561917
0.25,0.5,0.086,2,16,19561918
0.25,0.5,0.03,2,14,19561919
0.25,1.0,0.0,1,16,19561920
0.25,1.0,0.076,1,11,19561921
0.25,0.5,0.038,2,12,19561922
0.25,1.0,0.057,1,13,19561923
0.25,1.0,0.202,1,15,19561924
0.25,0.1667,0.052,6,17,19561925
0.25,1.0,0.099,1,18,19561926
0.25,1.0,0.126,1,12,19561927
0.25,0.5,0.112,2,14,19561928
0.25,0.5,0.0,2,13,19561929
0.25,0.5,0.0325,2,11,19561930
0.5,0.5,0.2245,2,13,19561831
0.5,0.5,0.3695,2,14,19561832
0.5,1.0,0.081,1,12,19561833
0.5,0.5,0.551,2,12,19561834
0.5,0.5,0.213,2,12,19561835
0.5,0.5,0.1925,2,14,19561836
0.5,0.5,0.189,2,16,19561837
0.5,1.0,0.128,1,10,19561838
0.5,0.5,0.2955,2,14,19561839
0.5,1.0,0.138,1,10,19561840
0.5,0.5,0.2455,2,16,19561841
0.5,0.5,0.0985,2,14,19561842
0.5,0.25,0.2335,4,16,19561843
0.5,0.5,0.235,2,11,19561844
0.5,0.25,0.4045,4,19,19561845
0.5,1.0,0.074,1,11,19561846
0.5,0.5,0.3385,2,14,19561847
0.5,0.3333,0.2953,3,14,19561848
0.5,0.5,0.2255,2,14,19561849
0.5,1.0,0.283,1,14,19561850
0.5,0.5,0.14,2,16,19561851
0.5,0.5,0.1295,2,13,19561852
0.5,0.5,0.178,2,14,19561853
0.5,0.25,0.2625,4,16,19561854
0.5,1.0,0.087,1,11,19561855
0.5,0.5,0.302,2,13,19561856
0.5,1.0,0.255,1,20,19561857
0.5,1.0,0.233,1,16,19561858
0.5,0.5,0.264,2,14,19561859
0.5,1.0,0.186,1,11,19561860
0.5,0.5,0.084,2,20,19561861
0.5,1.0,0.288,1,9,19561862
0.5,0.25,0.2607,4,20,19561863
0.5,0.5,0.246,2,14,19561864
0.5,1.0,0.06,1,16,19561865
0.5,0.5,0.1315,2,13,19561866
0.5,1.0,0.122,1,11,19561867
0.5,1.0,0.185,1,14,19561868
0.5,1.0,0.162,1,11,19561869
0.5,0.5,0.359,2,13,19561870
0.5,1.0,0.037,1,13,19561871
0.5,0.5,0.247,2,18,19561872
0.5,1.0,0.282,1,13,19561873
0.5,0.5,0.1895,2,15,19561874
0.5,0.5,0.12,2,11,19561875
0.5,0.5,0.449,2,14,19561876
0.5,0.5,0.197,2,11,19561877
0.5,0.5,0.0675,2,14,19561878
0.5,1.0,0.191,1,9,19561879
0.5,0.25,0.1675,4,18,19561880
0.5,1.0,0.298,1,9,19561881
0.5,1.0,0.338,1,12,19561882
0.5,0.5,0.155,2,13,19561883
0.5,0.5,0.075,2,13,19561884
0.5,1.0,0.223,1,16,19561885
0.5,0.5,0.12,2,15,19561886
0.5,1.0,0.313,1,11,19561887
0.5,0.5,0.199,2,14,19561888
0.5,0.5,0.1875,2,18,19561889
0.5,0.5,0.206,2,14,19561890
0.5,0.5,0.1465,2,13,19561891
0.5,0.5,0.2055,2,29,19561892
0.5,0.5,0.2385,2,15,19561893
0.5,0.25,0.3312,4,16,19561894
0.5,0.5,0.2235,2,12,19561895
0.5,0.5,0.115,2,15,19561896
0.5,0.5,0.183,2,14,19561897
0.5,1.0,0.201,1,15,19561898
0.5,0.5,0.1935,2,11,19561899
0.5,0.5,0.137,2,14,19561900
0.5,0.5,0.2555,2,15,19561901
0.5,0.5,0.116,2,12,19561902
0.5,1.0,0.131,1,14,19561903
0.5,0.5,0.38,2,20,19561904
0.5,0.5,0.16,2,12,19561905
0.5,0.5,0.161,2,16,19561906
0.5,0.5,0.195,2,19,19561907
0.5,1.0,0.268,1,13,19561908
0.5,0.5,0.083,2,16,19561909
0.5,0.5,0.2325,2,15,19561910
0.5,0.5,0.2215,2,14,19561911
0.5,0.25,0.2777,4,14,19561912
0.5,1.0,0.224,1,15,19561913
0.5,0.5,0.126,2,11,19561914
0.5,1.0,0.189,1,13,19561915
0.5,0.5,0.1715,2,13,19561916
0.5,0.5,0.388,2,14,19561917
0.5,0.25,0.146,4,14,19561918
0.5,0.25,0.1465,4,18,19561919
0.5,1.0,0.118,1,12,19561920
0.5,0.5,0.107,2,12,19561921
0.5,0.5,0.2675,2,15,19561922
0.5,0.5,0.187,2,14,19561923
0.5,0.5,0.344,2,11,19561924
0.5,0.5,0.1505,2,12,19561925
0.5,1.0,0.156,1,12,19561926
0.5,0.5,0.1175,2,16,19561927
0.5,0.5,0.2445,2,14,19561928
0.5,0.5,0.081,2,11,19561929
0.5,0.5,0.174,2,11,19561930
0.75,0.5,0.365,2,15,19561831
0.75,0.5,0.306,2,13,19561832
0.75,0.5,0.236,2,15,19561833
0.75,0.5,0.586,2,21,19561834
0.75,0.5,0.314,2,16,19561835
0.75,1.0,0.202,1,10,19561836
0.75,0.5,0.2575,2,20,19561837
0.75,0.5,0.2205,2,12,19561838
0.75,0.25,0.3985,4,18,19561839
0.75,1.0,0.266,1,11,19561840
0.75,1.0,0.299,1,17,19561841
0.75,0.5,0.158,2,12,19561842
0.75,1.0,0.327,1,9,19561843
0.75,0.5,0.256,2,11,19561844
0.75,1.0,0.521,1,17,19561845
0.75,0.5,0.184,2,21,19561846
0.75,1.0,0.404,1,14,19561847
0.75,1.0,0.228,1,18,19561848
0.75,0.5,0.387,2,18,19561849
0.75,1.0,0.246,1,18,19561850
0.75,1.0,0.295,1,11,19561851
0.75,0.5,0.2315,2,12,19561852
0.75,0.5,0.3575,2,16,19561853
0.75,0.5,0.3265,2,13,19561854
0.75,0.5,0.162,2,14,19561855
0.75,1.0,0.419,1,11,19561856
0.75,0.5,0.248,2,22,19561857
0.75,0.5,0.3255,2,14,19561858
0.75,1.0,0.318,1,13,19561859
0.75,1.0,0.318,1,11,19561860
0.75,0.5,0.272,2,15,19561861
0.75,0.5,0.395,2,15,19561862
0.75,1.0,0.489,1,15,19561863
0.75,1.0,0.278,1,15,19561864
0.75,0.25,0.2075,4,17,19561865
0.75,0.5,0.225,2,13,19561866
0.75,0.5,0.242,2,14,19561867
0.75,0.5,0.2775,2,13,19561868
0.75,1.0,0.252,1,12,19561869
0.75,0.5,0.3035,2,13,19561870
0.75,0.5,0.2145,2,17,19561871
0.75,0.5,0.3415,2,19,19561872
0.75,0.5,0.3985,2,14,19561873
0.75,0.5,0.3075,2,13,19561874
0.75,0.5,0.225,2,17,19561875
0.75,0.5,0.416,2,19,19561876
0.75,0.5,0.3395,2,14,19561877
0.75,0.5,0.178,2,13,19561878
0.75,0.5,0.3295,2,13,19561879
0.75,1.0,0.289,1,11,19561880
0.75,0.5,0.329,2,17,19561881
0.75,0.1,0.225,10,23,19561882
0.75,0.25,0.0975,4,14,19561883
0.75,1.0,0.188,1,13,19561884
0.75,0.5,0.155,2,17,19561885
0.75,0.5,0.3065,2,16,19561886
0.75,0.5,0.2635,2,14,19561887
0.75,0.5,0.334,2,15,19561888
0.75,0.25,0.2888,4,18,19561889
0.75,0.5,0.3615,2,13,19561890
0.75,0.5,0.3405,2,10,19561891
0.75,0.1667,0.4495,6,22,19561892
0.75,0.5,0.492,2,18,19561893
0.75,0.5,0.2575,2,16,19561894
0.75,0.5,0.1855,2,10,19561895
0.75,0.5,0.2555,2,12,19561896
0.75,0.5,0.1785,2,14,19561897
0.75,1.0,0.334,1,11,19561898
0.75,0.5,0.365,2,14,19561899
0.75,0.5,0.414,2,14,19561900
0.75,0.5,0.281,2,11,19561901
0.75,0.5,0.1225,2,12,19561902
0.75,0.25,0.3175,4,13,19561903
0.75,0.5,0.491,2,14,19561904
0.75,0.5,0.3785,2,14,19561905
0.75,1.0,0.282,1,14,19561906
0.75,0.5,0.3045,2,20,19561907
0.75,1.0,0.402,1,9,19561908
0.75,0.5,0.1165,2,13,19561909
0.75,0.5,0.399,2,17,19561910
0.75,1.0,0.138,1,13,19561911
0.75,0.25,0.4713,4,21,19561912
0.75,0.5,0.381,2,17,19561913
0.75,1.0,0.266,1,11,19561914
0.75,0.5,0.27,2,14,19561915
0.75,0.5,0.3095,2,16,19561916
0.75,0.5,0.444,2,16,19561917
0.75,0.5,0.251,2,17,19561918
0.75,0.5,0.2505,2,13,19561919
0.75,1.0,0.208,1,11,19561920
0.75,1.0,0.131,1,16,19561921
0.75,0.5,0.4555,2,15,19561922
0.75,1.0,0.242,1,13,19561923
0.75,0.25,0.419,4,14,19561924
0.75,1.0,0.278,1,14,19561925
0.75,0.5,0.3155,2,15,19561926
0.75,0.5,0.2035,2,14,19561927
0.75,0.5,0.325,2,18,19561928
0.75,1.0,0.155,1,16,19561929
0.75,1.0,0.261,1,14,19561930
