mutation probability,stability,morality,cycle length,generation count,seed
0.1,0.001,0.0344,0,1000,19561913
0.1,0.001,0.0357,0,1000,19561914
0.1,0.001,0.0345,0,1000,19561915
0.1,0.001,0.0349,0,1000,19561916
0.1,0.001,0.0388,0,1000,19561917
0.1,0.001,0.0333,0,1000,19561918
0.1,0.001,0.0343,0,1000,19561919
0.1,0.001,0.0346,0,1000,19561920
0.1,0.001,0.0341,0,1000,19561921
0.1,0.001,0.0327,0,1000,19561922
0.1,0.001,0.0329,0,1000,19561923
0.1,0.001,0.0426,0,1000,19561924
0.1,0.001,0.0383,0,1000,19561925
0.1,0.001,0.0362,0,1000,19561926
0.1,0.001,0.0334,0,1000,19561927
0.1,0.001,0.0356,0,1000,19561928
0.1,0.001,0.0331,0,1000,19561929
0.1,0.001,0.0326,0,1000,19561930
